scan_time,symbol,current_price,day_change_pct,52w_low,52w_high,distance_pct,distance_from_high_pct,rsi,sma50,sma200,avg_volume_20,latest_volume,volume_ratio,trend,trend_score,momentum_score,reversal_score,volume_score,risk_penalty,conviction_score,score,reasons,sector,industry,technical_score,technical_reasons,fundamental_scan_time,company_name,sector_yf,industry_yf,market_cap,market_cap_cr,trailing_pe,forward_pe,price_to_book,debt_to_equity,roe,roa,operating_margin,net_profit_margin,gross_margin,revenue_growth,earnings_growth,current_ratio,quick_ratio,total_cash,total_cash_cr,total_debt,total_debt_cr,free_cashflow,free_cashflow_cr,operating_cashflow,operating_cashflow_cr,dividend_yield,beta,sector_bucket,profitability_score,growth_score,balance_sheet_score,cashflow_score,valuation_score,fundamental_risk_penalty,fundamental_score,sector_fundamental_adjustment,sector_adjusted_fundamental_score,fundamental_reasons,fundamental_risks,active_fundamental_score,relative_scan_time,return_1m,return_3m,return_6m,nifty_1m_return,nifty_3m_return,nifty_6m_return,return_vs_nifty_1m,return_vs_nifty_3m,return_vs_nifty_6m,relative_strength_score,relative_strength_reasons,sector_rank,sector_count,sector_rank_pct,sector_score,risk_reasons,final_conviction_score,score_band,range_scan_time,range_status,range_score,range_low,range_high,absolute_range_low,absolute_range_high,range_width_pct,absolute_range_width_pct,current_position_pct,upside_to_range_high_pct,downside_to_range_low_pct,inside_range_pct,lower_touch_days,upper_touch_days,range_stability_score,range_width_score,range_position_score,range_bounce_score,range_quality_risk_score,range_rsi,range_volume_ratio,range_breakdown_buffer_pct,range_breakout_buffer_pct,is_range_breakdown,is_range_breakout,range_reasons
07.09.2026 at 10:01 AM IST,SOMANYCERA,565.85,1.53,327.9,576.8,72.57,1.9,63.56,521.77,451.72,329788.85,12347.0,0.04,Bullish,30,20,0,0,0,50,51.78,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum",Industrials,Building Products & Equipment,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",06.09.2026 at 01:31 PM IST,Somany Ceramics Limited,Industrials,Building Products & Equipment,22831831040.0,2283.18,21.53,15.85,2.71,40.69,,,7.69,3.62,48.49,24.0,242.9,,,1459587968.0,145.96,3743261952.0,374.33,,0.0,,0.0,1.61,0.75,CAPITAL_GOODS_INFRA,0.0,18.0,7.0,0.0,12.0,0.0,37.0,12.0,49.0,"Strong revenue growth, Strong earnings growth, Low debt, Forward PE improving, Strong capital goods revenue growth, Strong capital goods earnings growth, Manageable capital goods debt",,49.0,07.09.2026 at 10:05 AM IST,13.41,14.53,69.48,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",3.0,415,0.72,30.85,Low volume participation,51.78,C Neutral,07.09.2026 at 10:07 AM IST,Profit Booking Zone,51.15,399.41,537.41,352.6,576.8,34.55,63.58,100.0,-5.2,29.54,80.0,13.0,26.0,87.5,50.0,5.0,60.0,60.17,71.01,0.04,41.93,5.49,False,False,80.0% closes stayed inside robust range | Range width is 34.5% | Current position is 100.0% inside range | Upside to range high is -5.2% | Downside to range low is 29.5% | Stock is near upper band
07.09.2026 at 10:01 AM IST,GUFICBIO,454.1,2.07,267.93,467.8,69.48,2.93,69.15,404.84,339.39,145930.3,210197.0,1.44,Bullish,30,20,0,10,0,60,51.72,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion",Healthcare,Drug Manufacturers - Specialty & Generic,75,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move",06.09.2026 at 01:31 PM IST,Gufic Biosciences Limited,Healthcare,Drug Manufacturers - Specialty & Generic,44725997568.0,4472.6,60.76,,6.73,60.87,,,14.92,7.49,54.77,16.6,70.8,,,621859008.0,62.19,4047533056.0,404.75,,0.0,,0.0,2.0,-0.04,PHARMA_HEALTHCARE,6.0,18.0,4.0,0.0,2.0,0.0,30.0,7.0,37.0,"Strong revenue growth, Strong earnings growth, Healthcare growth support, Controlled healthcare debt",,37.0,07.09.2026 at 10:05 AM IST,4.98,28.7,56.93,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",2.0,148,1.35,36.83,,51.72,C Neutral,07.09.2026 at 10:07 AM IST,Wide / Volatile Range,50.0,287.53,421.4,273.0,467.8,46.56,71.36,100.0,-7.44,36.84,80.83,30.0,20.0,89.58,20.0,5.0,70.0,54.75,65.69,1.48,58.33,8.03,False,True,80.8% closes stayed inside robust range | Range width is 46.6% | Current position is 100.0% inside range | Upside to range high is -7.4% | Downside to range low is 36.8% | Price is above upper range with elevated volume | Stock is near upper band
07.09.2026 at 10:01 AM IST,SUDEEPPHRM,1370.1,3.07,523.12,1377.0,161.91,0.5,87.07,986.34,0.0,264131.45,57932.0,0.22,Bullish,15,5,0,0,0,20,51.67,"Above 50 DMA, Strong but overbought RSI",Healthcare,Drug Manufacturers - Specialty & Generic,37,"Above 50 DMA, Strong but overbought RSI, Near 52W high momentum, Positive day move",06.09.2026 at 01:31 PM IST,Sudeep Pharma Limited,Healthcare,Drug Manufacturers - Specialty & Generic,150786408448.0,15078.64,82.31,68.99,17.07,16.75,,,32.17,27.03,63.71,26.7,28.2,,,1146456064.0,114.65,1504226048.0,150.42,,0.0,,0.0,11.0,,PHARMA_HEALTHCARE,12.0,20.0,11.0,0.0,5.0,0.0,48.0,11.0,59.0,"Strong operating margin, Strong revenue growth, Strong earnings growth, Reasonable cash coverage, Low debt, Forward PE improving, Strong healthcare margin, Healthcare growth support, Controlled healthcare debt","Very high PE, Expensive price-to-book",59.0,07.09.2026 at 10:05 AM IST,30.79,89.1,132.27,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",1.0,148,0.68,36.83,Low volume participation,51.67,C Neutral,07.09.2026 at 10:07 AM IST,Wide / Volatile Range,47.32,620.73,1113.34,585.2,1378.0,79.36,135.48,100.0,-18.18,54.38,80.0,20.0,20.0,87.5,20.0,5.0,70.0,64.63,85.47,0.24,119.21,22.22,False,False,80.0% closes stayed inside robust range | Range width is 79.4% | Current position is 100.0% inside range | Upside to range high is -18.2% | Downside to range low is 54.4% | Stock is near upper band
07.09.2026 at 10:01 AM IST,EXPLEOSOL,919.9,2.32,562.35,1032.52,63.58,10.91,67.67,794.78,776.12,372406.25,12698.0,0.03,Bullish,30,20,0,0,0,50,51.67,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum",Technology,Information Technology Services,55,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move",06.09.2026 at 01:31 PM IST,Expleo Solutions Limited,Technology,Information Technology Services,13983285248.0,1398.33,10.15,7.71,1.8,1.01,,,13.2,12.08,35.38,12.3,67.3,,,3547980032.0,354.8,78520000.0,7.85,,0.0,,0.0,12.24,0.44,IT_TECH,8.0,15.0,12.0,0.0,15.0,0.0,50.0,0.0,50.0,"Strong earnings growth, Cash covers debt, Low debt, Forward PE improving",,50.0,07.09.2026 at 10:05 AM IST,10.34,35.21,40.83,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",1.0,153,0.65,27.83,Low volume participation,51.67,C Neutral,07.09.2026 at 10:07 AM IST,Profit Booking Zone,64.96,747.01,898.91,640.0,999.0,20.33,56.09,100.0,-2.26,18.78,80.0,17.0,33.0,87.5,100.0,5.0,85.0,60.58,56.77,0.04,23.12,2.31,False,False,80.0% closes stayed inside robust range | Range width is 20.3% | Current position is 100.0% inside range | Upside to range high is -2.3% | Downside to range low is 18.8% | Stock is near upper band
07.09.2026 at 10:01 AM IST,VISHNU,736.5,4.91,443.49,740.85,66.07,0.59,83.19,623.6,563.11,160780.15,160690.0,1.0,Bullish,30,5,0,0,0,35,51.59,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI",Basic Materials,Specialty Chemicals,57,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Normal volume support, Positive day move",06.09.2026 at 01:31 PM IST,Vishnu Chemicals Limited,Basic Materials,Specialty Chemicals,47107231744.0,4710.72,31.45,20.05,4.71,49.07,,,12.53,8.82,31.87,24.9,23.0,,,1003867008.0,100.39,5272292864.0,527.23,,0.0,,0.0,4.0,0.01,CHEMICALS,6.0,16.0,7.0,0.0,11.0,0.0,40.0,7.0,47.0,"Strong revenue growth, Strong earnings growth, Low debt, Forward PE improving, Chemical revenue growth support, Controlled chemical debt",,47.0,07.09.2026 at 10:05 AM IST,25.85,27.29,51.79,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",1.0,328,0.3,30.92,,51.59,C Neutral,07.09.2026 at 10:07 AM IST,Profit Booking Zone,58.51,516.06,637.91,483.0,740.85,23.61,53.39,100.0,-13.27,29.84,80.0,15.0,30.0,87.5,80.0,5.0,70.0,59.21,85.13,1.01,42.52,15.3,False,False,80.0% closes stayed inside robust range | Range width is 23.6% | Current position is 100.0% inside range | Upside to range high is -13.3% | Downside to range low is 29.8% | Stock is near upper band
07.09.2026 at 10:01 AM IST,APCOTEXIND,630.1,-0.85,307.18,712.0,105.13,11.5,54.88,585.62,448.3,169763.35,27765.0,0.16,Bullish,30,20,0,0,0,50,51.59,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum",Basic Materials,Specialty Chemicals,50,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum",06.09.2026 at 01:31 PM IST,Apcotex Industries Limited,Basic Materials,Specialty Chemicals,32869703680.0,3286.97,20.4,22.64,5.29,15.52,,,19.78,10.13,32.81,39.9,311.6,,,542857984.0,54.29,963923968.0,96.39,,0.0,,0.0,1.26,0.22,CHEMICALS,8.0,20.0,11.0,0.0,7.0,0.0,46.0,11.0,57.0,"Strong operating margin, Strong revenue growth, Strong earnings growth, Reasonable cash coverage, Low debt, Strong chemical margin, Chemical revenue growth support, Controlled chemical debt",,57.0,07.09.2026 at 10:05 AM IST,1.17,22.01,74.06,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",2.0,328,0.61,30.92,Low volume participation,51.59,C Neutral,07.09.2026 at 10:07 AM IST,Wide / Volatile Range,50.0,376.45,625.07,310.45,712.0,66.04,129.34,100.0,-0.85,40.29,80.0,19.0,25.0,87.5,20.0,5.0,100.0,63.71,49.24,0.17,67.47,0.86,False,False,80.0% closes stayed inside robust range | Range width is 66.0% | Current position is 100.0% inside range | Upside to range high is -0.9% | Downside to range low is 40.3% | Stock is near upper band | RSI is in a reasonable range-bound zone
07.09.2026 at 10:01 AM IST,MOREPENLAB,117.49,3.3,33.05,118.55,255.49,0.89,77.13,75.7,50.19,26441229.15,5804499.0,0.22,Bullish,30,5,0,0,0,35,51.57,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI",Healthcare,Drug Manufacturers - Specialty & Generic,52,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Positive day move",06.09.2026 at 01:31 PM IST,Morepen Laboratories Limited,Healthcare,Drug Manufacturers - Specialty & Generic,62247542784.0,6224.75,44.38,,5.12,16.67,,,13.01,7.2,37.1,34.1,415.0,,,916993984.0,91.7,2078552064.0,207.86,,0.0,,0.0,18.0,0.9,PHARMA_HEALTHCARE,6.0,20.0,9.0,0.0,6.0,0.0,41.0,7.0,48.0,"Strong revenue growth, Strong earnings growth, Low debt, Healthcare growth support, Controlled healthcare debt",,48.0,07.09.2026 at 10:05 AM IST,48.12,147.94,188.44,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",1.0,148,0.68,36.83,Low volume participation,51.57,C Neutral,07.09.2026 at 10:07 AM IST,Wide / Volatile Range,46.57,39.51,94.03,33.05,118.55,137.98,258.7,100.0,-19.68,66.25,80.0,16.0,13.0,87.5,20.0,5.0,70.0,59.65,79.33,0.22,196.29,24.5,False,False,80.0% closes stayed inside robust range | Range width is 138.0% | Current position is 100.0% inside range | Upside to range high is -19.7% | Downside to range low is 66.2% | Stock is near upper band
07.09.2026 at 10:01 AM IST,MANORAMA,1987.8,-0.28,1060.6,2043.0,87.42,2.7,67.16,1706.14,1460.07,1051332.45,35544.0,0.03,Bullish,30,20,0,0,0,50,51.54,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum",Consumer Defensive,Packaged Foods,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",06.09.2026 at 01:31 PM IST,Manorama Industries Limited,Consumer Defensive,Packaged Foods,124786655232.0,12478.67,45.91,36.21,17.3,52.15,,,24.76,17.33,45.27,39.5,67.8,,,840470976.0,84.05,3557594880.0,355.76,,0.0,,0.0,4.0,0.28,FMCG_CONSUMER,10.0,20.0,4.0,0.0,7.0,0.0,41.0,4.0,45.0,"Strong operating margin, Strong revenue growth, Strong earnings growth, Forward PE improving, Healthy consumer margins",Expensive price-to-book,45.0,07.09.2026 at 10:05 AM IST,18.88,29.71,44.63,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",1.0,138,0.72,30.29,Low volume participation,51.54,C Neutral,07.09.2026 at 10:07 AM IST,Wide / Volatile Range,48.62,1282.17,1889.54,1120.3,2043.0,47.37,82.36,100.0,-5.02,35.55,80.0,16.0,15.0,87.5,20.0,5.0,85.0,58.29,60.92,0.04,55.17,5.29,False,False,80.0% closes stayed inside robust range | Range width is 47.4% | Current position is 100.0% inside range | Upside to range high is -5.0% | Downside to range low is 35.6% | Stock is near upper band
07.09.2026 at 10:01 AM IST,KTKBANK,336.2,-1.15,168.73,345.9,99.26,2.8,63.25,298.53,244.65,2782448.15,249881.0,0.09,Bullish,30,20,0,0,0,50,51.43,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum",Financial Services,Banks - Regional,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum",06.09.2026 at 01:31 PM IST,The Karnataka Bank Limited,Financial Services,Banks - Regional,128581697536.0,12858.17,8.96,8.26,0.97,0.0,,,43.62,41.45,0.0,26.1,43.3,,,77356302336.0,7735.63,53290000384.0,5329.0,,0.0,,0.0,1.47,0.3,BANK,12.0,20.0,3.0,0.0,14.0,0.0,49.0,0.0,49.0,"Strong operating margin, Strong revenue growth, Strong earnings growth, Cash covers debt, Forward PE improving",,49.0,07.09.2026 at 10:05 AM IST,9.99,26.67,51.71,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",2.0,215,0.93,31.84,Low volume participation,51.43,C Neutral,07.09.2026 at 10:07 AM IST,Profit Booking Zone,52.63,240.03,327.26,212.5,345.9,36.34,62.78,100.0,-2.53,28.51,80.0,26.0,14.0,87.5,50.0,5.0,70.0,60.05,66.05,0.09,39.88,2.59,False,False,80.0% closes stayed inside robust range | Range width is 36.3% | Current position is 100.0% inside range | Upside to range high is -2.5% | Downside to range low is 28.5% | Stock is near upper band
07.09.2026 at 10:01 AM IST,SYRMA,1556.0,6.77,633.85,1558.5,145.48,0.16,66.26,1420.27,1029.1,966293.15,1893088.0,1.96,Bullish,30,20,0,10,0,60,51.42,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion",Technology,Electronic Components,75,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Volume expansion, Positive day move",06.09.2026 at 01:31 PM IST,Syrma SGS Technology Limited,Technology,Electronic Components,281232474112.0,28123.25,75.34,47.18,9.76,13.04,,,8.76,6.74,25.41,68.3,86.0,,,8079860224.0,807.99,3998919936.0,399.89,,0.0,,0.0,10.0,0.21,IT_TECH,3.0,20.0,12.0,0.0,5.0,0.0,40.0,0.0,40.0,"Strong revenue growth, Strong earnings growth, Cash covers debt, Low debt, Forward PE improving",,40.0,07.09.2026 at 10:05 AM IST,2.9,26.29,105.02,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",2.0,153,1.31,27.83,,51.42,C Neutral,07.09.2026 at 10:07 AM IST,Wide / Volatile Range,50.0,841.96,1460.43,735.7,1569.3,73.46,113.31,100.0,-6.57,46.14,80.0,15.0,34.0,87.5,20.0,5.0,78.0,56.0,59.57,2.2,85.65,7.03,False,True,80.0% closes stayed inside robust range | Range width is 73.5% | Current position is 100.0% inside range | Upside to range high is -6.6% | Downside to range low is 46.1% | Price is above upper range with elevated volume | Stock is near upper band
07.09.2026 at 10:01 AM IST,GUJTHEM,441.85,7.41,225.05,479.0,96.33,7.76,68.23,378.09,361.03,492133.25,230172.0,0.47,Bullish,30,20,0,0,0,50,51.27,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum",Healthcare,Drug Manufacturers - Specialty & Generic,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",06.09.2026 at 01:31 PM IST,Gujarat Themis Biosyn Limited,Healthcare,Drug Manufacturers - Specialty & Generic,53622501376.0,5362.25,91.96,,15.6,56.23,,,38.41,28.02,66.94,22.1,22.9,,,60876000.0,6.09,1618121984.0,161.81,,0.0,,0.0,16.0,0.51,PHARMA_HEALTHCARE,12.0,16.0,4.0,0.0,2.0,0.0,34.0,11.0,45.0,"Strong operating margin, Strong revenue growth, Strong earnings growth, Strong healthcare margin, Healthcare growth support, Controlled healthcare debt","Very high PE, Expensive price-to-book",45.0,07.09.2026 at 10:05 AM IST,18.9,14.01,44.97,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",3.0,148,2.03,36.83,Low volume participation,51.27,C Neutral,07.09.2026 at 10:07 AM IST,Wide / Volatile Range,46.35,281.85,411.38,225.05,442.0,45.96,96.4,100.0,-5.86,35.5,80.0,16.0,23.0,87.5,20.0,5.0,70.0,58.19,71.75,0.52,55.05,6.23,False,False,80.0% closes stayed inside robust range | Range width is 46.0% | Current position is 100.0% inside range | Upside to range high is -5.9% | Downside to range low is 35.5% | Stock is near upper band
07.09.2026 at 10:01 AM IST,GPTHEALTH,160.37,1.39,113.97,175.0,40.71,8.36,61.08,155.79,139.95,93988.6,50907.0,0.54,Bullish,30,20,0,0,0,50,51.27,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum",Healthcare,Medical Care Facilities,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",06.09.2026 at 01:31 PM IST,GPT Healthcare Limited,Healthcare,Medical Care Facilities,13038511104.0,1303.85,27.59,15.89,4.84,33.84,,,13.71,9.61,59.8,17.8,64.9,,,471956992.0,47.2,911801024.0,91.18,,0.0,,0.0,1.9,0.31,PHARMA_HEALTHCARE,6.0,18.0,9.0,0.0,10.0,0.0,43.0,7.0,50.0,"Strong revenue growth, Strong earnings growth, Reasonable cash coverage, Low debt, Forward PE improving, Healthcare growth support, Controlled healthcare debt",,50.0,07.09.2026 at 10:05 AM IST,1.86,11.77,32.87,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",4.0,148,2.7,36.83,,51.27,C Neutral,07.09.2026 at 10:07 AM IST,Profit Booking Zone,58.69,130.38,159.46,115.0,175.0,22.31,52.17,100.0,-0.38,18.55,80.0,13.0,27.0,87.5,80.0,5.0,70.0,60.44,66.6,0.57,22.78,0.38,False,False,80.0% closes stayed inside robust range | Range width is 22.3% | Current position is 100.0% inside range | Upside to range high is -0.4% | Downside to range low is 18.6% | Stock is near upper band
07.09.2026 at 10:01 AM IST,AARTIPHARM,872.1,1.55,585.0,944.1,49.08,7.63,64.09,759.21,720.06,1306512.15,285099.0,0.22,Bullish,30,20,0,0,0,50,51.27,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum",Healthcare,Drug Manufacturers - Specialty & Generic,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",06.09.2026 at 01:31 PM IST,Aarti Pharmalabs Limited,Healthcare,Drug Manufacturers - Specialty & Generic,77644595200.0,7764.46,37.9,33.58,3.65,37.36,,,19.15,10.4,54.19,38.7,53.7,,,96159000.0,9.62,7937210880.0,793.72,,0.0,,0.0,47.0,0.27,PHARMA_HEALTHCARE,8.0,20.0,7.0,0.0,9.0,5.0,39.0,11.0,50.0,"Strong operating margin, Strong revenue growth, Strong earnings growth, Low debt, Forward PE improving, Strong healthcare margin, Healthcare growth support, Controlled healthcare debt",Abnormally high dividend yield,50.0,07.09.2026 at 10:05 AM IST,5.94,40.1,26.97,,,,0,0,0,48,"Positive 1M return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",4.0,148,2.7,36.83,Low volume participation,51.27,C Neutral,07.09.2026 at 10:07 AM IST,Profit Booking Zone,57.19,635.19,843.38,585.0,932.6,32.78,59.42,100.0,-3.4,27.25,80.0,25.0,19.0,87.5,50.0,5.0,100.0,60.44,49.63,0.22,37.46,3.52,False,False,80.0% closes stayed inside robust range | Range width is 32.8% | Current position is 100.0% inside range | Upside to range high is -3.4% | Downside to range low is 27.2% | Stock is near upper band | RSI is in a reasonable range-bound zone
07.09.2026 at 10:01 AM IST,TNPETRO,131.95,-0.57,78.67,141.0,67.73,6.42,71.28,104.95,96.26,2914607.8,261400.0,0.09,Bullish,30,5,0,0,0,35,51.19,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI",Basic Materials,Specialty Chemicals,47,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum",06.09.2026 at 01:31 PM IST,Tamilnadu Petroproducts Limited,Basic Materials,Specialty Chemicals,11966205952.0,1196.62,8.42,,1.17,45.67,,,13.7,7.98,32.38,68.5,127.0,,,3436000000.0,343.6,4647499776.0,464.75,,0.0,,0.0,1.13,0.36,CHEMICALS,6.0,20.0,9.0,0.0,11.0,0.0,46.0,7.0,53.0,"Strong revenue growth, Strong earnings growth, Reasonable cash coverage, Low debt, Chemical revenue growth support, Controlled chemical debt",,53.0,07.09.2026 at 10:05 AM IST,32.47,46.73,54.5,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",1.0,328,0.3,30.92,Low volume participation,51.19,C Neutral,07.09.2026 at 10:07 AM IST,Profit Booking Zone,51.39,85.74,113.29,79.15,141.0,32.14,78.14,100.0,-14.07,34.97,80.0,31.0,17.0,87.5,50.0,5.0,60.0,61.77,71.18,0.09,53.77,16.37,False,False,80.0% closes stayed inside robust range | Range width is 32.1% | Current position is 100.0% inside range | Upside to range high is -14.1% | Downside to range low is 35.0% | Stock is near upper band
07.09.2026 at 10:01 AM IST,KINGFA,5952.0,0.33,3649.9,6200.0,63.07,4.0,58.57,5453.22,4744.4,21562.35,711.0,0.03,Bullish,30,20,0,0,0,50,51.09,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum",Basic Materials,Specialty Chemicals,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",06.09.2026 at 01:31 PM IST,Kingfa Science & Technology (India) Limited,Basic Materials,Specialty Chemicals,80088662016.0,8008.87,34.71,,5.72,1.1,,,15.83,10.16,24.53,49.1,80.1,,,4208699904.0,420.87,154038000.0,15.4,,0.0,,0.0,34.0,0.7,CHEMICALS,6.0,20.0,12.0,0.0,8.0,5.0,41.0,11.0,52.0,"Strong revenue growth, Strong earnings growth, Cash covers debt, Low debt, Strong chemical margin, Chemical revenue growth support, Controlled chemical debt",Abnormally high dividend yield,52.0,07.09.2026 at 10:05 AM IST,5.82,17.33,46.12,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",4.0,328,1.22,30.92,Low volume participation,51.09,C Neutral,07.09.2026 at 10:07 AM IST,Profit Booking Zone,57.32,4229.55,5911.75,3927.0,6200.0,39.77,57.88,100.0,-0.64,28.92,80.0,15.0,19.0,87.5,50.0,5.0,100.0,61.28,48.93,0.03,40.68,0.65,False,False,80.0% closes stayed inside robust range | Range width is 39.8% | Current position is 100.0% inside range | Upside to range high is -0.6% | Downside to range low is 28.9% | Stock is near upper band | RSI is in a reasonable range-bound zone
07.09.2026 at 10:01 AM IST,CYIENTDLM,858.8,0.22,265.2,894.0,223.83,3.94,74.71,669.77,456.93,704587.85,82719.0,0.12,Bullish,30,5,0,0,0,35,51.03,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI",Industrials,Aerospace & Defense,52,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Positive day move",06.09.2026 at 01:31 PM IST,Cyient DLM Limited,Industrials,Aerospace & Defense,67896242176.0,6789.62,82.5,48.85,6.71,17.02,,,7.51,6.05,38.65,34.3,118.1,,,1000329984.0,100.03,1722739968.0,172.27,,0.0,,0.0,,0.44,CAPITAL_GOODS_INFRA,3.0,20.0,11.0,0.0,3.0,0.0,37.0,12.0,49.0,"Strong revenue growth, Strong earnings growth, Reasonable cash coverage, Low debt, Forward PE improving, Strong capital goods revenue growth, Strong capital goods earnings growth, Manageable capital goods debt",Very high PE,49.0,07.09.2026 at 10:05 AM IST,24.46,99.29,185.74,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",1.0,415,0.24,30.85,Low volume participation,51.03,C Neutral,07.09.2026 at 10:07 AM IST,Wide / Volatile Range,46.61,309.88,735.87,265.2,894.0,137.47,237.1,100.0,-14.72,64.09,80.0,16.0,17.0,87.5,20.0,5.0,70.0,59.91,77.89,0.12,178.46,17.26,False,False,80.0% closes stayed inside robust range | Range width is 137.5% | Current position is 100.0% inside range | Upside to range high is -14.7% | Downside to range low is 64.1% | Stock is near upper band
07.09.2026 at 10:01 AM IST,ANANDRATHI,2234.7,0.85,1351.2,2255.0,65.39,0.9,69.7,2113.92,1744.41,202646.8,109390.0,0.54,Bullish,30,20,0,0,0,50,50.93,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum",Financial Services,Asset Management,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",06.09.2026 at 01:31 PM IST,Anand Rathi Wealth Limited,Financial Services,Asset Management,367781412864.0,36778.14,79.96,65.81,36.85,8.25,,,48.53,33.19,57.81,52.1,71.0,,,4548030976.0,454.8,834769984.0,83.48,,0.0,,0.0,32.0,0.34,FINANCIAL,12.0,20.0,12.0,0.0,5.0,5.0,44.0,0.0,44.0,"Strong operating margin, Strong revenue growth, Strong earnings growth, Cash covers debt, Low debt, Forward PE improving, Strong financial earnings growth","Expensive price-to-book, Abnormally high dividend yield, Expensive financial P/B",44.0,07.09.2026 at 10:05 AM IST,4.99,28.33,42.11,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",2.0,215,0.93,31.84,,50.93,C Neutral,07.09.2026 at 10:07 AM IST,Profit Booking Zone,58.27,1693.96,2183.41,1451.5,2255.0,28.89,55.36,100.0,-2.4,24.28,80.0,17.0,22.0,87.5,80.0,5.0,70.0,57.63,62.46,0.57,32.06,2.46,False,False,80.0% closes stayed inside robust range | Range width is 28.9% | Current position is 100.0% inside range | Upside to range high is -2.4% | Downside to range low is 24.3% | Stock is near upper band
