scan_time,symbol,current_price,day_change_pct,52w_low,52w_high,distance_pct,distance_from_high_pct,rsi,sma50,sma200,avg_volume_20,latest_volume,volume_ratio,trend,trend_score,momentum_score,reversal_score,volume_score,risk_penalty,conviction_score,score,reasons,sector,industry,technical_score,technical_reasons,fundamental_scan_time,company_name,sector_yf,industry_yf,market_cap,market_cap_cr,trailing_pe,forward_pe,price_to_book,debt_to_equity,roe,roa,operating_margin,net_profit_margin,gross_margin,revenue_growth,earnings_growth,current_ratio,quick_ratio,total_cash,total_cash_cr,total_debt,total_debt_cr,free_cashflow,free_cashflow_cr,operating_cashflow,operating_cashflow_cr,dividend_yield,beta,sector_bucket,profitability_score,growth_score,balance_sheet_score,cashflow_score,valuation_score,fundamental_risk_penalty,fundamental_score,sector_fundamental_adjustment,sector_adjusted_fundamental_score,fundamental_reasons,fundamental_risks,active_fundamental_score,relative_scan_time,return_1m,return_3m,return_6m,nifty_1m_return,nifty_3m_return,nifty_6m_return,return_vs_nifty_1m,return_vs_nifty_3m,return_vs_nifty_6m,relative_strength_score,relative_strength_reasons,sector_rank,sector_count,sector_rank_pct,sector_score,risk_reasons,final_conviction_score,score_band,range_scan_time,range_status,range_score,range_low,range_high,absolute_range_low,absolute_range_high,range_width_pct,absolute_range_width_pct,current_position_pct,upside_to_range_high_pct,downside_to_range_low_pct,inside_range_pct,lower_touch_days,upper_touch_days,range_stability_score,range_width_score,range_position_score,range_bounce_score,range_quality_risk_score,range_rsi,range_volume_ratio,range_breakdown_buffer_pct,range_breakout_buffer_pct,is_range_breakdown,is_range_breakout,range_reasons
07.09.2026 at 10:01 AM IST,KHANDSE,18.38,1.49,12.2,26.88,50.66,31.62,59.93,17.41,18.26,2150.55,698.0,0.32,Bullish,30,20,0,0,0,50,32.58,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum",Financial Services,Capital Markets,55,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move",06.09.2026 at 01:31 PM IST,Khandwala Securities Limited,Financial Services,Capital Markets,280364928.0,28.04,,,1.01,10.39,,,3.3,-6.73,97.86,99.6,0.0,,,4278000.0,0.43,28835000.0,2.88,,0.0,,0.0,,0.57,FINANCIAL,0.0,10.0,9.0,0.0,4.0,10.0,13.0,0.0,13.0,"Strong revenue growth, Low debt",Negative net margin,13.0,07.09.2026 at 10:05 AM IST,5.63,0.16,2.85,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",7.0,215,3.26,31.84,"Low volume participation, Negative net margin",32.58,E Avoid,07.09.2026 at 10:07 AM IST,Profit Booking Zone,59.73,15.63,18.23,12.2,20.5,16.63,68.03,100.0,-0.82,14.96,80.83,19.0,32.0,89.58,100.0,5.0,85.0,22.25,60.8,0.32,17.59,0.82,False,False,80.8% closes stayed inside robust range | Range width is 16.6% | Current position is 100.0% inside range | Upside to range high is -0.8% | Downside to range low is 15.0% | Stock is near upper band
07.09.2026 at 10:01 AM IST,EXIDEIND,418.4,-1.4,285.63,496.4,46.48,15.71,33.33,442.06,371.23,2362147.55,236043.0,0.1,Bearish,15,8,0,0,0,23,32.55,"Above 200 DMA, Weak but watchable RSI",Consumer Cyclical,Auto Parts,23,"Above 200 DMA, Weak but watchable RSI",06.09.2026 at 01:31 PM IST,Exide Industries Limited,Consumer Cyclical,Auto Parts,360569995264.0,36057.0,38.74,22.91,2.59,11.31,,,8.67,4.95,31.41,17.7,28.3,,,10820200448.0,1082.02,15754000384.0,1575.4,,0.0,,0.0,47.0,0.54,AUTO,0.0,18.0,11.0,0.0,11.0,5.0,35.0,7.0,42.0,"Strong revenue growth, Strong earnings growth, Reasonable cash coverage, Low debt, Forward PE improving, Auto revenue growth support, Manageable auto debt",Abnormally high dividend yield,42.0,07.09.2026 at 10:05 AM IST,-13.81,9.0,32.58,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",9.0,375,2.4,30.64,Low volume participation,32.55,E Avoid,07.09.2026 at 10:07 AM IST,Wide / Volatile Range,44.42,311.0,459.51,287.0,496.4,47.75,72.96,72.28,9.84,25.66,80.0,14.0,19.0,87.5,20.0,20.0,40.0,50.29,17.66,0.1,34.52,-8.96,False,False,80.0% closes stayed inside robust range | Range width is 47.8% | Current position is 72.3% inside range | Upside to range high is 9.8% | Downside to range low is 25.7%
07.09.2026 at 10:01 AM IST,PRECOT,698.05,0.0,298.55,899.0,133.81,22.35,42.23,763.9,581.38,8896.0,281.0,0.03,Bearish,15,8,0,0,0,23,32.55,"Above 200 DMA, Weak but watchable RSI",Consumer Cyclical,Textile Manufacturing,23,"Above 200 DMA, Weak but watchable RSI",06.09.2026 at 01:31 PM IST,Precot Limited,Consumer Cyclical,Textile Manufacturing,8304000000.0,830.4,16.23,,1.73,72.24,,,16.87,5.53,44.66,19.1,135.4,,,105683000.0,10.57,3472939008.0,347.29,,0.0,,0.0,57.0,0.28,CONSUMER_DISCRETIONARY,3.0,18.0,4.0,0.0,12.0,5.0,32.0,10.0,42.0,"Strong revenue growth, Strong earnings growth, Consumer discretionary growth support, Healthy discretionary margin, Controlled discretionary debt",Abnormally high dividend yield,42.0,07.09.2026 at 10:05 AM IST,-9.09,5.63,59.81,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",9.0,375,2.4,30.64,Low volume participation,32.55,E Avoid,07.09.2026 at 10:07 AM IST,Wide / Volatile Range,50.0,538.1,823.21,466.15,899.0,52.98,92.86,56.1,17.93,22.91,80.0,22.0,23.0,87.5,20.0,40.0,90.0,50.29,35.47,0.03,29.72,-15.2,False,False,80.0% closes stayed inside robust range | Range width is 53.0% | Current position is 56.1% inside range | Upside to range high is 17.9% | Downside to range low is 22.9% | RSI is in a reasonable range-bound zone
07.09.2026 at 10:01 AM IST,SICAGEN,58.31,0.05,24.35,74.06,139.47,21.27,56.36,54.55,0.0,65892.2,6868.0,0.1,Bullish,15,20,0,0,0,35,32.54,"Above 50 DMA, Healthy RSI momentum",Basic Materials,Steel,40,"Above 50 DMA, Healthy RSI momentum, Positive day move",06.09.2026 at 01:31 PM IST,Sicagen India Limited,Basic Materials,Steel,2297927680.0,229.79,11.23,,0.46,32.12,,,3.5,1.94,11.28,39.8,52.2,,,845600000.0,84.56,1590200064.0,159.02,,0.0,,0.0,1.72,0.24,METALS_MINING,0.0,20.0,9.0,0.0,11.0,0.0,40.0,4.0,44.0,"Strong revenue growth, Strong earnings growth, Reasonable cash coverage, Low debt, Controlled metal sector debt",,44.0,07.09.2026 at 10:05 AM IST,-12.53,9.28,,,,,0,0,0,10,Positive 3M return,14.0,328,4.27,30.92,Low volume participation,32.54,E Avoid,07.09.2026 at 10:07 AM IST,Profit Booking Zone,60.45,50.69,57.84,24.35,74.06,14.1,204.15,100.0,-0.81,13.06,78.64,20.0,21.0,84.1,100.0,5.0,70.0,51.19,66.26,0.1,15.03,0.81,False,False,78.6% closes stayed inside robust range | Range width is 14.1% | Current position is 100.0% inside range | Upside to range high is -0.8% | Downside to range low is 13.1% | Stock is near upper band
07.09.2026 at 10:01 AM IST,LT,3980.6,0.42,3256.29,4397.05,22.24,9.47,45.08,3976.47,3960.38,1256280.1,145765.0,0.12,Bullish,30,10,8,0,0,48,32.43,"Above 50 DMA, Above 200 DMA, RSI recovering zone, Within 30% of 52W low",Industrials,Engineering & Construction,52,"Above 50 DMA, Above 200 DMA, RSI recovering, Near 52W low zone, Positive day move",06.09.2026 at 01:31 PM IST,Larsen & Toubro Limited,Industrials,Engineering & Construction,5454071070720.0,545407.11,32.89,22.04,4.99,97.64,,,10.61,5.59,37.43,8.1,14.0,,,766146510848.0,76614.65,1254965903360.0,125496.59,,0.0,,0.0,96.0,0.51,CAPITAL_GOODS_INFRA,3.0,10.0,6.0,0.0,11.0,5.0,25.0,3.0,28.0,"Reasonable cash coverage, Forward PE improving, Manageable capital goods debt",Abnormally high dividend yield,28.0,07.09.2026 at 10:05 AM IST,-2.3,3.22,3.85,,,,0,0,0,20,"Positive 3M return, Positive 6M return",12.0,415,2.89,30.85,Low volume participation,32.43,E Avoid,07.09.2026 at 10:07 AM IST,Neutral Range,68.47,3770.81,4122.16,3288.1,4272.3,9.32,29.93,62.44,3.31,5.5,80.0,26.0,62.0,87.5,100.0,20.0,100.0,43.95,38.67,0.13,5.82,-3.2,False,False,80.0% closes stayed inside robust range | Range width is 9.3% | Current position is 62.4% inside range | Upside to range high is 3.3% | Downside to range low is 5.5% | RSI is in a reasonable range-bound zone
07.09.2026 at 10:01 AM IST,WHEELS,1750.8,1.5,697.46,1808.0,151.03,3.16,75.56,1488.02,1171.3,127368.2,74263.0,0.58,Bullish,30,5,0,0,0,35,32.4,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI",Consumer Cyclical,Auto Parts,52,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Near 52W high momentum, Positive day move",06.09.2026 at 01:31 PM IST,Wheels India Limited,Consumer Cyclical,Auto Parts,42146947072.0,4214.69,25.77,46.27,4.05,0.0,,,4.89,3.19,32.66,2.5,-9.8,,,,,,,,0.0,,0.0,84.0,,AUTO,0.0,0.0,0.0,0.0,8.0,5.0,3.0,0.0,3.0,,"Negative earnings growth, Forward PE deterioration, Abnormally high dividend yield",3.0,07.09.2026 at 10:05 AM IST,23.99,8.52,89.74,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",3.0,375,0.8,30.64,,32.4,E Avoid,07.09.2026 at 10:07 AM IST,Wide / Volatile Range,40.28,1027.1,1633.62,928.0,1808.0,59.05,94.83,100.0,-6.87,41.45,80.0,19.0,22.0,87.5,20.0,5.0,70.0,17.69,83.0,0.59,70.78,7.38,False,False,80.0% closes stayed inside robust range | Range width is 59.1% | Current position is 100.0% inside range | Upside to range high is -6.9% | Downside to range low is 41.4% | Stock is near upper band
07.09.2026 at 10:01 AM IST,VIDYAWIRES,90.43,0.33,44.06,117.35,105.24,22.94,50.93,92.08,0.0,1032341.8,182733.0,0.18,Bearish,0,20,0,0,0,20,32.38,Healthy RSI momentum,Industrials,Electrical Equipment & Parts,25,"Healthy RSI momentum, Positive day move",06.09.2026 at 01:31 PM IST,Vidya Wires Limited,Industrials,Electrical Equipment & Parts,19121039360.0,1912.1,30.47,,3.95,17.77,,,3.81,3.17,6.05,33.5,8.0,,,726070016.0,72.61,852739968.0,85.27,,0.0,,0.0,,,CAPITAL_GOODS_INFRA,0.0,15.0,11.0,0.0,6.0,0.0,32.0,8.0,40.0,"Strong revenue growth, Reasonable cash coverage, Low debt, Strong capital goods revenue growth, Manageable capital goods debt",,40.0,07.09.2026 at 10:05 AM IST,-7.96,6.22,72.02,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",9.0,415,2.17,30.85,Low volume participation,32.38,E Avoid,07.09.2026 at 10:07 AM IST,Wide / Volatile Range,47.27,55.73,101.59,50.0,117.35,82.29,134.7,75.03,12.7,38.17,80.0,13.0,18.0,87.5,20.0,5.0,85.0,49.33,56.19,0.19,61.74,-11.27,False,False,80.0% closes stayed inside robust range | Range width is 82.3% | Current position is 75.0% inside range | Upside to range high is 12.7% | Downside to range low is 38.2% | Stock is near upper band
07.09.2026 at 10:01 AM IST,POWERINDIA,32125.0,1.5,16107.15,38775.74,99.45,17.15,43.0,32988.41,27732.16,89392.75,18201.0,0.2,Bearish,15,8,0,0,0,23,32.33,"Above 200 DMA, Weak but watchable RSI",Industrials,Electrical Equipment & Parts,28,"Above 200 DMA, Weak but watchable RSI, Positive day move",06.09.2026 at 01:31 PM IST,Hitachi Energy India Limited,Industrials,Electrical Equipment & Parts,1410715353088.0,141071.54,121.95,63.84,27.26,1.66,,,15.84,12.55,38.99,68.6,123.5,,,46891700224.0,4689.17,861000000.0,86.1,,0.0,,0.0,3.0,0.57,CAPITAL_GOODS_INFRA,8.0,20.0,12.0,0.0,5.0,5.0,40.0,12.0,52.0,"Strong revenue growth, Strong earnings growth, Cash covers debt, Low debt, Forward PE improving, Strong capital goods revenue growth, Strong capital goods earnings growth, Manageable capital goods debt","Very high PE, Expensive price-to-book",52.0,07.09.2026 at 10:05 AM IST,-10.77,-3.26,27.52,,,,0,0,0,10,Positive 6M return,14.0,415,3.37,30.85,Low volume participation,32.33,E Avoid,07.09.2026 at 10:07 AM IST,Neutral Range,54.83,25890.5,36000.5,23970.0,38785.0,39.05,61.81,61.86,11.99,19.46,80.0,13.0,27.0,87.5,50.0,20.0,65.0,54.72,30.06,0.21,24.16,-10.71,False,False,80.0% closes stayed inside robust range | Range width is 39.0% | Current position is 61.9% inside range | Upside to range high is 12.0% | Downside to range low is 19.5%
07.09.2026 at 10:01 AM IST,BAJFINANCE,1059.9,-0.06,783.09,1176.4,35.35,9.9,45.71,1065.31,972.52,4486215.3,432381.0,0.1,Bearish,15,10,0,0,0,25,32.33,"Above 200 DMA, RSI recovering zone",Financial Services,Credit Services,27,"Above 200 DMA, RSI recovering",06.09.2026 at 01:31 PM IST,Bajaj Finance Limited,Financial Services,Credit Services,6597278433280.0,659727.84,32.57,20.99,5.78,314.83,,,61.55,43.49,91.55,26.1,27.2,,,47410601984.0,4741.06,3683091742720.0,368309.17,,0.0,,0.0,51.0,0.31,FINANCIAL,12.0,20.0,0.0,0.0,11.0,13.0,30.0,8.0,38.0,"Strong operating margin, Strong revenue growth, Strong earnings growth, Forward PE improving, Financial leverage treated differently, Strong financial earnings growth","Very high debt, Abnormally high dividend yield",38.0,07.09.2026 at 10:05 AM IST,-3.78,22.57,13.54,,,,0,0,0,30,"Strong 3M absolute return, Positive 6M return",9.0,215,4.19,31.84,"Low volume participation, Very high debt",32.33,E Avoid,07.09.2026 at 10:07 AM IST,Profit Booking Zone,59.14,874.07,1089.45,787.9,1176.4,24.64,49.31,86.7,2.7,17.6,80.0,23.0,27.0,87.5,80.0,5.0,85.0,48.42,34.98,0.1,21.36,-2.63,False,False,80.0% closes stayed inside robust range | Range width is 24.6% | Current position is 86.7% inside range | Upside to range high is 2.7% | Downside to range low is 17.6% | Stock is near upper band
07.09.2026 at 10:01 AM IST,ORIENTELEC,178.71,-0.27,148.4,215.64,20.42,17.13,46.19,178.73,177.08,142167.8,13036.0,0.09,Bearish,15,10,8,0,0,33,32.3,"Above 200 DMA, RSI recovering zone, Within 30% of 52W low",Consumer Cyclical,"Furnishings, Fixtures & Appliances",32,"Above 200 DMA, RSI recovering, Near 52W low zone",06.09.2026 at 01:31 PM IST,Orient Electric Limited,Consumer Cyclical,"Furnishings, Fixtures & Appliances",38107209728.0,3810.72,34.74,21.9,5.01,12.28,,,5.03,3.13,30.32,23.5,80.5,,,921500032.0,92.15,933500032.0,93.35,,0.0,,0.0,84.0,0.31,CONSUMER_DISCRETIONARY,0.0,18.0,11.0,0.0,11.0,5.0,35.0,7.0,42.0,"Strong revenue growth, Strong earnings growth, Reasonable cash coverage, Low debt, Forward PE improving, Consumer discretionary growth support, Controlled discretionary debt",Abnormally high dividend yield,42.0,07.09.2026 at 10:05 AM IST,-5.93,2.94,2.76,,,,0,0,0,20,"Positive 3M return, Positive 6M return",12.0,375,3.2,30.64,Low volume participation,32.3,E Avoid,07.09.2026 at 10:07 AM IST,Neutral Range,71.41,166.09,189.24,149.05,199.9,13.94,34.12,54.05,5.96,7.01,80.0,21.0,40.0,87.5,100.0,40.0,80.0,50.2,41.12,0.09,7.53,-5.62,False,False,80.0% closes stayed inside robust range | Range width is 13.9% | Current position is 54.1% inside range | Upside to range high is 6.0% | Downside to range low is 7.0% | RSI is in a reasonable range-bound zone
07.09.2026 at 10:01 AM IST,AURUM,224.9,-0.12,151.9,264.64,48.06,15.02,47.75,227.55,191.46,117693.5,6716.0,0.06,Bearish,15,10,0,0,0,25,32.26,"Above 200 DMA, RSI recovering zone",Real Estate,Real Estate Services,27,"Above 200 DMA, RSI recovering",06.09.2026 at 01:31 PM IST,Aurum PropTech Limited,Real Estate,Real Estate Services,17388421120.0,1738.84,40.39,107.9,2.76,44.06,,,1.83,10.42,73.88,63.5,0.0,,,1409600000.0,140.96,2247600128.0,224.76,,0.0,,0.0,,-0.03,CEMENT_REALTY,3.0,10.0,9.0,0.0,6.0,0.0,28.0,4.0,32.0,"Strong revenue growth, Reasonable cash coverage, Low debt, Manageable cement/realty debt",Forward PE deterioration,32.0,07.09.2026 at 10:05 AM IST,-2.75,23.49,33.53,,,,0,0,0,40,"Strong 3M absolute return, Strong 6M absolute return",6.0,69,8.7,28.71,Low volume participation,32.26,E Avoid,07.09.2026 at 10:07 AM IST,Profit Booking Zone,53.48,171.5,231.25,151.9,264.64,34.84,74.22,88.53,3.05,23.57,80.0,23.0,36.0,87.5,50.0,5.0,90.0,45.69,47.03,0.06,30.85,-2.96,False,False,80.0% closes stayed inside robust range | Range width is 34.8% | Current position is 88.5% inside range | Upside to range high is 3.1% | Downside to range low is 23.6% | Stock is near upper band | RSI is in a reasonable range-bound zone
07.09.2026 at 10:01 AM IST,VHL,3651.7,0.7,2865.77,4268.7,27.42,14.45,64.01,3502.68,3436.4,539.55,40.0,0.07,Bullish,30,20,8,0,0,58,32.23,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Within 30% of 52W low",Financial Services,Credit Services,55,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Positive day move",06.09.2026 at 01:31 PM IST,Vardhman Holdings Limited,Financial Services,Credit Services,11607616512.0,1160.76,4.62,,0.31,0.0,,,91.81,14.55,100.0,-11.4,-18.3,,,15500000.0,1.55,0.0,0.0,,0.0,,0.0,16.0,-0.14,FINANCIAL,11.0,0.0,3.0,0.0,12.0,14.0,12.0,0.0,12.0,"Strong operating margin, Net cash position","Negative revenue growth, Negative earnings growth",12.0,07.09.2026 at 10:05 AM IST,2.89,7.92,19.42,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",7.0,215,3.26,31.84,"Low volume participation, Earnings contraction",32.23,E Avoid,07.09.2026 at 10:07 AM IST,Profit Booking Zone,56.88,3235.68,3606.56,2870.0,3799.8,11.46,32.4,100.0,-1.23,11.39,80.0,16.0,50.0,87.5,100.0,5.0,70.0,21.68,68.74,0.07,12.85,1.24,False,False,80.0% closes stayed inside robust range | Range width is 11.5% | Current position is 100.0% inside range | Upside to range high is -1.2% | Downside to range low is 11.4% | Stock is near upper band
07.09.2026 at 10:01 AM IST,21STCENMGM,38.23,0.26,28.25,55.06,35.33,30.57,36.08,38.33,37.53,8830.8,3650.0,0.41,Bearish,15,8,0,0,0,23,32.23,"Above 200 DMA, Weak but watchable RSI",Financial Services,Capital Markets,28,"Above 200 DMA, Weak but watchable RSI, Positive day move",06.09.2026 at 01:31 PM IST,Twentyfirst Century Management Services Limited,Financial Services,Capital Markets,399000000.0,39.9,,,1.21,0.0,,,94.58,0.0,0.0,190.2,295.5,,,35456000.0,3.55,0.0,0.0,,0.0,,0.0,,0.5,FINANCIAL,6.0,20.0,3.0,0.0,4.0,0.0,33.0,4.0,37.0,"Strong operating margin, Strong revenue growth, Strong earnings growth, Net cash position, Strong financial earnings growth",,37.0,07.09.2026 at 10:05 AM IST,-11.44,20.03,12.77,,,,0,0,0,30,"Strong 3M absolute return, Positive 6M return",9.0,215,4.19,31.84,Low volume participation,32.23,E Avoid,07.09.2026 at 10:07 AM IST,Neutral Range,50.06,30.9,42.66,28.25,46.49,38.06,64.57,62.35,11.58,19.18,80.0,27.0,18.0,87.5,50.0,20.0,40.0,47.93,8.79,0.41,23.73,-10.38,False,False,80.0% closes stayed inside robust range | Range width is 38.1% | Current position is 62.4% inside range | Upside to range high is 11.6% | Downside to range low is 19.2%
07.09.2026 at 10:01 AM IST,LPDC,6.77,0.59,5.23,9.46,29.45,28.44,48.6,6.62,6.74,155290.8,2376.0,0.02,Bullish,30,10,8,0,0,48,32.21,"Above 50 DMA, Above 200 DMA, RSI recovering zone, Within 30% of 52W low",Real Estate,Real Estate Services,47,"Above 50 DMA, Above 200 DMA, RSI recovering, Positive day move",06.09.2026 at 01:31 PM IST,Landmark Property Development Company Limited,Real Estate,Real Estate Services,893393408.0,89.34,10.57,,2.06,0.0,,,6.28,98.66,25.67,0.0,0.0,,,163114000.0,16.31,0.0,0.0,,0.0,,0.0,,0.11,CEMENT_REALTY,6.0,0.0,3.0,0.0,10.0,0.0,19.0,0.0,19.0,Net cash position,,19.0,07.09.2026 at 10:05 AM IST,7.46,5.45,15.92,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",7.0,69,10.14,28.71,Low volume participation,32.21,E Avoid,07.09.2026 at 10:07 AM IST,Neutral Range,60.6,6.05,7.62,5.23,9.05,25.95,73.04,46.14,12.48,10.69,80.0,19.0,20.0,87.5,80.0,40.0,60.0,24.82,28.97,0.02,11.97,-11.1,False,False,80.0% closes stayed inside robust range | Range width is 26.0% | Current position is 46.1% inside range | Upside to range high is 12.5% | Downside to range low is 10.7%
07.09.2026 at 10:01 AM IST,DEEPAKFERT,1359.0,-0.23,860.53,1669.61,57.93,18.6,32.33,1517.79,1284.65,267891.95,48928.0,0.18,Bearish,15,8,0,0,0,23,32.19,"Above 200 DMA, Weak but watchable RSI",Basic Materials,Chemicals,23,"Above 200 DMA, Weak but watchable RSI",06.09.2026 at 01:31 PM IST,Deepak Fertilisers And Petrochemicals Corporation Limited,Basic Materials,Chemicals,172463407104.0,17246.34,17.52,10.93,2.52,75.97,,,22.73,8.13,32.62,22.5,101.6,,,6623699968.0,662.37,56702799872.0,5670.28,,0.0,,0.0,73.0,0.05,CHEMICALS,8.0,18.0,4.0,0.0,15.0,5.0,40.0,8.0,48.0,"Strong operating margin, Strong revenue growth, Strong earnings growth, Forward PE improving, Strong chemical margin, Chemical revenue growth support",Abnormally high dividend yield,48.0,07.09.2026 at 10:05 AM IST,-10.53,-8.82,39.73,,,,0,0,0,20,Strong 6M absolute return,12.0,328,3.66,30.92,Low volume participation,32.19,E Avoid,07.09.2026 at 10:07 AM IST,Wide / Volatile Range,48.3,1044.28,1599.3,866.4,1681.0,53.15,94.02,56.79,17.64,23.19,80.0,15.0,28.0,87.5,20.0,40.0,30.0,52.87,28.91,0.18,30.19,-14.99,False,False,80.0% closes stayed inside robust range | Range width is 53.1% | Current position is 56.8% inside range | Upside to range high is 17.6% | Downside to range low is 23.2%
07.09.2026 at 10:01 AM IST,OMNI,530.0,0.76,176.25,764.85,200.71,30.71,42.13,568.1,0.0,1046109.5,72759.0,0.07,Bearish,0,8,0,0,0,8,32.18,Weak but watchable RSI,Industrials,Specialty Industrial Machinery,13,"Weak but watchable RSI, Positive day move",06.09.2026 at 01:31 PM IST,Omnitech Engineering Limited,Industrials,Specialty Industrial Machinery,65048326144.0,6504.83,62.47,,8.56,63.96,,,26.61,18.08,76.54,61.5,389.8,,,1655740032.0,165.57,4347200000.0,434.72,,0.0,,0.0,,,CAPITAL_GOODS_INFRA,12.0,20.0,4.0,0.0,0.0,0.0,36.0,12.0,48.0,"Strong operating margin, Strong revenue growth, Strong earnings growth, Strong capital goods revenue growth, Strong capital goods earnings growth, Manageable capital goods debt",,48.0,07.09.2026 at 10:05 AM IST,-4.01,17.15,175.06,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",9.0,415,2.17,30.85,Low volume participation,32.18,E Avoid,07.09.2026 at 10:07 AM IST,Wide / Volatile Range,41.8,325.83,586.52,213.3,764.85,80.01,258.58,78.92,10.34,38.7,80.0,14.0,28.0,87.5,20.0,5.0,45.0,52.86,32.41,0.09,63.14,-9.37,False,False,80.0% closes stayed inside robust range | Range width is 80.0% | Current position is 78.9% inside range | Upside to range high is 10.3% | Downside to range low is 38.7% | Stock is near upper band
07.09.2026 at 10:01 AM IST,PTL,38.75,0.03,35.17,42.7,10.17,9.24,48.22,39.45,38.25,36514.0,3987.0,0.11,Bearish,15,10,15,0,0,40,32.16,"Above 200 DMA, RSI recovering zone, Close to 52W low with recovery potential",Real Estate,Real Estate Services,37,"Above 200 DMA, RSI recovering, Near 52W low zone, Positive day move",06.09.2026 at 01:31 PM IST,PTL Enterprises Limited,Real Estate,Real Estate Services,5103133184.0,510.31,11.17,6.6,0.61,0.64,,,83.89,71.03,100.0,0.0,-5.7,,,58984000.0,5.9,54103000.0,5.41,,0.0,,0.0,10.97,0.02,CEMENT_REALTY,12.0,0.0,12.0,0.0,15.0,0.0,39.0,7.0,46.0,"Strong operating margin, Cash covers debt, Low debt, Forward PE improving, Manageable cement/realty debt, Healthy cement/realty margin",Negative earnings growth,46.0,07.09.2026 at 10:05 AM IST,-0.87,-0.38,6.03,,,,0,0,0,10,Positive 6M return,12.0,69,17.39,28.71,Low volume participation,32.16,E Avoid,07.09.2026 at 10:07 AM IST,Accumulation Zone,85.44,37.99,42.13,36.1,43.77,10.89,21.25,21.91,8.3,2.33,80.83,50.0,18.0,89.58,100.0,90.0,85.0,51.96,56.84,0.11,2.38,-7.67,False,False,80.8% closes stayed inside robust range | Range width is 10.9% | Current position is 21.9% inside range | Upside to range high is 8.3% | Downside to range low is 2.3% | Stock is near lower band
07.09.2026 at 10:01 AM IST,TEXINFRA,116.62,1.52,82.39,118.59,41.54,1.66,65.92,112.38,101.92,126288.9,78617.0,0.62,Bullish,30,20,0,0,0,50,32.16,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum",Real Estate,Real Estate Services,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Near 52W high momentum, Positive day move",06.09.2026 at 01:31 PM IST,Texmaco Infrastructure & Holdings Limited,Real Estate,Real Estate Services,14654058496.0,1465.41,161.97,,1.31,2.63,,,-64.87,53.25,94.79,-10.8,-50.0,,,30318000.0,3.03,280495008.0,28.05,,0.0,,0.0,13.0,0.21,CEMENT_REALTY,6.0,0.0,9.0,0.0,6.0,19.0,2.0,4.0,6.0,"Low debt, Manageable cement/realty debt","Negative revenue growth, Negative earnings growth, Very high PE",6.0,07.09.2026 at 10:05 AM IST,4.33,18.77,29.77,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",7.0,69,10.14,28.71,Earnings contraction,32.16,E Avoid,07.09.2026 at 10:07 AM IST,Profit Booking Zone,56.47,96.56,114.01,83.22,118.74,18.07,42.68,100.0,-2.33,17.28,80.0,45.0,39.0,87.5,100.0,5.0,70.0,18.96,78.74,0.63,20.88,2.38,False,False,80.0% closes stayed inside robust range | Range width is 18.1% | Current position is 100.0% inside range | Upside to range high is -2.3% | Downside to range low is 17.3% | Stock is near upper band
