scan_time,symbol,sector,current_price,day_change_pct,52w_low,52w_high,distance_pct,distance_from_high_pct,rsi,sma50,sma200,avg_volume_20,latest_volume,volume_ratio,trend,score,reasons
16.05.2026 at 07:45 AM IST,KTKBANK,Unknown,246.1,-0.34,164.47,275.3,49.63,10.61,45.81,238.92,199.06,2561229.5,1374899.0,0.54,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,KWIL,Unknown,26.4,-2.83,22.24,31.29,18.71,15.63,44.34,26.05,,13653289.95,10043379.0,0.74,Bullish,40,"RSI weak/oversold, Above 50 DMA"
16.05.2026 at 07:45 AM IST,LAGNAM,Unknown,83.68,-1.73,58.6,124.82,42.8,32.96,61.01,71.98,77.86,22996.35,18937.0,0.82,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,LT,Construction,3909.0,-0.8,3288.1,4440.0,18.88,11.96,46.68,3853.08,3871.96,2639334.6,1339185.0,0.51,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,LTF,Financial Services,280.75,-0.2,167.02,329.45,68.09,14.78,47.08,274.28,270.55,5076875.25,2918519.0,0.57,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,LUMAXIND,Unknown,5281.0,0.6,2524.61,6934.5,109.18,23.84,49.59,5238.35,5003.34,15693.55,7133.0,0.45,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,LUMAXTECH,Unknown,1636.1,-0.05,600.83,1898.0,172.31,13.8,46.75,1634.41,1413.24,206166.85,85373.0,0.41,Bullish,40,"Above 50 DMA, Above 200 DMA"
16.05.2026 at 07:45 AM IST,LATENTVIEW,Information Technology,307.25,5.84,248.0,517.5,23.89,40.63,54.07,293.27,397.55,927340.55,6160641.0,6.64,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,LTFOODS,Fast Moving Consumer Goods,409.35,-0.4,332.26,514.98,23.2,20.51,46.6,402.27,412.39,363953.6,734531.0,2.02,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,AARTECH,Unknown,40.09,-4.43,33.51,76.62,19.64,47.67,37.15,44.44,51.4,86708.3,377215.0,4.35,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,AGROPHOS,Unknown,30.47,-1.99,23.9,47.47,27.49,35.81,42.37,31.53,37.56,14444.2,31509.0,2.18,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,MADRASFERT,Unknown,66.09,-3.05,52.56,107.06,25.74,38.27,45.56,65.04,77.52,143428.15,193698.0,1.35,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,VIPCLOTHNG,Unknown,27.25,5.29,14.05,45.1,93.95,39.58,73.29,20.82,29.66,269754.05,1281179.0,4.75,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,ACL,Unknown,55.81,-4.17,40.5,109.99,37.8,49.26,51.21,53.29,67.84,23201.35,33492.0,1.44,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,UYFINCORP,Unknown,14.1,0.5,11.16,23.3,26.34,39.48,49.92,13.72,14.45,59863.25,187376.0,3.13,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,UTLSOLAR,Unknown,274.5,0.51,172.0,313.0,59.59,12.3,55.45,232.61,,981100.6,1336297.0,1.36,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,TVSSRICHAK,Unknown,3593.2,-3.39,2764.13,4775.8,29.99,24.76,38.39,3710.52,3777.18,3097.0,6072.0,1.96,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,ALPHAGEO,Unknown,219.26,-2.14,164.8,289.45,33.05,24.25,49.03,208.97,228.63,9156.75,12149.0,1.33,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,ALPA,Unknown,70.75,3.74,46.1,120.5,53.47,41.29,58.43,64.29,79.31,15665.85,31427.0,2.01,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,ALOKINDS,Unknown,13.8,0.22,11.11,23.5,24.21,41.28,50.04,13.41,16.06,4686532.1,6267731.0,1.34,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,ALKALI,Unknown,65.66,0.74,46.8,117.12,40.3,43.94,52.23,61.67,78.17,9293.85,19175.0,2.06,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,TVTODAY,Unknown,115.16,0.64,93.5,181.24,23.17,36.46,51.49,110.75,133.01,56285.05,129489.0,2.3,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,ANTGRAPHIC,Unknown,0.89,12.66,0.64,1.62,39.06,45.06,59.08,0.82,0.98,273057.0,1172275.0,4.29,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,ANMOL,Unknown,11.67,-0.26,8.4,19.22,38.93,39.28,48.77,11.3,13.74,35107.7,51347.0,1.46,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,TREL,Unknown,24.95,-5.06,21.47,37.65,16.21,33.73,40.84,25.72,28.11,87480.9,190289.0,2.18,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,TPHQ,Unknown,0.53,0.0,0.44,0.93,20.45,43.01,40.18,0.54,0.63,1123441.7,2602572.0,2.32,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,APLLTD,Unknown,784.1,-0.2,635.8,1095.72,23.32,28.44,59.54,724.91,845.79,145391.1,376042.0,2.59,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,APCL,Unknown,114.8,1.52,98.35,155.0,16.73,25.94,49.58,114.39,128.23,4470.6,9563.0,2.14,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,TMPV,Automobile and Auto Components,356.55,5.25,294.3,419.0,21.15,14.9,56.81,337.52,,10230189.6,51689810.0,5.05,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,ARIHANTSUP,Unknown,268.8,4.13,188.8,465.0,42.37,42.19,55.06,244.65,333.84,82016.9,806334.0,9.83,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,TIL,Unknown,197.91,-3.09,161.25,409.0,22.73,51.61,47.29,196.64,262.94,57378.95,74960.0,1.31,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,TICL,Unknown,24.04,-0.5,19.35,36.85,24.24,34.76,54.09,23.72,25.75,1186618.8,2259143.0,1.9,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,TIRUMALCHM,Unknown,205.68,-2.6,158.0,328.8,30.18,37.45,52.75,188.66,239.02,307508.2,438906.0,1.43,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,TIPSFILMS,Unknown,373.0,-1.87,276.75,666.0,34.78,43.99,52.7,347.13,407.84,5004.5,7168.0,1.43,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,ASHIMASYN,Unknown,17.49,2.88,11.5,35.8,52.09,51.15,63.12,14.84,19.16,167842.85,280492.0,1.67,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,ASKAUTOLTD,Unknown,458.95,2.48,375.3,578.5,22.29,20.67,58.26,428.32,469.26,248008.0,415640.0,1.68,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,STOVEKRAFT,Unknown,552.25,5.02,447.05,813.95,23.53,32.15,53.85,521.72,588.93,305607.35,839885.0,2.75,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,STERTOOLS,Unknown,244.69,6.29,155.0,390.57,57.86,37.35,52.12,219.99,272.85,95993.9,311326.0,3.24,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,BHARATCOAL,Unknown,38.41,7.83,29.74,45.09,29.15,14.81,73.84,33.58,,23606451.3,244694722.0,10.37,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,BFINVEST,Unknown,407.45,-2.94,315.0,562.45,29.35,27.56,47.4,392.68,429.33,19534.25,66369.0,3.4,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,CANBK,Financial Services,128.07,-2.12,100.81,162.89,27.04,21.38,36.3,136.82,135.05,22412546.95,38366481.0,1.71,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,BUILDPRO,Unknown,1154.3,4.92,636.0,1244.0,81.49,7.21,59.25,1047.51,,84246.95,123267.0,1.46,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,LUPIN,Healthcare,2276.2,0.8,1836.8,2494.0,23.92,8.73,46.04,2315.16,2114.27,1418517.45,2059751.0,1.45,Bearish,35,"Volume expansion, Above 200 DMA"
16.05.2026 at 07:45 AM IST,KANSAINER,Unknown,222.07,0.05,157.91,264.0,40.63,15.88,68.42,191.81,224.83,948043.45,1470264.0,1.55,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,CNL,Unknown,636.95,-4.96,525.0,799.0,21.32,20.28,52.66,614.41,,13233.3,18767.0,1.42,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,CMSINFO,Unknown,302.95,-0.02,261.9,536.49,15.67,43.53,55.94,294.53,350.29,721316.65,1140162.0,1.58,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,SKFINDIA,Unknown,1691.0,-0.04,1404.0,5074.0,20.44,66.67,50.5,1636.59,2620.01,28355.65,117876.0,4.16,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,SJVN,Power,77.42,0.64,63.02,105.51,22.85,26.62,52.34,73.39,80.36,5422437.25,12186612.0,2.25,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,SIL,Unknown,15.36,-4.77,11.7,21.02,31.28,26.92,48.92,14.67,16.32,22859.5,32107.0,1.4,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,SHADOWFAX,Unknown,188.57,14.67,98.55,192.81,91.34,2.2,75.79,137.22,,3125266.85,25861859.0,8.28,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,SGL,Unknown,11.14,-2.28,8.4,20.79,32.62,46.42,41.03,11.36,12.95,26185.35,39465.0,1.51,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,SHREEJISPG,Unknown,431.4,3.13,221.44,450.0,94.81,4.13,65.71,376.65,,813525.55,2409843.0,2.96,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,SHK,Unknown,135.04,-4.56,111.98,273.92,20.59,50.7,39.95,136.37,183.72,252526.5,362634.0,1.44,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,SHEMAROO,Unknown,101.32,2.02,73.0,161.0,38.79,37.07,51.7,98.24,107.39,7780.85,15362.0,1.97,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,CREST,Unknown,364.4,0.69,298.15,428.97,22.22,15.05,52.2,346.52,365.13,9547.25,38998.0,4.08,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,CPPLUS,Capital Goods,2464.3,-3.24,1015.0,2575.0,142.79,4.3,68.06,2019.51,,355745.6,477212.0,1.34,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,SETL,Unknown,136.33,1.51,104.56,145.0,30.38,5.98,52.03,128.31,,173795.7,316442.0,1.82,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,DCAL,Unknown,194.25,9.36,128.5,321.95,51.17,39.66,63.33,167.01,230.21,482876.95,2958960.0,6.13,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,DBL,Unknown,441.5,-6.52,382.05,585.0,15.56,24.53,42.11,441.72,466.96,141610.45,224198.0,1.58,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,DHANUKA,Unknown,1083.5,3.27,889.6,1975.0,21.8,45.14,57.81,1013.96,1270.46,46056.2,88493.0,1.92,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,MARKOLINES,Unknown,164.56,-0.34,131.65,188.0,25.0,12.47,65.71,153.33,,442380.5,876680.0,1.98,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,MARATHON,Unknown,482.8,-0.17,368.3,768.24,31.09,37.15,52.37,448.57,540.05,61351.25,83679.0,1.36,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,SFL,Unknown,604.95,11.34,456.8,769.9,32.43,21.42,65.79,527.64,606.96,364800.3,5074176.0,13.91,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,SAMHI,Unknown,146.59,-3.91,127.0,254.5,15.43,42.4,38.74,152.43,183.02,638895.65,1062575.0,1.66,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,DICIND,Unknown,517.05,1.11,447.96,672.24,15.42,23.09,44.64,520.84,531.12,1887.25,2588.0,1.37,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,DONEAR,Unknown,93.88,5.26,77.6,129.53,20.98,27.52,56.2,89.03,93.98,39984.2,71531.0,1.79,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,REPCOHOME,Unknown,389.15,1.62,333.6,454.18,16.65,14.32,45.16,383.32,391.29,211581.6,484400.0,2.29,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,DVL,Unknown,244.19,-1.09,186.99,387.69,30.59,37.01,50.79,230.23,288.57,12690.3,25065.0,1.98,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,EMAMIPAP,Unknown,77.93,-0.08,55.0,122.0,41.69,36.12,53.38,73.79,88.37,31504.25,43456.0,1.38,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,ROML,Unknown,46.69,-0.7,35.11,73.8,32.98,36.73,59.79,43.68,47.65,5634.65,8733.0,1.55,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,EPACKPEB,Unknown,200.42,5.4,132.17,344.0,51.64,41.74,56.06,174.76,,744255.3,1666379.0,2.24,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,ENDURANCE,Automobile and Auto Components,2548.5,-2.71,2128.92,3079.9,19.71,17.25,58.38,2390.7,2615.34,161968.95,439618.0,2.71,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,VLSFINANCE,Unknown,238.49,3.71,198.81,339.0,19.96,29.65,51.83,232.84,247.18,11789.4,23856.0,2.02,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,RHETAN,Unknown,26.61,0.95,20.32,31.46,30.95,15.42,50.16,25.89,,5024785.3,24064389.0,4.79,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,RESPONIND,Unknown,163.17,0.72,117.25,250.87,39.16,34.96,53.76,154.84,185.44,224536.6,1261018.0,5.62,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,REFEX,Unknown,277.8,4.48,188.0,533.29,47.77,47.91,68.65,229.54,299.9,1129848.95,7606983.0,6.73,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,RBZJEWEL,Unknown,124.82,-4.29,100.0,179.0,24.82,30.27,38.6,129.6,137.86,83246.6,129377.0,1.55,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,RBA,Unknown,67.74,1.1,57.15,89.5,18.53,24.31,67.91,63.1,68.82,2996717.25,6567700.0,2.19,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,VSTTILLERS,Unknown,4773.5,-2.11,3566.34,6374.0,33.85,25.11,28.75,5155.06,5422.41,10423.5,32266.0,3.1,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,VSTL,Unknown,123.06,-1.65,100.8,204.99,22.08,39.97,46.97,118.44,135.42,24216.55,32094.0,1.33,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,VMM,Consumer Services,118.99,1.03,98.77,157.6,20.47,24.5,47.51,114.98,132.17,11011816.75,15293693.0,1.39,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,JSLL,Unknown,639.1,-2.69,399.71,2424.18,59.89,73.64,41.42,647.5,692.59,394622.95,611371.0,1.55,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,KALYANIFRG,Unknown,619.65,0.02,523.6,884.97,18.34,29.98,53.9,595.2,651.4,967.1,1507.0,1.56,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,QUADFUTURE,Unknown,287.35,-2.91,248.55,531.0,15.61,45.89,37.57,301.74,339.26,187412.65,262402.0,1.4,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,PRIMESECU,Unknown,275.6,-0.22,235.71,325.0,16.92,15.2,43.82,279.5,280.58,24373.6,80956.0,3.32,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,GEECEE,Unknown,300.65,0.55,215.85,445.58,39.29,32.53,54.23,280.09,327.41,2837.25,4256.0,1.5,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,GCSL,Unknown,389.15,-1.46,213.15,406.45,82.57,4.26,63.25,354.19,,318199.85,609149.0,1.91,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,PWL,Consumer Services,113.85,1.11,77.72,161.99,46.49,29.72,64.16,97.12,,4582187.35,11963780.0,2.61,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,PRABHA,Unknown,169.16,-5.32,145.15,315.9,16.54,46.45,56.09,159.45,196.34,165635.15,222683.0,1.34,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,GARUDA,Unknown,179.8,5.12,101.56,249.3,77.04,27.88,52.22,168.27,188.92,1354351.35,2264449.0,1.67,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,GANGESSECU,Unknown,132.58,0.31,103.31,191.0,28.33,30.59,63.59,120.68,140.21,2899.85,8604.0,2.97,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,MATRIMONY,Unknown,427.95,-4.03,364.05,584.25,17.55,26.75,47.44,422.22,493.14,7539.35,10503.0,1.39,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,MASTERTR,Unknown,93.02,7.65,55.6,174.4,67.3,46.66,66.41,76.57,114.83,328442.0,936909.0,2.85,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,MINDACORP,Automobile and Auto Components,525.2,3.3,443.78,619.32,18.35,15.2,51.17,517.12,548.06,320346.25,427204.0,1.33,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,JKLAKSHMI,Unknown,653.7,-2.06,549.95,1021.2,18.87,35.99,50.22,631.72,780.44,149692.5,278949.0,1.86,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,JISLDVREQS,Unknown,23.66,1.76,18.5,35.95,27.89,34.19,51.94,22.59,27.29,19999.55,56937.0,2.85,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,JGCHEM,Unknown,392.65,-5.65,298.4,556.86,31.59,29.49,49.7,369.27,398.77,100703.25,210355.0,2.09,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,PNBGILTS,Unknown,75.34,-6.35,58.6,118.59,28.57,36.47,55.97,71.16,85.22,1800329.55,8439870.0,4.69,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,GFLLIMITED,Unknown,45.64,-3.77,37.25,81.0,22.52,43.65,45.32,44.99,55.32,66340.4,108670.0,1.64,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,PFIZER,Healthcare,4954.7,5.84,4264.26,5873.5,16.19,15.64,58.14,4785.21,5000.17,22240.35,96077.0,4.32,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,GOLDTECH,Unknown,41.68,1.46,29.68,80.44,40.43,48.18,56.43,39.29,52.63,34327.8,66116.0,1.93,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,GTECJAINX,Unknown,19.61,10.67,15.54,33.47,26.19,41.41,50.9,19.56,22.61,3735.95,12908.0,3.46,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,OSWALSEEDS,Unknown,12.06,-1.23,9.67,20.28,24.72,40.53,46.12,12.04,13.92,48638.85,177731.0,3.65,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,HAL,Capital Goods,4386.2,-4.81,3479.1,5105.25,26.07,14.08,49.0,4138.48,4389.74,1223610.45,2201976.0,1.8,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,GVPTECH,Unknown,6.72,-2.04,5.22,11.83,28.74,43.2,45.81,6.61,8.55,54419.15,73644.0,1.35,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,ONWARDTEC,Unknown,271.17,1.58,208.25,385.0,30.21,29.57,59.58,246.72,290.62,171204.5,227160.0,1.33,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,HECPROJECT,Unknown,121.94,-3.91,92.1,184.1,32.4,33.76,46.97,120.6,131.21,17256.05,29569.0,1.71,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,MURUDCERA,Unknown,33.92,5.93,25.16,47.94,34.82,29.25,59.63,31.18,36.98,22923.3,91141.0,3.98,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,MODINATUR,Unknown,423.25,-5.33,252.3,463.8,67.76,8.74,66.99,333.25,,16392.15,66253.0,4.04,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,MPSLTD,Unknown,1832.8,12.17,1336.1,2912.09,37.18,37.06,65.45,1607.45,1959.13,29690.3,320380.0,10.79,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,HCG,Unknown,637.2,3.27,513.3,804.65,24.14,20.81,68.28,567.18,642.47,131705.8,571511.0,4.34,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,NPST,Unknown,1051.2,1.07,846.6,2386.03,24.17,55.94,34.97,1133.78,1569.81,19143.5,43553.0,2.28,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,HLEGLAS,Unknown,317.35,-3.31,250.0,661.95,26.94,52.06,46.61,308.64,423.8,100107.45,149458.0,1.49,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,HITECHCORP,Unknown,134.69,-2.46,112.0,223.44,20.26,39.72,43.31,136.54,169.92,11562.6,32401.0,2.8,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,IDFCFIRSTB,Financial Services,67.65,-1.3,58.08,87.0,16.48,22.24,47.52,66.4,74.59,22134874.95,30331682.0,1.37,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,HUDCO,Financial Services,206.53,-7.53,159.0,246.85,29.89,16.33,47.15,191.89,208.47,6968308.4,14546781.0,2.09,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,HUBTOWN,Unknown,212.3,-6.31,168.15,365.7,26.26,41.95,51.04,203.76,265.6,974104.4,1382240.0,1.42,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,NEPHROPLUS,Unknown,643.95,10.4,446.0,657.0,44.38,1.99,75.09,550.92,,196587.7,1267477.0,6.45,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,NILKAMAL,Unknown,1288.4,-3.89,1050.5,1865.0,22.65,30.92,48.06,1274.56,1442.39,7097.75,9948.0,1.4,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,NEWGEN,Information Technology,472.3,3.38,401.05,1370.44,17.77,65.54,47.82,464.07,729.97,1658388.65,3367722.0,2.03,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,MUTHOOTFIN,Financial Services,3311.4,-6.22,2010.0,4114.71,64.75,19.52,42.3,3386.03,3338.2,774373.2,5094743.0,6.58,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,NDGL,Unknown,2542.0,-3.81,2100.0,4682.49,21.05,45.71,42.13,2557.33,3205.33,214.1,745.0,3.48,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,NAHARPOLY,Unknown,239.7,-3.42,200.0,388.65,19.85,38.32,41.71,244.2,266.28,15682.15,21208.0,1.35,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,JAYBARMARU,Unknown,85.54,-1.06,65.84,115.89,29.92,26.19,37.83,90.4,91.56,181592.35,305448.0,1.68,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,MONARCH,Unknown,299.7,-2.82,235.45,397.6,27.29,24.62,52.29,281.67,305.23,114114.2,460113.0,4.03,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,YUKEN,Unknown,687.35,-2.64,584.1,1202.57,17.68,42.84,39.99,705.26,856.95,5509.1,8050.0,1.46,Bearish,35,"RSI weak/oversold, Volume expansion"
16.05.2026 at 07:45 AM IST,WORTHPERI,Unknown,136.8,-0.87,109.0,184.81,25.5,25.98,50.24,133.65,144.5,10578.5,17771.0,1.68,Bullish,35,"Above 50 DMA, Volume expansion"
16.05.2026 at 07:45 AM IST,HDFCLIFE,Financial Services,608.7,-0.63,555.1,820.75,9.66,25.84,49.62,616.18,719.4,6297326.15,2900528.0,0.46,Bearish,25,Near 52W low
16.05.2026 at 07:45 AM IST,CSLFINANCE,Unknown,230.02,0.36,214.15,376.34,7.41,38.88,45.04,238.65,275.38,44760.9,11769.0,0.26,Bearish,25,Near 52W low
16.05.2026 at 07:45 AM IST,RHL,Unknown,179.97,-0.94,160.98,314.0,11.8,42.68,47.07,180.69,218.27,8164.65,4515.0,0.55,Bearish,25,Near 52W low
