scan_time,symbol,sector,industry,current_price,day_change_pct,52w_low,52w_high,distance_pct,distance_from_high_pct,rsi,sma50,sma200,avg_volume_20,latest_volume,volume_ratio,trend,trend_score,momentum_score,reversal_score,volume_score,risk_penalty,conviction_score,score,reasons
28.08.2026 at 01:52 AM IST,JINDALSAW,Capital Goods,Unknown,302.45,7.35,151.6,307.9,99.5,1.77,69.86,265.6,211.3,2433913.35,12337593.0,5.07,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,GPPL,Unknown,Unknown,169.46,3.01,141.55,200.09,19.72,15.31,76.83,153.91,164.16,2443113.35,7853635.0,3.21,Bullish,30,5,15,15,0,65,65,"Above 50 DMA, Above 200 DMA, Strong but overbought RSI, Close to 52W low with recovery potential, Strong volume expansion"
28.08.2026 at 01:52 AM IST,KROSS,Unknown,Unknown,217.72,4.12,150.52,237.6,44.65,8.37,62.46,196.33,190.45,384102.3,859925.0,2.24,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,ELECTCAST,Unknown,Unknown,77.65,1.38,59.41,102.67,30.71,24.37,67.77,74.25,74.8,1545960.25,4386901.0,2.84,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,HINDCON,Unknown,Unknown,24.0,0.33,15.66,37.75,53.26,36.42,62.08,21.86,23.27,31153.2,68392.0,2.2,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,HINDCOPPER,Metals & Mining,Unknown,556.05,4.39,225.18,758.83,146.94,26.72,56.46,510.71,507.19,16693302.45,56459799.0,3.38,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,ULTRACEMCO,Construction Materials,Unknown,11717.0,1.53,10118.47,12847.76,15.8,8.8,52.18,11555.71,11566.19,222745.5,207929.0,0.93,Bullish,30,20,15,0,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Close to 52W low with recovery potential"
28.08.2026 at 01:52 AM IST,MAHABANK,Financial Services,Unknown,85.6,4.77,50.17,94.5,70.62,9.42,66.05,82.87,71.2,12830179.8,56264531.0,4.39,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,CASTROLIND,Oil Gas & Consumable Fuels,Unknown,186.75,-0.07,164.6,198.23,13.45,5.79,59.58,181.53,177.69,3238386.75,1191629.0,0.37,Bullish,30,20,15,0,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Close to 52W low with recovery potential"
28.08.2026 at 01:52 AM IST,TRIGYN,Unknown,Unknown,60.66,8.22,37.55,102.4,61.54,40.76,67.08,54.36,58.23,44468.85,236730.0,5.32,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,NDGL,Unknown,Unknown,2860.1,5.67,2098.16,4081.42,36.31,29.92,57.33,2734.67,2741.48,407.95,1757.0,4.31,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,BVCL,Unknown,Unknown,42.83,0.05,31.2,69.99,37.28,38.81,59.06,41.71,42.39,42610.05,229050.0,5.38,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,MODIRUBBER,Unknown,Unknown,136.2,-1.62,98.41,167.5,38.4,18.69,62.3,126.63,123.18,6849.3,13793.0,2.01,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,MEDANTA,Healthcare,Unknown,1458.9,3.88,955.66,1490.47,52.66,2.12,61.03,1370.36,1204.69,258487.5,606668.0,2.35,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,M&M,Automobile and Auto Components,Unknown,3398.2,-1.3,2865.9,3799.99,18.57,10.57,54.24,3249.34,3319.77,2153222.1,687761.0,0.32,Bullish,30,20,15,0,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Close to 52W low with recovery potential"
28.08.2026 at 01:52 AM IST,UTKARSHBNK,Unknown,Unknown,14.94,1.49,10.12,22.59,47.63,33.86,63.54,14.52,14.14,5025166.8,12257833.0,2.44,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,IGPL,Unknown,Unknown,523.85,7.34,311.6,532.45,68.12,1.62,67.28,456.63,405.33,121123.5,285768.0,2.36,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,DCBBANK,Unknown,Unknown,213.83,3.12,118.52,220.1,80.42,2.85,69.23,189.24,181.9,2433207.85,10444131.0,4.29,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,JAYSREETEA,Unknown,Unknown,102.05,-4.24,70.55,112.7,44.65,9.45,66.91,87.48,86.4,165007.8,536147.0,3.25,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,JSWDULUX,Consumer Durables,Unknown,3106.0,-0.27,2626.09,3687.56,18.27,15.77,53.4,3073.55,3039.61,16622.35,9708.0,0.58,Bullish,30,20,15,0,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Close to 52W low with recovery potential"
28.08.2026 at 01:52 AM IST,HCC,Unknown,Unknown,23.88,5.62,13.65,30.0,74.95,20.4,66.91,22.95,20.67,27276217.4,57217167.0,2.1,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,HINDZINC,Metals & Mining,Unknown,626.5,5.72,410.5,719.85,52.62,12.97,68.49,551.64,570.2,7089717.9,19983225.0,2.82,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,WABAG,Unknown,Unknown,2155.3,6.62,1030.49,2248.02,109.15,4.12,64.18,2026.21,1505.9,578912.4,2116909.0,3.66,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,SPLIL,Unknown,Unknown,34.14,11.93,20.2,45.2,69.01,24.47,63.72,31.32,31.61,9161.55,47626.0,5.2,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,TARMAT,Unknown,Unknown,62.54,15.32,46.26,73.9,35.19,15.37,65.43,51.45,52.71,102828.3,511513.0,4.97,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,WONDERLA,Unknown,Unknown,516.05,0.45,453.13,656.29,13.89,21.37,65.72,482.24,505.31,226061.9,59250.0,0.26,Bullish,30,20,15,0,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Close to 52W low with recovery potential"
28.08.2026 at 01:52 AM IST,S&SPOWER,Unknown,Unknown,350.7,3.31,193.5,468.9,81.24,25.21,59.91,340.32,326.81,7208.05,17365.0,2.41,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,SHREEPUSHK,Unknown,Unknown,452.15,-0.43,272.45,476.0,65.96,5.01,65.89,404.41,368.5,71019.4,154216.0,2.17,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,THEMISMED,Unknown,Unknown,126.26,5.89,64.95,148.0,94.4,14.69,66.36,111.74,98.89,258416.7,1620934.0,6.27,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,FMNL,Unknown,Unknown,10.13,4.87,6.74,14.22,50.3,28.76,63.75,9.75,9.31,30998.2,73960.0,2.39,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,BLKASHYAP,Unknown,Unknown,55.15,5.15,40.32,73.0,36.78,24.45,54.93,54.8,52.22,473558.5,1135277.0,2.4,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,RAMANEWS,Unknown,Unknown,31.81,0.06,27.05,42.0,17.6,24.26,52.7,30.22,31.01,57631.1,19414.0,0.34,Bullish,30,20,15,0,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Close to 52W low with recovery potential"
28.08.2026 at 01:52 AM IST,ROSSELLIND,Unknown,Unknown,61.77,7.78,39.72,69.01,55.53,10.48,67.13,57.31,52.34,51524.6,407805.0,7.91,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,BALAMINES,Unknown,Unknown,2437.2,3.99,963.33,2461.0,153.0,0.97,67.97,2171.49,1500.38,211338.8,423382.0,2.0,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,TBZ,Unknown,Unknown,305.8,9.08,110.5,309.2,176.74,1.1,66.57,242.29,177.56,1728834.0,3967359.0,2.29,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,PIRAMALFIN,Financial Services,Unknown,2221.4,1.84,1252.89,2252.2,77.3,1.37,67.33,2118.98,1849.36,249806.4,856449.0,3.43,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,VGUARD,Unknown,Unknown,329.65,-0.92,287.43,390.34,14.69,15.55,57.05,311.5,320.39,2722584.55,521675.0,0.19,Bullish,30,20,15,0,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Close to 52W low with recovery potential"
28.08.2026 at 01:52 AM IST,CGCL,Financial Services,Unknown,256.35,6.96,151.1,264.53,69.66,3.09,67.53,234.52,195.41,5305816.85,30378465.0,5.73,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,NPST,Unknown,Unknown,1660.2,3.25,846.6,2234.57,96.1,25.7,60.63,1583.04,1376.3,53446.25,297644.0,5.57,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,OAL,Unknown,Unknown,401.25,14.86,227.7,413.4,76.22,2.94,66.56,350.54,307.23,50012.85,652216.0,13.04,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,NATCAPSUQ,Unknown,Unknown,180.28,8.03,136.36,296.0,32.21,39.09,69.21,151.48,162.8,41023.45,108426.0,2.64,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,MOLDTKPAC,Unknown,Unknown,711.1,0.61,463.35,865.47,53.47,17.84,58.59,690.61,616.35,92209.1,309136.0,3.35,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,ARVEE,Unknown,Unknown,174.8,-3.98,129.11,290.78,35.39,39.89,57.33,163.0,168.22,9149.6,28671.0,3.13,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,ASTRAL,Capital Goods,Unknown,1526.1,-0.9,1309.54,1765.92,16.54,13.58,57.48,1447.19,1505.0,982523.6,408686.0,0.42,Bullish,30,20,15,0,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Close to 52W low with recovery potential"
28.08.2026 at 01:52 AM IST,SINDHUTRAD,Unknown,Unknown,25.3,6.3,17.64,32.74,43.42,22.72,57.33,24.92,23.58,1146628.6,7003364.0,6.11,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,SIGMAADV,Unknown,Unknown,727.3,4.99,126.73,727.3,473.9,0.0,63.58,605.21,322.44,350860.8,728895.0,2.08,Bullish,30,20,0,15,0,65,65,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Strong volume expansion"
28.08.2026 at 01:52 AM IST,BLACKBUCK,Unknown,Unknown,605.3,0.67,496.0,748.0,22.04,19.08,59.24,567.89,591.22,671237.95,707687.0,1.05,Bullish,30,20,8,5,0,63,63,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Within 30% of 52W low, Normal volume support"
28.08.2026 at 01:52 AM IST,AMBICAAGAR,Unknown,Unknown,24.98,-1.73,20.0,29.68,24.9,15.84,52.49,24.79,24.55,5265.95,6016.0,1.14,Bullish,30,20,8,5,0,63,63,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Within 30% of 52W low, Normal volume support"
28.08.2026 at 01:52 AM IST,MAITHANALL,Unknown,Unknown,1005.25,1.67,821.6,1210.1,22.35,16.93,56.63,1000.29,985.25,38452.95,47125.0,1.23,Bullish,30,20,8,5,0,63,63,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Within 30% of 52W low, Normal volume support"
28.08.2026 at 01:52 AM IST,MAHSEAMLES,Unknown,Unknown,636.55,0.0,500.7,690.0,27.13,7.75,66.9,602.0,584.13,198288.3,221620.0,1.12,Bullish,30,20,8,5,0,63,63,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Within 30% of 52W low, Normal volume support"
28.08.2026 at 01:52 AM IST,KFINTECH,Financial Services,Unknown,976.5,1.09,774.46,1198.77,26.09,18.54,60.96,909.47,946.35,963108.3,1114713.0,1.16,Bullish,30,20,8,5,0,63,63,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Within 30% of 52W low, Normal volume support"
28.08.2026 at 01:52 AM IST,UNITDSPR,Fast Moving Consumer Goods,Unknown,1538.5,-0.74,1201.55,1563.4,28.04,1.59,59.74,1445.98,1364.17,539987.0,636713.0,1.18,Bullish,30,20,8,5,0,63,63,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Within 30% of 52W low, Normal volume support"
28.08.2026 at 01:52 AM IST,JINDALSTEL,Metals & Mining,Unknown,1175.4,1.85,941.61,1303.87,24.83,9.85,68.83,1079.08,1123.4,793018.75,896442.0,1.13,Bullish,30,20,8,5,0,63,63,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Within 30% of 52W low, Normal volume support"
28.08.2026 at 01:52 AM IST,JAIBALAJI,Unknown,Unknown,68.58,4.53,53.65,108.0,27.83,36.5,56.93,65.79,68.48,718255.4,780291.0,1.09,Bullish,30,20,8,5,0,63,63,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Within 30% of 52W low, Normal volume support"
28.08.2026 at 01:52 AM IST,AJAXENGG,Unknown,Unknown,581.5,1.91,394.8,728.5,47.29,20.18,54.69,566.92,549.16,83624.05,140826.0,1.68,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
28.08.2026 at 01:52 AM IST,MAMATA,Unknown,Unknown,410.15,-0.06,296.62,514.33,38.28,20.26,50.77,401.45,401.91,88346.15,116346.0,1.32,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
28.08.2026 at 01:52 AM IST,KNAGRI,Unknown,Unknown,215.29,-1.25,148.3,244.0,45.17,11.77,53.25,209.68,195.55,25697.25,44433.0,1.73,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
28.08.2026 at 01:52 AM IST,DATAPATTNS,Capital Goods,Unknown,4779.4,5.22,2126.36,5000.0,124.77,4.41,57.93,4493.48,3541.42,948483.0,1607503.0,1.69,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
28.08.2026 at 01:52 AM IST,ETERNAL,Consumer Services,Unknown,327.0,-1.21,212.6,368.45,53.81,11.25,65.37,295.01,272.88,25238514.85,39246846.0,1.56,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
28.08.2026 at 01:52 AM IST,GRAVITA,Metals & Mining,Unknown,1840.3,2.22,1266.9,1913.6,45.26,3.83,61.01,1750.25,1673.46,221119.7,288172.0,1.3,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
28.08.2026 at 01:52 AM IST,ECLERX,Services,Unknown,1944.0,3.43,1319.27,2496.12,47.35,22.12,61.93,1708.8,1817.92,207515.95,390435.0,1.88,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
28.08.2026 at 01:52 AM IST,AEROENTER,Unknown,Unknown,143.64,2.06,62.2,149.55,130.93,3.95,68.28,128.76,96.6,671188.05,908208.0,1.35,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
28.08.2026 at 01:52 AM IST,GOKULAGRO,Unknown,Unknown,245.39,-2.95,151.0,259.8,62.51,5.55,63.73,221.99,201.62,962125.7,1677764.0,1.74,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
28.08.2026 at 01:52 AM IST,ZIMLAB,Unknown,Unknown,126.4,1.28,59.31,133.9,113.12,5.6,65.33,118.13,88.82,63824.35,87941.0,1.38,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
28.08.2026 at 01:52 AM IST,ADOR,Unknown,Unknown,1531.2,-3.11,833.68,1701.9,83.67,10.03,52.6,1406.58,1119.9,47620.8,89496.0,1.88,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
28.08.2026 at 01:52 AM IST,ADANIENT,Metals & Mining,Unknown,3112.0,0.06,1752.22,3245.0,77.6,4.1,61.12,3065.45,2495.28,1088978.7,2044729.0,1.88,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
28.08.2026 at 01:52 AM IST,COCHINSHIP,Capital Goods,Unknown,1547.0,1.88,1187.0,1970.73,30.33,21.5,65.67,1455.04,1519.06,1123024.8,1691548.0,1.51,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
28.08.2026 at 01:52 AM IST,CONFIPET,Unknown,Unknown,79.69,2.36,28.06,86.4,184.0,7.77,56.96,75.14,51.9,3906658.5,7543729.0,1.93,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
28.08.2026 at 01:52 AM IST,UDS,Unknown,Unknown,222.07,0.03,124.49,263.37,78.39,15.68,68.33,198.78,175.1,372375.45,523006.0,1.4,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
28.08.2026 at 01:52 AM IST,MANOMAY,Unknown,Unknown,220.31,2.2,160.25,259.88,37.48,15.23,65.15,198.37,209.02,110750.65,198054.0,1.79,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
28.08.2026 at 01:52 AM IST,PARASPETRO,Unknown,Unknown,2.3,4.07,1.53,3.23,50.33,28.79,51.08,2.2,2.14,297184.65,530153.0,1.78,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
28.08.2026 at 01:52 AM IST,NMDC,Metals & Mining,Unknown,88.21,2.64,66.18,97.49,33.29,9.52,63.51,84.98,82.52,19448829.55,26181347.0,1.35,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
28.08.2026 at 01:52 AM IST,OFSS,Information Technology,Unknown,11800.0,0.61,6060.86,12060.0,94.69,2.16,56.58,11254.35,8716.93,199259.95,291135.0,1.46,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
28.08.2026 at 01:52 AM IST,OMPOWER,Unknown,Unknown,172.84,3.06,158.01,206.0,9.39,16.1,55.99,172.03,,113083.3,142944.0,1.26,Bullish,15,20,20,5,0,60,60,"Above 50 DMA, Healthy RSI momentum, Near 52W low with non-crashing RSI, Normal volume support"
28.08.2026 at 01:52 AM IST,TIJARIA,Unknown,Unknown,5.92,7.44,3.55,7.97,66.76,25.72,58.88,4.83,4.92,225006.8,364453.0,1.62,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
28.08.2026 at 01:52 AM IST,PDSL,Unknown,Unknown,369.1,0.9,244.91,416.56,50.71,11.39,53.87,360.63,330.72,128690.4,222103.0,1.73,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
28.08.2026 at 01:52 AM IST,RANASUG,Unknown,Unknown,14.8,-3.01,10.21,16.45,44.96,10.03,63.34,12.71,12.51,939747.55,1810621.0,1.93,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
28.08.2026 at 01:52 AM IST,BCLIND,Unknown,Unknown,37.69,-0.05,25.53,44.9,47.63,16.06,57.03,35.9,32.92,1069585.5,1639069.0,1.53,Bullish,30,20,0,10,0,60,60,"Above 50 DMA, Above 200 DMA, Healthy RSI momentum, Volume expansion"
