relative_scan_time,symbol,return_1m,return_3m,return_6m,nifty_1m_return,nifty_3m_return,nifty_6m_return,return_vs_nifty_1m,return_vs_nifty_3m,return_vs_nifty_6m,relative_strength_score,relative_strength_reasons,sector,industry,sector_rank,sector_count,sector_rank_pct
10.09.2026 at 02:35 PM IST,NOVARTIND,57.25,93.36,,,,,0,0,0,35,"Strong 1M absolute return, Strong 3M absolute return",Healthcare,Drug Manufacturers - Specialty & Generic,8.0,147,5.44
10.09.2026 at 02:35 PM IST,NESCO,4.35,1.02,1.67,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Industrials,Conglomerates,7.0,414,1.69
10.09.2026 at 02:35 PM IST,SOLARINDS,9.7,32.01,56.54,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Specialty Chemicals,2.0,326,0.61
10.09.2026 at 02:35 PM IST,INDIQUBE,11.49,28.97,28.02,,,,0,0,0,55,"Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Real Estate,Real Estate Services,2.0,67,2.99
10.09.2026 at 02:35 PM IST,SUNFLAG,-3.83,-5.79,62.21,,,,0,0,0,20,Strong 6M absolute return,Basic Materials,Steel,12.0,326,3.68
10.09.2026 at 02:35 PM IST,RAMCOSYS,-6.53,8.49,45.42,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",Technology,Software - Application,8.0,153,5.23
10.09.2026 at 02:35 PM IST,WELSPUNLIV,31.48,44.24,87.58,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Textile Manufacturing,1.0,372,0.27
10.09.2026 at 02:35 PM IST,PVP,92.94,112.55,164.19,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Conglomerates,1.0,414,0.24
10.09.2026 at 02:35 PM IST,SUNDARMFIN,5.9,13.84,-11.08,,,,0,0,0,18,"Positive 1M return, Positive 3M return",Financial Services,Credit Services,12.0,215,5.58
10.09.2026 at 02:35 PM IST,AURUS,2.55,-1.43,-3.41,,,,0,0,0,8,Positive 1M return,Consumer Cyclical,Luxury Goods,16.0,372,4.3
10.09.2026 at 02:35 PM IST,GTPL,12.88,-8.88,-6.64,,,,0,0,0,15,Strong 1M absolute return,Communication Services,Entertainment,10.0,63,15.87
10.09.2026 at 02:35 PM IST,PRABHA,55.98,52.09,59.44,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Energy,Oil & Gas E&P,1.0,30,3.33
10.09.2026 at 02:35 PM IST,GROWW,-1.02,-1.85,25.77,,,,0,0,0,10,Positive 6M return,Financial Services,Capital Markets,14.0,215,6.51
10.09.2026 at 02:35 PM IST,HGM,1.52,-8.25,-7.49,,,,0,0,0,8,Positive 1M return,Technology,Information Technology Services,13.0,153,8.5
10.09.2026 at 02:35 PM IST,SSWL,17.63,61.18,91.03,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Auto Parts,1.0,372,0.27
10.09.2026 at 02:35 PM IST,SHILCTECH,7.81,0.54,8.78,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Industrials,Electrical Equipment & Parts,7.0,414,1.69
10.09.2026 at 02:35 PM IST,WINDLAS,19.27,37.62,54.82,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,1.0,147,0.68
10.09.2026 at 02:35 PM IST,PRSMJOHNSN,9.03,-3.43,-7.95,,,,0,0,0,8,Positive 1M return,Basic Materials,Building Materials,16.0,326,4.91
10.09.2026 at 02:35 PM IST,SHREYANIND,-5.28,-6.6,-9.22,,,,0,0,0,0,,Basic Materials,Paper & Paper Products,17.0,326,5.21
10.09.2026 at 02:35 PM IST,GREENPLY,5.54,1.32,45.95,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Lumber & Wood Production,4.0,326,1.23
10.09.2026 at 02:35 PM IST,HALDER,2.68,17.6,7.33,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Defensive,Farm Products,7.0,138,5.07
10.09.2026 at 02:35 PM IST,HBLENGINE,4.28,-9.62,9.75,,,,0,0,0,18,"Positive 1M return, Positive 6M return",Industrials,Electrical Equipment & Parts,13.0,414,3.14
10.09.2026 at 02:35 PM IST,PROSTARM,-2.82,-3.25,7.11,,,,0,0,0,10,Positive 6M return,Industrials,Electrical Equipment & Parts,15.0,414,3.62
10.09.2026 at 02:35 PM IST,KISSHT,12.72,21.84,,,,,0,0,0,35,"Strong 1M absolute return, Strong 3M absolute return",Financial Services,Credit Services,8.0,215,3.72
10.09.2026 at 02:35 PM IST,SHILPAMED,18.16,78.59,186.32,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,1.0,147,0.68
10.09.2026 at 02:35 PM IST,GFSTEELS,33.07,46.66,69.44,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Unknown,Unknown,1.0,97,1.03
10.09.2026 at 02:35 PM IST,ANGELONE,2.92,-14.72,42.03,,,,0,0,0,28,"Positive 1M return, Strong 6M absolute return",Financial Services,Capital Markets,10.0,215,4.65
10.09.2026 at 02:35 PM IST,RUCHIRA,5.09,2.46,6.36,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Paper & Paper Products,7.0,326,2.15
10.09.2026 at 02:35 PM IST,IKS,-0.09,6.49,29.85,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Healthcare,Health Information Services,11.0,147,7.48
10.09.2026 at 02:35 PM IST,IOLCP,33.16,57.99,198.67,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,1.0,147,0.68
10.09.2026 at 02:35 PM IST,IRISDOREME,10.8,70.59,102.86,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Apparel Manufacturing,1.0,372,0.27
10.09.2026 at 02:35 PM IST,MANBA,0.32,7.53,16.71,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Financial Services,Credit Services,7.0,215,3.26
10.09.2026 at 02:35 PM IST,TARC,-0.32,2.59,-7.58,,,,0,0,0,10,Positive 3M return,Real Estate,Real Estate - Development,11.0,67,16.42
10.09.2026 at 02:35 PM IST,SHANKARA,4.34,34.47,41.95,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Home Improvement Retail,2.0,372,0.54
10.09.2026 at 02:35 PM IST,UNITEDPOLY,37.64,29.74,63.04,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Textile Manufacturing,1.0,372,0.27
10.09.2026 at 02:35 PM IST,SIGNPOST,-0.91,2.97,16.02,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Communication Services,Advertising Agencies,8.0,63,12.7
10.09.2026 at 02:35 PM IST,JINDWORLD,55.28,83.55,163.82,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Textile Manufacturing,1.0,372,0.27
10.09.2026 at 02:35 PM IST,COMPUSOFT,3.21,-1.23,10.64,,,,0,0,0,18,"Positive 1M return, Positive 6M return",Consumer Defensive,Education & Training Services,11.0,138,7.97
10.09.2026 at 02:35 PM IST,JAYKAY,9.61,-2.8,19.83,,,,0,0,0,18,"Positive 1M return, Positive 6M return",Industrials,Specialty Business Services,13.0,414,3.14
10.09.2026 at 02:35 PM IST,LXCHEM,-1.42,10.19,39.38,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",Basic Materials,Specialty Chemicals,9.0,326,2.76
10.09.2026 at 02:35 PM IST,MAHAPEXLTD,6.55,16.49,-45.72,,,,0,0,0,18,"Positive 1M return, Positive 3M return",Financial Services,Credit Services,12.0,215,5.58
10.09.2026 at 02:35 PM IST,KRISHNADEF,-6.89,-10.46,1.11,,,,0,0,0,10,Positive 6M return,Industrials,Specialty Industrial Machinery,15.0,414,3.62
10.09.2026 at 02:35 PM IST,SEAMECLTD,14.37,11.75,33.85,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Marine Shipping,3.0,414,0.72
10.09.2026 at 02:35 PM IST,TEAMGTY,7.56,0.33,-5.25,,,,0,0,0,18,"Positive 1M return, Positive 3M return",Financial Services,Asset Management,12.0,215,5.58
10.09.2026 at 02:35 PM IST,SHADOWFAX,2.71,13.53,126.94,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Integrated Freight & Logistics,4.0,414,0.97
10.09.2026 at 02:35 PM IST,CLEANMAX,9.94,9.58,61.83,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Utilities,Utilities - Renewable,2.0,38,5.26
10.09.2026 at 02:35 PM IST,JUBLPHARMA,14.44,4.52,23.76,,,,0,0,0,45,"Strong 1M absolute return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,5.0,147,3.4
10.09.2026 at 02:35 PM IST,KOPRAN,36.17,30.32,95.86,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - General,1.0,147,0.68
10.09.2026 at 02:35 PM IST,EPACKPEB,1.47,-5.71,48.29,,,,0,0,0,28,"Positive 1M return, Strong 6M absolute return",Industrials,Engineering & Construction,10.0,414,2.42
10.09.2026 at 02:35 PM IST,CROWN,7.93,4.17,-5.03,,,,0,0,0,18,"Positive 1M return, Positive 3M return",Industrials,Rental & Leasing Services,13.0,414,3.14
10.09.2026 at 02:35 PM IST,AEPL,13.55,7.84,,,,,0,0,0,25,"Strong 1M absolute return, Positive 3M return",Industrials,Electrical Equipment & Parts,11.0,414,2.66
10.09.2026 at 02:35 PM IST,SBICARD,1.51,10.92,-6.16,,,,0,0,0,18,"Positive 1M return, Positive 3M return",Financial Services,Credit Services,12.0,215,5.58
10.09.2026 at 02:35 PM IST,MANINFRA,22.22,13.06,36.05,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Engineering & Construction,3.0,414,0.72
10.09.2026 at 02:35 PM IST,AEROPLANE,9.15,60.32,,,,,0,0,0,28,"Positive 1M return, Strong 3M absolute return",Consumer Defensive,Farm Products,9.0,138,6.52
10.09.2026 at 02:35 PM IST,BLACKBUCK,1.91,6.42,4.75,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Technology,Software - Application,7.0,153,4.58
10.09.2026 at 02:35 PM IST,MANOMAY,8.5,21.43,7.68,,,,0,0,0,48,"Positive 1M return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Consumer Cyclical,Textile Manufacturing,4.0,372,1.08
10.09.2026 at 02:35 PM IST,SAYAJIHOTL,-0.03,8.58,,,,,0,0,0,10,Positive 3M return,Consumer Cyclical,Lodging,15.0,372,4.03
10.09.2026 at 02:35 PM IST,NDLVENTURE,-1.38,-2.57,7.53,,,,0,0,0,10,Positive 6M return,Communication Services,Entertainment,11.0,63,17.46
10.09.2026 at 02:35 PM IST,RISHABH,17.48,43.77,99.31,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Technology,Scientific & Technical Instruments,1.0,153,0.65
10.09.2026 at 02:35 PM IST,MVGJL,28.86,42.98,33.46,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Luxury Goods,1.0,372,0.27
10.09.2026 at 02:35 PM IST,TIMEX,16.35,28.44,,,,,0,0,0,35,"Strong 1M absolute return, Strong 3M absolute return",Consumer Cyclical,Luxury Goods,8.0,372,2.15
10.09.2026 at 02:35 PM IST,ALMONDZ,35.88,47.76,38.54,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Financial Services,Capital Markets,1.0,215,0.47
10.09.2026 at 02:35 PM IST,SAKAR,18.03,36.6,102.66,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,1.0,147,0.68
10.09.2026 at 02:35 PM IST,SWIGGY,0.34,8.13,-0.5,,,,0,0,0,18,"Positive 1M return, Positive 3M return",Consumer Cyclical,Internet Retail,13.0,372,3.49
10.09.2026 at 02:35 PM IST,VENUSPIPES,24.67,36.42,90.56,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Steel,1.0,326,0.31
10.09.2026 at 02:35 PM IST,MANYAVAR,10.95,42.16,58.93,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Apparel Manufacturing,1.0,372,0.27
10.09.2026 at 02:35 PM IST,EMSLIMITED,-1.74,27.24,24.29,,,,0,0,0,30,"Strong 3M absolute return, Positive 6M return",Industrials,Engineering & Construction,9.0,414,2.17
10.09.2026 at 02:35 PM IST,SBC,20.1,29.97,49.95,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Conglomerates,1.0,414,0.24
10.09.2026 at 02:35 PM IST,MODISONLTD,66.71,73.44,313.6,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Electrical Equipment & Parts,1.0,414,0.24
10.09.2026 at 02:35 PM IST,SKFINDUS,9.62,20.24,35.32,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Tools & Accessories,2.0,414,0.48
10.09.2026 at 02:35 PM IST,AKSHAR,7.5,-4.44,7.5,,,,0,0,0,18,"Positive 1M return, Positive 6M return",Unknown,Unknown,11.0,97,11.34
10.09.2026 at 02:35 PM IST,GCSL,21.17,41.23,66.53,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Financial Services,Capital Markets,1.0,215,0.47
10.09.2026 at 02:35 PM IST,GENUSPAPER,1.15,2.49,5.11,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Paper & Paper Products,7.0,326,2.15
10.09.2026 at 02:35 PM IST,MOREPENLAB,42.92,121.14,203.36,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,1.0,147,0.68
10.09.2026 at 02:35 PM IST,AXISCADES,22.31,-0.95,36.28,,,,0,0,0,35,"Strong 1M absolute return, Strong 6M absolute return",Industrials,Engineering & Construction,8.0,414,1.93
10.09.2026 at 02:35 PM IST,ORIENTBELL,17.7,31.3,62.3,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Building Products & Equipment,1.0,414,0.24
10.09.2026 at 02:35 PM IST,OAL,37.82,59.8,107.81,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Specialty Chemicals,1.0,326,0.31
10.09.2026 at 02:35 PM IST,AVANTEL,0.85,-4.48,10.99,,,,0,0,0,18,"Positive 1M return, Positive 6M return",Technology,Communication Equipment,11.0,153,7.19
10.09.2026 at 02:35 PM IST,RAINBOW,-2.83,7.32,21.68,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Healthcare,Medical Care Facilities,11.0,147,7.48
10.09.2026 at 02:35 PM IST,GPIL,3.75,-8.82,0.35,,,,0,0,0,18,"Positive 1M return, Positive 6M return",Basic Materials,Steel,13.0,326,3.99
10.09.2026 at 02:35 PM IST,STAR,20.81,11.14,32.48,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,3.0,147,2.04
10.09.2026 at 02:35 PM IST,WAKEFIT,24.03,22.33,-9.63,,,,0,0,0,35,"Strong 1M absolute return, Strong 3M absolute return",Consumer Cyclical,"Furnishings, Fixtures & Appliances",8.0,372,2.15
10.09.2026 at 02:35 PM IST,PWL,7.89,16.59,51.7,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Defensive,Education & Training Services,4.0,138,2.9
10.09.2026 at 02:35 PM IST,DODLA,4.43,0.92,6.96,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Defensive,Food Distribution,7.0,138,5.07
10.09.2026 at 02:35 PM IST,CHEMFAB,3.13,-0.9,8.13,,,,0,0,0,18,"Positive 1M return, Positive 6M return",Basic Materials,Specialty Chemicals,13.0,326,3.99
10.09.2026 at 02:35 PM IST,TTL,10.81,-3.53,-27.03,,,,0,0,0,15,Strong 1M absolute return,Consumer Cyclical,Textile Manufacturing,14.0,372,3.76
10.09.2026 at 02:35 PM IST,PITTIENG,22.4,18.38,39.56,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Metal Fabrication,3.0,414,0.72
10.09.2026 at 02:35 PM IST,EIMCOELECO,28.24,50.37,50.35,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Farm & Heavy Construction Machinery,1.0,414,0.24
10.09.2026 at 02:35 PM IST,ANTELOPUS,41.15,50.45,109.31,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Energy,Oil & Gas E&P,1.0,30,3.33
10.09.2026 at 02:35 PM IST,3PLAND,0.37,0.59,2.97,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Unknown,Unknown,6.0,97,6.19
10.09.2026 at 02:35 PM IST,SHAKTIPUMP,-0.8,-8.28,0.41,,,,0,0,0,10,Positive 6M return,Industrials,Specialty Industrial Machinery,15.0,414,3.62
10.09.2026 at 02:35 PM IST,TBZ,113.04,168.8,272.22,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Luxury Goods,1.0,372,0.27
10.09.2026 at 02:35 PM IST,TFCILTD,23.85,87.23,122.59,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Financial Services,Credit Services,1.0,215,0.47
10.09.2026 at 02:35 PM IST,KUANTUM,-8.82,4.68,-5.1,,,,0,0,0,10,Positive 3M return,Basic Materials,Paper & Paper Products,15.0,326,4.6
10.09.2026 at 02:35 PM IST,KWIL,12.48,11.33,67.41,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Defensive,Packaged Foods,3.0,138,2.17
10.09.2026 at 02:35 PM IST,LENSKART,16.32,38.02,38.92,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Medical Instruments & Supplies,1.0,147,0.68
10.09.2026 at 02:35 PM IST,CYIENTDLM,35.83,99.72,202.21,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Aerospace & Defense,1.0,414,0.24
10.09.2026 at 02:35 PM IST,SETL,49.81,159.26,265.91,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Specialty Industrial Machinery,1.0,414,0.24
10.09.2026 at 02:35 PM IST,SIS,-3.04,0.74,46.14,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",Industrials,Security & Protection Services,9.0,414,2.17
10.09.2026 at 02:35 PM IST,NEPHROPLUS,9.95,4.67,28.64,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Healthcare,Medical Care Facilities,7.0,147,4.76
10.09.2026 at 02:35 PM IST,VISHNU,23.45,22.87,47.6,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Specialty Chemicals,1.0,326,0.31
10.09.2026 at 02:35 PM IST,SMSPHARMA,12.7,9.38,1.6,,,,0,0,0,45,"Strong 1M absolute return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - General,5.0,147,3.4
10.09.2026 at 02:35 PM IST,TATACOMM,1.03,-9.48,20.04,,,,0,0,0,18,"Positive 1M return, Positive 6M return",Communication Services,Telecom Services,9.0,63,14.29
10.09.2026 at 02:35 PM IST,SIL,-11.72,21.47,33.71,,,,0,0,0,40,"Strong 3M absolute return, Strong 6M absolute return",Consumer Cyclical,Textile Manufacturing,6.0,372,1.61
10.09.2026 at 02:35 PM IST,SENCO,-11.88,4.5,18.91,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Consumer Cyclical,Luxury Goods,12.0,372,3.23
10.09.2026 at 02:35 PM IST,INDHOTEL,-0.84,4.54,15.39,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Consumer Cyclical,Lodging,12.0,372,3.23
10.09.2026 at 02:35 PM IST,MODIRUBBER,2.23,-1.15,10.82,,,,0,0,0,18,"Positive 1M return, Positive 6M return",Real Estate,Real Estate Services,10.0,67,14.93
10.09.2026 at 02:35 PM IST,JAYBARMARU,-7.18,-18.41,24.44,,,,0,0,0,10,Positive 6M return,Consumer Cyclical,Auto Parts,15.0,372,4.03
10.09.2026 at 02:35 PM IST,RMC,-27.63,-29.83,,,,,0,0,0,0,,Unknown,Unknown,14.0,97,14.43
10.09.2026 at 02:35 PM IST,METROGLOBL,5.18,5.89,,,,,0,0,0,18,"Positive 1M return, Positive 3M return",Industrials,Conglomerates,13.0,414,3.14
10.09.2026 at 02:35 PM IST,PHOENIXLTD,-0.19,2.95,20.66,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Real Estate,Real Estate - Diversified,9.0,67,13.43
10.09.2026 at 02:35 PM IST,IBULLSLTD,-7.37,4.77,157.14,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",Real Estate,Real Estate - Development,7.0,67,10.45
10.09.2026 at 02:35 PM IST,TRAVELFOOD,-7.18,-2.94,9.92,,,,0,0,0,10,Positive 6M return,Consumer Cyclical,Restaurants,15.0,372,4.03
10.09.2026 at 02:35 PM IST,NDGL,-0.17,8.56,12.24,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Financial Services,Capital Markets,11.0,215,5.12
10.09.2026 at 02:35 PM IST,NMDC,-0.79,-4.27,7.3,,,,0,0,0,10,Positive 6M return,Basic Materials,Steel,15.0,326,4.6
10.09.2026 at 02:35 PM IST,EXIDEIND,-12.75,9.54,43.5,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",Consumer Cyclical,Auto Parts,9.0,372,2.42
10.09.2026 at 02:35 PM IST,PNGJL,-3.53,8.47,9.99,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Consumer Cyclical,Luxury Goods,12.0,372,3.23
10.09.2026 at 02:35 PM IST,SHIVAUM,-0.68,17.31,53.56,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",Basic Materials,Steel,9.0,326,2.76
10.09.2026 at 02:35 PM IST,CDSL,1.52,8.37,13.29,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Financial Services,Capital Markets,7.0,215,3.26
10.09.2026 at 02:35 PM IST,CNL,-3.16,53.24,71.0,,,,0,0,0,40,"Strong 3M absolute return, Strong 6M absolute return",Technology,Electronics & Computer Distribution,6.0,153,3.92
10.09.2026 at 02:35 PM IST,KKCL,-5.9,15.43,6.82,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Consumer Cyclical,Apparel Manufacturing,12.0,372,3.23
10.09.2026 at 02:35 PM IST,TRITURBINE,-3.5,-14.62,20.39,,,,0,0,0,10,Positive 6M return,Industrials,Specialty Industrial Machinery,15.0,414,3.62
10.09.2026 at 02:35 PM IST,RADIANTCMS,4.8,-0.75,6.28,,,,0,0,0,18,"Positive 1M return, Positive 6M return",Industrials,Specialty Business Services,13.0,414,3.14
10.09.2026 at 02:35 PM IST,BAJAJHLDNG,-4.91,8.37,13.87,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Financial Services,Asset Management,11.0,215,5.12
10.09.2026 at 02:35 PM IST,OBEROIRLTY,-1.17,6.67,19.76,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Real Estate,Real Estate - Development,9.0,67,13.43
10.09.2026 at 02:35 PM IST,SUNPHARMA,-5.03,2.49,1.41,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Healthcare,Drug Manufacturers - Specialty & Generic,11.0,147,7.48
10.09.2026 at 02:35 PM IST,EICHERMOT,-4.09,6.03,6.88,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Consumer Cyclical,Auto Manufacturers,12.0,372,3.23
10.09.2026 at 02:35 PM IST,POLYCAB,-10.15,-12.24,12.49,,,,0,0,0,10,Positive 6M return,Industrials,Electrical Equipment & Parts,15.0,414,3.62
10.09.2026 at 02:35 PM IST,BAJAJFINSV,-4.41,10.45,9.16,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Financial Services,Financial Conglomerates,11.0,215,5.12
10.09.2026 at 02:35 PM IST,YESBANK,-3.0,-6.7,18.56,,,,0,0,0,10,Positive 6M return,Financial Services,Banks - Regional,14.0,215,6.51
10.09.2026 at 02:35 PM IST,CERA,-6.12,-7.5,22.17,,,,0,0,0,10,Positive 6M return,Industrials,Building Products & Equipment,15.0,414,3.62
10.09.2026 at 02:35 PM IST,AARVI,-7.92,-2.48,8.89,,,,0,0,0,10,Positive 6M return,Industrials,Staffing & Employment Services,15.0,414,3.62
10.09.2026 at 02:35 PM IST,PIDILITIND,-7.91,0.12,17.4,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Basic Materials,Specialty Chemicals,12.0,326,3.68
10.09.2026 at 02:35 PM IST,POONAWALLA,-10.73,11.23,9.89,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Financial Services,Credit Services,11.0,215,5.12
