relative_scan_time,symbol,return_1m,return_3m,return_6m,nifty_1m_return,nifty_3m_return,nifty_6m_return,return_vs_nifty_1m,return_vs_nifty_3m,return_vs_nifty_6m,relative_strength_score,relative_strength_reasons,sector,industry,sector_rank,sector_count,sector_rank_pct
10.09.2026 at 02:35 PM IST,TEGA,6.44,-2.73,-1.31,,,,0,0,0,8,Positive 1M return,Industrials,Specialty Industrial Machinery,16.0,414,3.86
10.09.2026 at 02:35 PM IST,CASTROLIND,0.2,4.67,7.22,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Energy,Oil & Gas Refining & Marketing,5.0,30,16.67
10.09.2026 at 02:35 PM IST,SESHAPAPER,6.27,9.12,0.05,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Paper & Paper Products,7.0,326,2.15
10.09.2026 at 02:35 PM IST,TIMKEN,2.07,-6.13,-5.22,,,,0,0,0,8,Positive 1M return,Industrials,Tools & Accessories,16.0,414,3.86
10.09.2026 at 02:35 PM IST,SUNDROP,-0.56,-2.28,6.39,,,,0,0,0,10,Positive 6M return,Consumer Defensive,Packaged Foods,13.0,138,9.42
10.09.2026 at 02:35 PM IST,AAKASH,0.33,-11.26,-16.3,,,,0,0,0,8,Positive 1M return,Energy,Oil & Gas Equipment & Services,8.0,30,26.67
10.09.2026 at 02:35 PM IST,JSL,4.05,9.5,2.83,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Steel,7.0,326,2.15
10.09.2026 at 02:35 PM IST,SUPRAJIT,-3.9,7.41,19.77,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Consumer Cyclical,Auto Parts,12.0,372,3.23
10.09.2026 at 02:35 PM IST,MUKANDLTD,0.64,7.69,16.93,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Steel,7.0,326,2.15
10.09.2026 at 02:35 PM IST,MALUPAPER,9.7,6.33,8.22,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Paper & Paper Products,7.0,326,2.15
10.09.2026 at 02:35 PM IST,EMMVEE,8.02,1.75,65.28,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Technology,Solar,4.0,153,2.61
10.09.2026 at 02:35 PM IST,SINCLAIR,7.14,8.88,12.57,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Cyclical,Lodging,7.0,372,1.88
10.09.2026 at 02:35 PM IST,GENESYS,43.67,-5.26,9.26,,,,0,0,0,25,"Strong 1M absolute return, Positive 6M return",Technology,Software - Application,9.0,153,5.88
10.09.2026 at 02:35 PM IST,EMIL,-0.36,75.47,103.81,,,,0,0,0,40,"Strong 3M absolute return, Strong 6M absolute return",Consumer Cyclical,Specialty Retail,6.0,372,1.61
10.09.2026 at 02:35 PM IST,HERITGFOOD,9.57,25.09,29.44,,,,0,0,0,48,"Positive 1M return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Consumer Defensive,Packaged Foods,4.0,138,2.9
10.09.2026 at 02:35 PM IST,VARROC,3.99,53.86,76.23,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Auto Parts,2.0,372,0.54
10.09.2026 at 02:35 PM IST,HUHTAMAKI,-4.76,51.13,60.21,,,,0,0,0,40,"Strong 3M absolute return, Strong 6M absolute return",Consumer Cyclical,Packaging & Containers,6.0,372,1.61
10.09.2026 at 02:35 PM IST,JAMNAAUTO,6.41,5.39,7.57,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Cyclical,Auto Parts,7.0,372,1.88
10.09.2026 at 02:35 PM IST,CLEAN,5.54,11.08,15.12,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Specialty Chemicals,7.0,326,2.15
10.09.2026 at 02:35 PM IST,RAMANEWS,-3.79,8.02,-18.29,,,,0,0,0,10,Positive 3M return,Consumer Defensive,Beverages - Non-Alcoholic,13.0,138,9.42
10.09.2026 at 02:35 PM IST,ANANDRATHI,-0.47,22.29,41.98,,,,0,0,0,40,"Strong 3M absolute return, Strong 6M absolute return",Financial Services,Asset Management,6.0,215,2.79
10.09.2026 at 02:35 PM IST,RENUKA,12.61,4.88,3.71,,,,0,0,0,45,"Strong 1M absolute return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Defensive,Confectioners,5.0,138,3.62
10.09.2026 at 02:35 PM IST,GAYAPROJ,27.08,13.36,95.12,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Engineering & Construction,3.0,414,0.72
10.09.2026 at 02:35 PM IST,SARVESHWAR,16.47,11.94,22.87,,,,0,0,0,45,"Strong 1M absolute return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Defensive,Packaged Foods,5.0,138,3.62
10.09.2026 at 02:35 PM IST,GPPL,11.87,7.54,5.11,,,,0,0,0,45,"Strong 1M absolute return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Industrials,Marine Shipping,5.0,414,1.21
10.09.2026 at 02:35 PM IST,GROBTEA,7.26,8.31,10.8,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Defensive,Farm Products,7.0,138,5.07
10.09.2026 at 02:35 PM IST,SARDAEN,10.3,3.19,-1.95,,,,0,0,0,25,"Strong 1M absolute return, Positive 3M return",Basic Materials,Steel,11.0,326,3.37
10.09.2026 at 02:35 PM IST,EIEL,5.03,9.99,40.29,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Engineering & Construction,4.0,414,0.97
10.09.2026 at 02:35 PM IST,SHARDAMOTR,7.86,18.13,16.96,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Cyclical,Auto Parts,7.0,372,1.88
10.09.2026 at 02:35 PM IST,ADVANCE,1.3,22.43,13.83,,,,0,0,0,48,"Positive 1M return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Agricultural Inputs,4.0,326,1.23
10.09.2026 at 02:35 PM IST,MANAKCOAT,8.26,18.9,13.21,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Industrials,Metal Fabrication,7.0,414,1.69
10.09.2026 at 02:35 PM IST,BHAGYANGR,11.88,39.15,168.26,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Copper,1.0,326,0.31
10.09.2026 at 02:35 PM IST,NRBBEARING,10.47,21.19,96.35,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Auto Parts,1.0,372,0.27
10.09.2026 at 02:35 PM IST,ACUTAAS,6.56,9.97,57.73,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Specialty Chemicals,4.0,326,1.23
10.09.2026 at 02:35 PM IST,WONDERLA,7.66,8.84,-0.62,,,,0,0,0,18,"Positive 1M return, Positive 3M return",Consumer Cyclical,Leisure,13.0,372,3.49
10.09.2026 at 02:35 PM IST,PGIL,-3.91,40.62,58.13,,,,0,0,0,40,"Strong 3M absolute return, Strong 6M absolute return",Consumer Cyclical,Apparel Manufacturing,6.0,372,1.61
10.09.2026 at 02:35 PM IST,PARAGMILK,24.03,15.11,31.25,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Defensive,Packaged Foods,3.0,138,2.17
10.09.2026 at 02:35 PM IST,SUNDRMFAST,2.56,45.75,50.22,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Auto Parts,2.0,372,0.54
10.09.2026 at 02:35 PM IST,OLAELEC,-0.88,-8.71,70.44,,,,0,0,0,20,Strong 6M absolute return,Consumer Cyclical,Auto Manufacturers,12.0,372,3.23
10.09.2026 at 02:35 PM IST,EVEREADY,1.26,3.32,15.2,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Industrials,Electrical Equipment & Parts,7.0,414,1.69
10.09.2026 at 02:35 PM IST,ZIMLAB,25.48,21.11,100.18,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,1.0,147,0.68
10.09.2026 at 02:35 PM IST,VSTL,13.5,-0.44,7.13,,,,0,0,0,25,"Strong 1M absolute return, Positive 6M return",Basic Materials,Steel,11.0,326,3.37
10.09.2026 at 02:35 PM IST,PDMJEPAPER,11.85,23.94,31.56,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Paper & Paper Products,1.0,326,0.31
10.09.2026 at 02:35 PM IST,OBCL,5.65,-7.0,1.09,,,,0,0,0,18,"Positive 1M return, Positive 6M return",Unknown,Unknown,11.0,97,11.34
10.09.2026 at 02:35 PM IST,KOLTEPATIL,-13.51,27.26,35.62,,,,0,0,0,40,"Strong 3M absolute return, Strong 6M absolute return",Real Estate,Real Estate - Development,5.0,67,7.46
10.09.2026 at 02:35 PM IST,KSL,12.95,20.57,39.84,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Steel,1.0,326,0.31
10.09.2026 at 02:35 PM IST,KREBSBIO,10.71,-4.95,12.77,,,,0,0,0,25,"Strong 1M absolute return, Positive 6M return",Healthcare,Drug Manufacturers - Specialty & Generic,10.0,147,6.8
10.09.2026 at 02:35 PM IST,CHOLAFIN,-2.77,12.79,22.22,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Financial Services,Credit Services,11.0,215,5.12
10.09.2026 at 02:35 PM IST,WENDT,9.02,13.93,34.79,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Tools & Accessories,4.0,414,0.97
10.09.2026 at 02:35 PM IST,SUPERHOUSE,5.6,12.04,17.29,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Cyclical,Footwear & Accessories,7.0,372,1.88
10.09.2026 at 02:35 PM IST,SUPREMEINF,6.07,11.73,24.03,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Industrials,Engineering & Construction,7.0,414,1.69
10.09.2026 at 02:35 PM IST,MWL,-4.36,5.74,46.98,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",Basic Materials,Steel,9.0,326,2.76
10.09.2026 at 02:35 PM IST,PODDARMENT,8.81,14.89,35.17,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Specialty Chemicals,4.0,326,1.23
10.09.2026 at 02:35 PM IST,MRPL,5.12,10.74,2.9,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Energy,Oil & Gas Refining & Marketing,5.0,30,16.67
10.09.2026 at 02:35 PM IST,LFIC,6.54,-0.94,12.41,,,,0,0,0,18,"Positive 1M return, Positive 6M return",Financial Services,Asset Management,12.0,215,5.58
10.09.2026 at 02:35 PM IST,STARPAPER,7.42,22.1,22.85,,,,0,0,0,48,"Positive 1M return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Paper & Paper Products,4.0,326,1.23
10.09.2026 at 02:35 PM IST,STEELCITY,12.25,22.54,13.02,,,,0,0,0,55,"Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Financial Services,Capital Markets,3.0,215,1.4
10.09.2026 at 02:35 PM IST,MGEL,12.76,-1.58,60.52,,,,0,0,0,35,"Strong 1M absolute return, Strong 6M absolute return",Unknown,Unknown,7.0,97,7.22
10.09.2026 at 02:35 PM IST,JINDALSTEL,4.15,-0.7,-3.92,,,,0,0,0,8,Positive 1M return,Basic Materials,Steel,16.0,326,4.91
10.09.2026 at 02:35 PM IST,INDOCO,19.09,8.11,29.5,,,,0,0,0,45,"Strong 1M absolute return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,5.0,147,3.4
10.09.2026 at 02:35 PM IST,PNB,-0.96,7.86,7.29,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Financial Services,Banks - Regional,11.0,215,5.12
10.09.2026 at 02:35 PM IST,ANDHRAPAP,18.85,15.27,15.09,,,,0,0,0,45,"Strong 1M absolute return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Paper & Paper Products,5.0,326,1.53
10.09.2026 at 02:35 PM IST,FINCABLES,10.57,35.55,58.23,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Electrical Equipment & Parts,1.0,414,0.24
10.09.2026 at 02:35 PM IST,PCBL,5.67,11.87,24.66,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Specialty Chemicals,7.0,326,2.15
10.09.2026 at 02:35 PM IST,63MOONS,4.34,35.65,50.39,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Technology,Software - Application,2.0,153,1.31
10.09.2026 at 02:35 PM IST,ONWARDTEC,1.03,19.74,20.01,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Technology,Information Technology Services,7.0,153,4.58
10.09.2026 at 02:35 PM IST,NEOGEN,14.96,15.17,64.38,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Specialty Chemicals,3.0,326,0.92
10.09.2026 at 02:35 PM IST,OIL,4.83,19.86,6.89,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Energy,Oil & Gas Integrated,5.0,30,16.67
10.09.2026 at 02:35 PM IST,ORTINGLOBE,7.66,-6.43,-2.51,,,,0,0,0,8,Positive 1M return,Healthcare,Drug Manufacturers - Specialty & Generic,14.0,147,9.52
10.09.2026 at 02:35 PM IST,VRAJ,2.36,3.5,11.64,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Steel,7.0,326,2.15
10.09.2026 at 02:35 PM IST,ADROITINFO,8.16,18.15,12.47,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Technology,Information Technology Services,7.0,153,4.58
10.09.2026 at 02:35 PM IST,ABSLAMC,7.5,2.04,11.25,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Financial Services,Asset Management,7.0,215,3.26
10.09.2026 at 02:35 PM IST,EMCURE,-0.99,14.68,38.36,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",Healthcare,Drug Manufacturers - Specialty & Generic,9.0,147,6.12
10.09.2026 at 02:35 PM IST,SECMARK,17.71,22.05,26.16,,,,0,0,0,55,"Strong 1M absolute return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Industrials,Consulting Services,3.0,414,0.72
10.09.2026 at 02:35 PM IST,SAMBHV,11.64,21.13,44.34,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Steel,1.0,326,0.31
10.09.2026 at 02:35 PM IST,AHCL,17.82,4.48,44.34,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,3.0,147,2.04
10.09.2026 at 02:35 PM IST,AETHER,0.16,43.21,61.18,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Specialty Chemicals,2.0,326,0.61
10.09.2026 at 02:35 PM IST,GPTHEALTH,4.72,11.13,28.91,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Healthcare,Medical Care Facilities,7.0,147,4.76
10.09.2026 at 02:35 PM IST,CARYSIL,-1.0,0.35,44.4,,,,0,0,0,30,"Positive 3M return, Strong 6M absolute return",Consumer Cyclical,"Furnishings, Fixtures & Appliances",9.0,372,2.42
10.09.2026 at 02:35 PM IST,ATHERENERG,7.53,64.46,132.82,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Consumer Cyclical,Auto Manufacturers,2.0,372,0.54
10.09.2026 at 02:35 PM IST,ARTEMISMED,9.45,31.85,51.64,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Unknown,Unknown,2.0,97,2.06
10.09.2026 at 02:35 PM IST,VITAL,7.85,4.82,30.54,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Specialty Chemicals,4.0,326,1.23
10.09.2026 at 02:35 PM IST,KINGFA,9.75,22.64,50.9,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Basic Materials,Specialty Chemicals,2.0,326,0.61
10.09.2026 at 02:35 PM IST,JASH,2.11,12.01,44.94,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Specialty Industrial Machinery,4.0,414,0.97
10.09.2026 at 02:35 PM IST,EDELWEISS,10.48,14.45,28.51,,,,0,0,0,45,"Strong 1M absolute return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Financial Services,Financial Conglomerates,5.0,215,2.33
10.09.2026 at 02:35 PM IST,EBGNG,18.5,50.23,75.47,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Technology,Computer Hardware,1.0,153,0.65
10.09.2026 at 02:35 PM IST,SANATHAN,2.22,19.76,16.57,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Cyclical,Textile Manufacturing,7.0,372,1.88
10.09.2026 at 02:35 PM IST,INOXINDIA,17.39,23.92,100.82,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Specialty Industrial Machinery,1.0,414,0.24
10.09.2026 at 02:35 PM IST,IKIO,5.22,39.26,69.35,,,,0,0,0,58,"Positive 1M return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Technology,Electronic Components,2.0,153,1.31
10.09.2026 at 02:35 PM IST,TITAGARH,1.37,-3.58,34.88,,,,0,0,0,28,"Positive 1M return, Strong 6M absolute return",Industrials,Railroads,10.0,414,2.42
10.09.2026 at 02:35 PM IST,GUJTHEM,22.2,11.91,44.69,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Healthcare,Drug Manufacturers - Specialty & Generic,3.0,147,2.04
10.09.2026 at 02:35 PM IST,IDEA,10.07,1.71,60.41,,,,0,0,0,55,"Strong 1M absolute return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Communication Services,Telecom Services,3.0,63,4.76
10.09.2026 at 02:35 PM IST,TATVA,-1.57,41.89,46.3,,,,0,0,0,40,"Strong 3M absolute return, Strong 6M absolute return",Basic Materials,Specialty Chemicals,6.0,326,1.84
10.09.2026 at 02:35 PM IST,KSHITIJPOL,15.14,-49.69,35.12,,,,0,0,0,35,"Strong 1M absolute return, Strong 6M absolute return",Industrials,Business Equipment & Supplies,8.0,414,1.93
10.09.2026 at 02:35 PM IST,PLAZACABLE,16.95,24.99,67.99,,,,0,0,0,65,"Strong 1M absolute return, Strong 3M absolute return, Strong 6M absolute return, Positive across 1M/3M/6M",Industrials,Electrical Equipment & Parts,1.0,414,0.24
10.09.2026 at 02:35 PM IST,MITCON,7.14,4.23,52.33,,,,0,0,0,48,"Positive 1M return, Positive 3M return, Strong 6M absolute return, Positive across 1M/3M/6M",Unknown,Unknown,3.0,97,3.09
10.09.2026 at 02:35 PM IST,MGL,-0.15,-1.95,6.43,,,,0,0,0,10,Positive 6M return,Utilities,Utilities - Regulated Gas,8.0,38,21.05
10.09.2026 at 02:35 PM IST,AGARWALEYE,-0.24,16.14,14.7,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Healthcare,Medical Instruments & Supplies,11.0,147,7.48
10.09.2026 at 02:35 PM IST,GAIL,-0.97,-1.08,17.87,,,,0,0,0,10,Positive 6M return,Utilities,Utilities - Regulated Gas,8.0,38,21.05
10.09.2026 at 02:35 PM IST,SBFC,5.04,8.81,6.75,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Financial Services,Credit Services,7.0,215,3.26
10.09.2026 at 02:35 PM IST,GRAUWEIL,13.15,-1.51,,,,,0,0,0,15,Strong 1M absolute return,Basic Materials,Specialty Chemicals,14.0,326,4.29
10.09.2026 at 02:35 PM IST,ZUARIIND,5.05,10.96,7.47,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Industrials,Conglomerates,7.0,414,1.69
10.09.2026 at 02:35 PM IST,ASAHIINDIA,8.38,10.59,13.03,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Cyclical,Auto Parts,7.0,372,1.88
10.09.2026 at 02:35 PM IST,EXCELSOFT,7.96,2.14,3.44,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Technology,Software - Application,7.0,153,4.58
10.09.2026 at 02:35 PM IST,BOROLTD,8.69,20.39,2.47,,,,0,0,0,48,"Positive 1M return, Strong 3M absolute return, Positive 6M return, Positive across 1M/3M/6M",Consumer Cyclical,"Furnishings, Fixtures & Appliances",4.0,372,1.08
10.09.2026 at 02:35 PM IST,CARERATING,0.65,5.41,6.59,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Financial Services,Financial Data & Stock Exchanges,7.0,215,3.26
10.09.2026 at 02:35 PM IST,LICHSGFIN,10.83,1.66,12.95,,,,0,0,0,45,"Strong 1M absolute return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Financial Services,Mortgage Finance,5.0,215,2.33
10.09.2026 at 02:35 PM IST,MAITHANALL,6.39,-0.73,13.35,,,,0,0,0,18,"Positive 1M return, Positive 6M return",Basic Materials,Steel,13.0,326,3.99
10.09.2026 at 02:35 PM IST,LGEINDIA,4.38,4.96,5.47,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Technology,Consumer Electronics,7.0,153,4.58
10.09.2026 at 02:35 PM IST,LOYALTEX,-0.76,6.84,4.44,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Consumer Cyclical,Textile Manufacturing,12.0,372,3.23
10.09.2026 at 02:35 PM IST,PETRONET,3.88,4.73,0.49,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Energy,Oil & Gas Refining & Marketing,5.0,30,16.67
10.09.2026 at 02:35 PM IST,ALICON,-4.48,12.04,5.89,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Industrials,Metal Fabrication,12.0,414,2.9
10.09.2026 at 02:35 PM IST,TNPL,-0.1,6.91,12.48,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Basic Materials,Paper & Paper Products,12.0,326,3.68
10.09.2026 at 02:35 PM IST,IMPAL,5.38,5.26,12.62,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Cyclical,Auto Parts,7.0,372,1.88
10.09.2026 at 02:35 PM IST,DIAMINESQ,5.18,1.32,15.36,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Basic Materials,Chemicals,7.0,326,2.15
10.09.2026 at 02:35 PM IST,DHARMAJ,-3.57,-2.74,9.54,,,,0,0,0,10,Positive 6M return,Basic Materials,Agricultural Inputs,15.0,326,4.6
10.09.2026 at 02:35 PM IST,AMBICAAGAR,4.22,5.46,9.18,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Defensive,Household & Personal Products,7.0,138,5.07
10.09.2026 at 02:35 PM IST,KOTAKBANK,6.11,2.3,10.6,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Financial Services,Banks - Regional,7.0,215,3.26
10.09.2026 at 02:35 PM IST,CINELINE,5.47,18.06,6.89,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Communication Services,Entertainment,6.0,63,9.52
10.09.2026 at 02:35 PM IST,APOLSINHOT,-1.18,-4.94,3.25,,,,0,0,0,10,Positive 6M return,Industrials,Specialty Business Services,15.0,414,3.62
10.09.2026 at 02:35 PM IST,COCHINSHIP,1.99,7.36,10.93,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Industrials,Aerospace & Defense,7.0,414,1.69
10.09.2026 at 02:35 PM IST,JUNIPER,14.98,14.33,12.12,,,,0,0,0,45,"Strong 1M absolute return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Consumer Cyclical,Lodging,5.0,372,1.34
10.09.2026 at 02:35 PM IST,JSWDULUX,0.6,1.8,11.96,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Unknown,Unknown,6.0,97,6.19
10.09.2026 at 02:35 PM IST,CRISIL,5.54,16.92,14.54,,,,0,0,0,38,"Positive 1M return, Positive 3M return, Positive 6M return, Positive across 1M/3M/6M",Financial Services,Financial Data & Stock Exchanges,7.0,215,3.26
10.09.2026 at 02:35 PM IST,TREL,-0.81,5.56,9.55,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Real Estate,Real Estate Services,9.0,67,13.43
10.09.2026 at 02:35 PM IST,DYNPRO,-8.22,4.42,12.54,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Basic Materials,Specialty Chemicals,12.0,326,3.68
10.09.2026 at 02:35 PM IST,VRLLOG,-5.31,25.73,8.42,,,,0,0,0,30,"Strong 3M absolute return, Positive 6M return",Industrials,Trucking,9.0,414,2.17
10.09.2026 at 02:35 PM IST,GARFIBRES,-0.24,13.3,25.63,,,,0,0,0,20,"Positive 3M return, Positive 6M return",Consumer Cyclical,Textile Manufacturing,12.0,372,3.23
