range_scan_time,symbol,range_status,range_score,range_low,range_high,absolute_range_low,absolute_range_high,range_width_pct,absolute_range_width_pct,current_position_pct,upside_to_range_high_pct,downside_to_range_low_pct,inside_range_pct,lower_touch_days,upper_touch_days,range_stability_score,range_width_score,range_position_score,range_bounce_score,range_quality_risk_score,range_rsi,range_volume_ratio,range_breakdown_buffer_pct,range_breakout_buffer_pct,is_range_breakdown,is_range_breakout,range_reasons
26.05.2026 at 04:05 PM IST,J&KBANK,Profit Booking Zone,55.83,100.29,133.4,97.35,145.0,33.02,48.95,100.0,-4.82,28.45,80.0,36,22,87.5,50.0,5,100,51.35,53.97,0.46,39.76,5.07,False,False,80.0% closes stayed inside robust range | Range width is 33.0% | Current position is 100.0% inside range | Upside to range high is -4.8% | Downside to range low is 28.4% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,VINCOFE,Neutral Range,62.79,129.94,162.22,120.24,179.85,24.84,49.58,61.41,8.32,13.24,80.0,27,26,87.5,80.0,20,72,60.74,60.4,3.34,15.26,-7.68,False,False,80.0% closes stayed inside robust range | Range width is 24.8% | Current position is 61.4% inside range | Upside to range high is 8.3% | Downside to range low is 13.2%
26.05.2026 at 04:05 PM IST,ZENTEC,Profit Booking Zone,59.76,1319.43,1621.95,1223.0,1825.0,22.93,49.22,93.67,1.19,17.68,80.0,43,21,87.5,80.0,5,75,62.53,57.67,0.43,21.48,-1.18,False,False,80.0% closes stayed inside robust range | Range width is 22.9% | Current position is 93.7% inside range | Upside to range high is 1.2% | Downside to range low is 17.7% | Stock is near upper band
26.05.2026 at 04:05 PM IST,RATNAVEER,Profit Booking Zone,59.43,139.58,176.87,130.5,193.39,26.72,48.19,96.26,0.79,20.46,80.0,28,16,87.5,80.0,5,80,55.33,43.79,1.06,25.72,-0.79,False,False,80.0% closes stayed inside robust range | Range width is 26.7% | Current position is 96.3% inside range | Upside to range high is 0.8% | Downside to range low is 20.5% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,JARO,Profit Booking Zone,54.22,415.07,554.2,383.5,678.6,33.52,76.95,100.0,-3.85,27.99,80.0,26,23,87.5,50.0,5,70,70.63,82.93,0.26,38.87,4.01,False,False,80.0% closes stayed inside robust range | Range width is 33.5% | Current position is 100.0% inside range | Upside to range high is -3.9% | Downside to range low is 28.0% | Stock is near upper band
26.05.2026 at 04:05 PM IST,ELGIEQUIP,Profit Booking Zone,59.4,439.34,553.5,408.25,574.95,25.98,40.83,100.0,-1.69,21.96,80.83,16,29,89.58,80.0,5,75,56.67,55.63,0.57,28.15,1.72,False,False,80.8% closes stayed inside robust range | Range width is 26.0% | Current position is 100.0% inside range | Upside to range high is -1.7% | Downside to range low is 22.0% | Stock is near upper band
26.05.2026 at 04:05 PM IST,ICICIAMC,Profit Booking Zone,61.45,2663.5,3297.75,2530.0,3597.5,23.81,42.19,100.0,-1.87,20.74,79.25,21,29,85.61,80.0,5,85,67.01,55.18,0.9,26.17,1.91,False,False,79.2% closes stayed inside robust range | Range width is 23.8% | Current position is 100.0% inside range | Upside to range high is -1.9% | Downside to range low is 20.7% | Stock is near upper band
26.05.2026 at 04:05 PM IST,ENGINERSIN,Profit Booking Zone,52.11,180.4,246.91,163.55,267.0,36.87,63.25,75.32,7.12,21.73,80.0,20,22,87.5,50.0,5,60,66.55,35.52,0.81,27.77,-6.65,False,False,80.0% closes stayed inside robust range | Range width is 36.9% | Current position is 75.3% inside range | Upside to range high is 7.1% | Downside to range low is 21.7% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,PAISALO,Wide / Volatile Range,48.24,33.34,48.49,30.0,51.3,45.43,71.0,100.0,-1.41,32.21,80.0,30,17,87.5,20.0,5,90,50.77,50.94,0.98,47.51,1.43,False,False,80.0% closes stayed inside robust range | Range width is 45.4% | Current position is 100.0% inside range | Upside to range high is -1.4% | Downside to range low is 32.2% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SKYGOLD,Wide / Volatile Range,49.88,320.01,456.77,297.95,549.9,42.74,84.56,100.0,-4.9,33.37,80.0,34,17,87.5,20.0,5,100,51.67,50.29,0.36,50.09,5.15,False,False,80.0% closes stayed inside robust range | Range width is 42.7% | Current position is 100.0% inside range | Upside to range high is -4.9% | Downside to range low is 33.4% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,JKPAPER,Profit Booking Zone,67.09,325.99,379.05,304.85,401.5,16.28,31.7,100.0,-1.79,15.54,80.0,28,29,87.5,100.0,5,100,59.75,54.23,0.43,18.4,1.82,False,False,80.0% closes stayed inside robust range | Range width is 16.3% | Current position is 100.0% inside range | Upside to range high is -1.8% | Downside to range low is 15.5% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SHREEJISPG,Profit Booking Zone,58.58,330.74,421.69,303.5,467.3,27.5,53.97,100.0,-7.95,27.8,80.0,26,20,87.5,80.0,5,70,59.71,67.88,0.7,38.51,8.63,False,False,80.0% closes stayed inside robust range | Range width is 27.5% | Current position is 100.0% inside range | Upside to range high is -7.9% | Downside to range low is 27.8% | Stock is near upper band
26.05.2026 at 04:05 PM IST,NUVAMA,Profit Booking Zone,59.82,1178.37,1481.87,1096.9,1647.9,25.76,50.23,100.0,-2.08,22.14,80.0,20,37,87.5,80.0,5,85,52.94,59.6,0.62,28.43,2.13,False,False,80.0% closes stayed inside robust range | Range width is 25.8% | Current position is 100.0% inside range | Upside to range high is -2.1% | Downside to range low is 22.1% | Stock is near upper band
26.05.2026 at 04:05 PM IST,FABTECH,Wide / Volatile Range,50.0,143.92,223.6,132.7,256.95,55.37,93.63,16.07,42.67,8.17,80.0,20,16,87.5,20.0,90,90,73.18,41.49,0.14,8.9,-29.91,False,False,80.0% closes stayed inside robust range | Range width is 55.4% | Current position is 16.1% inside range | Upside to range high is 42.7% | Downside to range low is 8.2% | Stock is near lower band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,EXIDEIND,Profit Booking Zone,64.04,302.57,367.94,287.0,381.75,21.6,33.01,97.42,0.46,17.39,80.0,19,35,87.5,100.0,5,78,61.47,59.47,1.99,21.04,-0.46,False,False,80.0% closes stayed inside robust range | Range width is 21.6% | Current position is 97.4% inside range | Upside to range high is 0.5% | Downside to range low is 17.4% | Stock is near upper band
26.05.2026 at 04:05 PM IST,MEDPLUS,Profit Booking Zone,64.55,801.15,891.09,759.0,1022.2,11.23,34.68,90.39,0.98,9.21,80.0,44,35,87.5,100.0,5,80,62.81,49.98,1.17,10.15,-0.97,False,False,80.0% closes stayed inside robust range | Range width is 11.2% | Current position is 90.4% inside range | Upside to range high is 1.0% | Downside to range low is 9.2% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,MBAPL,Profit Booking Zone,55.78,401.33,544.53,382.8,585.0,35.68,52.82,100.0,-0.71,26.83,80.0,33,24,87.5,50.0,5,100,51.06,40.18,0.95,36.66,0.72,False,False,80.0% closes stayed inside robust range | Range width is 35.7% | Current position is 100.0% inside range | Upside to range high is -0.7% | Downside to range low is 26.8% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SANOFICONR,Profit Booking Zone,66.11,4089.73,4729.43,3975.0,5255.0,15.64,32.2,88.35,1.6,12.14,80.0,24,48,87.5,100.0,5,90,63.2,49.68,0.35,13.82,-1.58,False,False,80.0% closes stayed inside robust range | Range width is 15.6% | Current position is 88.3% inside range | Upside to range high is 1.6% | Downside to range low is 12.1% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,IRISDOREME,Profit Booking Zone,66.79,30.42,36.89,26.35,39.49,21.29,49.87,96.25,0.66,17.01,80.0,20,34,87.5,100.0,5,100,57.76,50.54,0.69,20.49,-0.66,False,False,80.0% closes stayed inside robust range | Range width is 21.3% | Current position is 96.2% inside range | Upside to range high is 0.7% | Downside to range low is 17.0% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SCI,Wide / Volatile Range,46.09,214.6,318.65,195.55,368.75,48.49,88.57,89.81,3.44,30.34,80.0,24,15,87.5,20.0,5,70,56.4,48.08,0.49,43.55,-3.33,False,False,80.0% closes stayed inside robust range | Range width is 48.5% | Current position is 89.8% inside range | Upside to range high is 3.4% | Downside to range low is 30.3% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,CORDSCABLE,Range Breakout Watch,55.0,151.44,202.65,127.01,241.99,33.82,90.53,100.0,-11.72,34.03,80.0,19,17,87.5,50.0,5,72,30.15,59.17,3.27,51.57,13.27,False,True,80.0% closes stayed inside robust range | Range width is 33.8% | Current position is 100.0% inside range | Upside to range high is -11.7% | Downside to range low is 34.0% | Price is above upper range with elevated volume | Stock is near upper band
26.05.2026 at 04:05 PM IST,STYLAMIND,Profit Booking Zone,61.34,2173.59,2516.32,2052.5,2929.0,15.77,42.7,100.0,-11.22,23.31,80.0,91,14,87.5,100.0,5,70,51.41,74.68,0.33,30.39,12.63,False,False,80.0% closes stayed inside robust range | Range width is 15.8% | Current position is 100.0% inside range | Upside to range high is -11.2% | Downside to range low is 23.3% | Stock is near upper band
26.05.2026 at 04:05 PM IST,WELCORP,Wide / Volatile Range,47.73,754.87,1285.42,710.0,1377.4,70.28,94.0,100.0,-2.55,42.77,80.0,19,19,87.5,20.0,5,90,47.35,54.93,0.58,74.73,2.61,False,False,80.0% closes stayed inside robust range | Range width is 70.3% | Current position is 100.0% inside range | Upside to range high is -2.5% | Downside to range low is 42.8% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,GENUSPOWER,Profit Booking Zone,63.12,244.09,313.14,206.36,339.0,28.29,64.28,100.0,-3.92,25.1,80.0,18,30,87.5,80.0,5,100,59.93,43.98,0.73,33.52,4.07,False,False,80.0% closes stayed inside robust range | Range width is 28.3% | Current position is 100.0% inside range | Upside to range high is -3.9% | Downside to range low is 25.1% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,NMDC,Profit Booking Zone,67.05,76.45,89.82,73.22,94.25,17.48,28.72,100.0,-0.94,15.68,80.0,31,28,87.5,100.0,5,100,59.48,53.87,0.93,18.6,0.95,False,False,80.0% closes stayed inside robust range | Range width is 17.5% | Current position is 100.0% inside range | Upside to range high is -0.9% | Downside to range low is 15.7% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,BORANA,Lower Range Watch,67.01,283.41,388.43,258.55,420.0,37.05,62.44,41.94,18.62,13.45,80.0,20,23,87.5,50.0,65,57,68.92,28.44,2.68,15.54,-15.7,False,False,80.0% closes stayed inside robust range | Range width is 37.1% | Current position is 41.9% inside range | Upside to range high is 18.6% | Downside to range low is 13.4%
26.05.2026 at 04:05 PM IST,HAL,Profit Booking Zone,67.59,3890.3,4533.58,3479.1,4836.3,16.54,39.01,83.54,2.39,12.14,80.0,24,37,87.5,100.0,5,100,63.07,38.05,0.69,13.81,-2.34,False,False,80.0% closes stayed inside robust range | Range width is 16.5% | Current position is 83.5% inside range | Upside to range high is 2.4% | Downside to range low is 12.1% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,GLENMARK,Profit Booking Zone,65.27,1957.91,2352.9,1842.0,2474.0,20.17,34.31,99.62,0.06,16.73,80.0,40,21,87.5,100.0,5,90,57.65,47.68,0.67,20.1,-0.06,False,False,80.0% closes stayed inside robust range | Range width is 20.2% | Current position is 99.6% inside range | Upside to range high is 0.1% | Downside to range low is 16.7% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,LMW,Profit Booking Zone,63.54,13618.9,15413.3,11920.0,16180.0,13.18,35.74,92.46,0.89,10.86,80.0,19,42,87.5,100.0,5,78,58.08,57.52,2.11,12.18,-0.88,False,False,80.0% closes stayed inside robust range | Range width is 13.2% | Current position is 92.5% inside range | Upside to range high is 0.9% | Downside to range low is 10.9% | Stock is near upper band
26.05.2026 at 04:05 PM IST,HINDALCO,Profit Booking Zone,59.17,848.7,1054.8,800.95,1119.8,24.28,39.81,100.0,-4.44,23.11,80.0,24,28,87.5,80.0,5,85,48.63,61.53,1.23,30.06,4.65,False,False,80.0% closes stayed inside robust range | Range width is 24.3% | Current position is 100.0% inside range | Upside to range high is -4.4% | Downside to range low is 23.1% | Stock is near upper band
26.05.2026 at 04:05 PM IST,ENTERO,Profit Booking Zone,56.19,1001.56,1249.74,944.0,1390.0,24.78,47.25,100.0,-2.63,21.97,80.0,25,30,87.5,80.0,5,62,51.78,58.41,3.91,28.15,2.7,False,False,80.0% closes stayed inside robust range | Range width is 24.8% | Current position is 100.0% inside range | Upside to range high is -2.6% | Downside to range low is 22.0% | Stock is near upper band
26.05.2026 at 04:05 PM IST,BANDHANBNK,Profit Booking Zone,55.15,144.16,196.16,134.25,212.66,36.07,58.41,100.0,-2.12,28.06,80.0,34,20,87.5,50.0,5,100,46.81,39.14,1.02,39.01,2.16,False,False,80.0% closes stayed inside robust range | Range width is 36.1% | Current position is 100.0% inside range | Upside to range high is -2.1% | Downside to range low is 28.1% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,CARRARO,Profit Booking Zone,59.71,467.16,579.96,416.0,667.55,24.14,60.47,100.0,-4.69,23.23,80.0,20,29,87.5,80.0,5,85,52.2,61.54,1.19,30.25,4.92,False,False,80.0% closes stayed inside robust range | Range width is 24.1% | Current position is 100.0% inside range | Upside to range high is -4.7% | Downside to range low is 23.2% | Stock is near upper band
26.05.2026 at 04:05 PM IST,GANDHAR,Profit Booking Zone,58.07,126.85,158.38,115.0,178.95,24.86,55.61,100.0,-2.54,21.94,80.0,26,21,87.5,80.0,5,75,51.29,55.5,1.38,28.11,2.6,False,False,80.0% closes stayed inside robust range | Range width is 24.9% | Current position is 100.0% inside range | Upside to range high is -2.5% | Downside to range low is 21.9% | Stock is near upper band
26.05.2026 at 04:05 PM IST,REDTAPE,Range Breakout Watch,59.3,114.75,130.85,107.53,157.5,14.03,46.47,100.0,-11.88,22.72,80.0,26,37,87.5,100.0,5,57,50.84,76.09,12.5,29.4,13.48,False,True,80.0% closes stayed inside robust range | Range width is 14.0% | Current position is 100.0% inside range | Upside to range high is -11.9% | Downside to range low is 22.7% | Price is above upper range with elevated volume | Stock is near upper band
26.05.2026 at 04:05 PM IST,SUDEEPPHRM,Profit Booking Zone,64.0,586.27,684.05,524.05,786.9,16.68,50.16,100.0,-1.87,15.9,80.0,32,37,87.5,100.0,5,78,61.18,57.12,2.14,18.9,1.91,False,False,80.0% closes stayed inside robust range | Range width is 16.7% | Current position is 100.0% inside range | Upside to range high is -1.9% | Downside to range low is 15.9% | Stock is near upper band
26.05.2026 at 04:05 PM IST,APTECHT,Range Breakout Watch,55.0,78.14,104.17,69.1,115.46,33.31,67.09,100.0,-6.58,29.92,80.83,19,19,89.58,50.0,5,78,55.32,59.26,1.88,42.7,7.05,False,True,80.8% closes stayed inside robust range | Range width is 33.3% | Current position is 100.0% inside range | Upside to range high is -6.6% | Downside to range low is 29.9% | Price is above upper range with elevated volume | Stock is near upper band
26.05.2026 at 04:05 PM IST,SUZLON,Profit Booking Zone,55.64,41.12,54.28,38.19,58.06,32.02,52.03,100.0,-0.54,24.67,80.0,22,40,87.5,50.0,5,93,57.11,51.18,2.08,32.74,0.55,False,False,80.0% closes stayed inside robust range | Range width is 32.0% | Current position is 100.0% inside range | Upside to range high is -0.5% | Downside to range low is 24.7% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,CHENNPETRO,Profit Booking Zone,63.08,828.26,1064.78,765.5,1159.7,28.56,51.5,80.98,4.41,18.78,80.0,22,16,87.5,80.0,5,90,69.69,36.75,0.26,23.13,-4.22,False,False,80.0% closes stayed inside robust range | Range width is 28.6% | Current position is 81.0% inside range | Upside to range high is 4.4% | Downside to range low is 18.8% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,SANDHAR,Profit Booking Zone,60.97,476.94,564.08,424.0,733.9,18.27,73.09,100.0,-18.4,31.0,80.0,30,35,87.5,100.0,5,70,48.98,81.13,1.06,44.93,22.54,False,False,80.0% closes stayed inside robust range | Range width is 18.3% | Current position is 100.0% inside range | Upside to range high is -18.4% | Downside to range low is 31.0% | Stock is near upper band
26.05.2026 at 04:05 PM IST,GEOJITFSL,Profit Booking Zone,57.78,58.67,75.22,50.86,82.6,28.21,62.41,100.0,-0.54,22.43,80.0,20,26,87.5,80.0,5,70,54.35,74.11,0.76,28.91,0.54,False,False,80.0% closes stayed inside robust range | Range width is 28.2% | Current position is 100.0% inside range | Upside to range high is -0.5% | Downside to range low is 22.4% | Stock is near upper band
26.05.2026 at 04:05 PM IST,GPIL,Profit Booking Zone,60.0,238.56,297.85,221.21,320.0,24.85,44.66,79.0,4.36,16.41,80.0,18,27,87.5,80.0,5,70,69.19,38.06,0.41,19.63,-4.18,False,False,80.0% closes stayed inside robust range | Range width is 24.9% | Current position is 79.0% inside range | Upside to range high is 4.4% | Downside to range low is 16.4% | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,NAZARA,Profit Booking Zone,60.43,232.5,284.42,215.7,314.0,22.33,45.57,100.0,-2.11,19.98,80.0,23,29,87.5,80.0,5,85,57.03,61.81,0.34,24.97,2.16,False,False,80.0% closes stayed inside robust range | Range width is 22.3% | Current position is 100.0% inside range | Upside to range high is -2.1% | Downside to range low is 20.0% | Stock is near upper band
26.05.2026 at 04:05 PM IST,WALCHANNAG,Wide / Volatile Range,50.0,149.95,238.23,131.15,276.6,58.87,110.9,100.0,-10.19,43.47,80.0,21,20,87.5,20.0,5,87,24.02,53.2,4.43,76.91,11.35,False,True,80.0% closes stayed inside robust range | Range width is 58.9% | Current position is 100.0% inside range | Upside to range high is -10.2% | Downside to range low is 43.5% | Price is above upper range with elevated volume | Stock is near upper band | RSI is in a reasonable range-bound zone
26.05.2026 at 04:05 PM IST,PATINTLOG,Wide / Volatile Range,45.09,9.64,13.76,8.01,14.78,42.77,84.52,91.44,2.63,28.11,80.83,15,29,89.58,20.0,5,57,59.27,74.51,15.14,39.11,-2.56,False,False,80.8% closes stayed inside robust range | Range width is 42.8% | Current position is 91.4% inside range | Upside to range high is 2.6% | Downside to range low is 28.1% | Stock is near upper band
