change_scan_time,symbol,sector,industry,current_price,current_rsi,current_risk,current_final_score,current_score_band,technical_score,fundamental_score,relative_strength_score,volume_ratio,distance_pct,distance_from_high_pct,trend,previous_rsi,previous_risk,previous_final_score,previous_score_band,score_change,rsi_change,risk_change,change_signal
01.09.2026 at 10:07 AM IST,BALMLAWRIE,Industrials,Conglomerates,175.29,49.1,15,13.28,E Avoid,22,37.0,18,0.21,18.15,21.79,Bearish,47.71,15.0,12.25,E Avoid,1.03,1.39,0.0,No Major Change
01.09.2026 at 10:07 AM IST,PATELENG,Industrials,Engineering & Construction,28.04,43.69,15,9.08,E Avoid,13,30.0,20,0.11,27.45,34.44,Bearish,43.59,15.0,8.05,E Avoid,1.03,0.1,0.0,No Major Change
01.09.2026 at 10:07 AM IST,TEGA,Industrials,Specialty Industrial Machinery,1592.0,42.46,15,8.78,E Avoid,21,27.0,8,0.12,8.08,25.08,Bearish,40.63,15.0,7.75,E Avoid,1.03,1.83,0.0,No Major Change
01.09.2026 at 10:07 AM IST,HILTON,Industrials,Metal Fabrication,19.44,36.74,20,4.38,E Avoid,13,37.0,10,0.27,44.75,65.68,Bearish,35.36,20.0,3.35,E Avoid,1.03,1.38,0.0,No Major Change
01.09.2026 at 10:07 AM IST,ACI,Basic Materials,Chemicals,500.8,44.92,15,1.03,E Avoid,31,12.0,0,1.67,4.38,30.69,Bearish,37.29,15.0,0.0,E Avoid,1.03,7.63,0.0,No Major Change
01.09.2026 at 10:07 AM IST,KSCL,Basic Materials,Agricultural Inputs,768.8,40.37,15,1.03,E Avoid,21,11.0,10,0.03,9.03,36.92,Bearish,38.87,15.0,0.0,E Avoid,1.03,1.5,0.0,No Major Change
01.09.2026 at 10:07 AM IST,THEMISMED,Healthcare,Drug Manufacturers - Specialty & Generic,127.37,66.74,0,37.67,D Weak,55,11.0,55,0.14,96.1,13.94,Bullish,64.15,0.0,36.65,D Weak,1.02,2.59,0.0,No Major Change
01.09.2026 at 10:07 AM IST,VIYASH,Healthcare,Drug Manufacturers - Specialty & Generic,264.15,49.07,0,37.57,D Weak,32,41.0,30,0.06,56.72,11.36,Bearish,48.73,0.0,36.55,D Weak,1.02,0.34,0.0,No Major Change
01.09.2026 at 10:07 AM IST,BALPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,85.02,46.9,0,28.02,E Avoid,32,31.0,10,0.14,41.7,13.99,Bearish,46.73,0.0,27.0,E Avoid,1.02,0.17,0.0,No Major Change
01.09.2026 at 10:07 AM IST,ORCHPHARMA,Healthcare,Drug Manufacturers - Specialty & Generic,973.5,46.47,0,20.77,E Avoid,32,0.0,30,0.07,102.81,14.08,Bearish,46.03,0.0,19.75,E Avoid,1.02,0.44,0.0,No Major Change
01.09.2026 at 10:07 AM IST,NECLIFE,Healthcare,Drug Manufacturers - Specialty & Generic,12.49,64.67,15,11.87,E Avoid,40,1.0,45,0.13,34.3,44.24,Bullish,65.46,15.0,10.85,E Avoid,1.02,-0.79,0.0,No Major Change
01.09.2026 at 10:07 AM IST,HIKAL,Healthcare,Drug Manufacturers - Specialty & Generic,204.34,40.03,15,9.37,E Avoid,13,27.0,20,0.06,39.72,27.65,Bearish,36.43,15.0,8.35,E Avoid,1.02,3.6,0.0,No Major Change
01.09.2026 at 10:07 AM IST,GIPCL,Utilities,Utilities - Regulated Electric,199.7,72.46,0,46.14,C Neutral,52,47.0,55,0.11,66.56,3.62,Bullish,78.39,0.0,45.15,C Neutral,0.99,-5.93,0.0,No Major Change
01.09.2026 at 10:07 AM IST,MGL,Utilities,Utilities - Regulated Gas,1075.1,42.28,15,5.44,E Avoid,18,27.0,10,0.28,21.39,19.88,Bearish,40.77,15.0,4.45,E Avoid,0.99,1.51,0.0,No Major Change
01.09.2026 at 10:07 AM IST,BRIGADE,Real Estate,Real Estate - Development,650.15,65.9,0,43.12,D Weak,50,23.0,65,0.12,44.74,18.65,Bullish,68.76,0.0,42.14,D Weak,0.98,-2.86,0.0,No Major Change
01.09.2026 at 10:07 AM IST,MODIS,Real Estate,Real Estate - Development,378.0,45.14,0,35.77,D Weak,32,47.0,20,0.04,36.96,11.9,Bullish,45.74,0.0,34.79,E Avoid,0.98,-0.6,0.0,Band Changed: E Avoid → D Weak
01.09.2026 at 10:07 AM IST,MAXESTATES,Real Estate,Real Estate - Development,504.2,58.18,0,30.77,E Avoid,50,2.0,45,0.16,65.07,12.92,Bullish,61.78,5.0,29.79,E Avoid,0.98,-3.6,-5.0,Risk Reduced
01.09.2026 at 10:07 AM IST,TATATECH,Technology,Information Technology Services,837.5,58.93,0,42.81,D Weak,65,30.0,48,0.34,67.59,6.0,Bullish,57.53,0.0,41.86,D Weak,0.95,1.4,0.0,No Major Change
01.09.2026 at 10:07 AM IST,OPTIEMUS,Technology,Electronics & Computer Distribution,582.9,54.06,0,37.26,D Weak,55,27.0,40,0.1,102.4,18.25,Bullish,51.56,0.0,36.31,D Weak,0.95,2.5,0.0,No Major Change
01.09.2026 at 10:07 AM IST,HCLTECH,Technology,Information Technology Services,1330.8,55.9,15,34.86,E Avoid,40,79.0,20,0.37,30.52,23.03,Bullish,52.08,15.0,33.91,E Avoid,0.95,3.82,0.0,No Major Change
01.09.2026 at 10:07 AM IST,TATAELXSI,Technology,Software - Application,3589.4,41.35,15,11.46,E Avoid,21,44.0,0,0.21,7.02,38.59,Bearish,40.22,15.0,10.51,E Avoid,0.95,1.13,0.0,No Major Change
01.09.2026 at 10:07 AM IST,SAKSOFT,Technology,Information Technology Services,155.6,38.94,15,7.81,E Avoid,13,30.0,20,0.11,45.1,30.38,Bearish,37.27,15.0,6.86,E Avoid,0.95,1.67,0.0,No Major Change
01.09.2026 at 10:07 AM IST,XTGLOBAL,Technology,Software - Application,31.29,55.45,15,5.76,E Avoid,40,12.0,10,0.06,24.17,32.26,Bullish,54.96,15.0,4.81,E Avoid,0.95,0.49,0.0,No Major Change
01.09.2026 at 10:07 AM IST,SILVERTUC,Technology,Information Technology Services,177.56,34.24,20,5.41,E Avoid,8,41.0,20,0.72,76.76,84.1,Bearish,30.78,20.0,4.46,E Avoid,0.95,3.46,0.0,No Major Change
01.09.2026 at 10:07 AM IST,MCLOUD,Technology,Information Technology Services,27.1,41.31,20,3.16,E Avoid,13,26.0,20,0.17,39.69,68.85,Bearish,38.35,20.0,2.21,E Avoid,0.95,2.96,0.0,No Major Change
01.09.2026 at 10:07 AM IST,INNOVANA,Technology,Software - Application,307.95,42.03,15,2.01,E Avoid,21,22.0,0,0.03,6.19,45.48,Bearish,39.98,15.0,1.06,E Avoid,0.95,2.05,0.0,No Major Change
01.09.2026 at 10:07 AM IST,ANTELOPUS,Energy,Oil & Gas E&P,795.0,46.85,0,44.96,D Weak,32,73.0,20,0.09,122.69,14.85,Bearish,44.27,0.0,44.03,D Weak,0.93,2.58,0.0,No Major Change
01.09.2026 at 10:07 AM IST,AAKASH,Energy,Oil & Gas Equipment & Services,8.7,45.11,15,4.81,E Avoid,17,23.0,10,0.13,20.67,35.07,Bearish,43.4,15.0,3.88,E Avoid,0.93,1.71,0.0,No Major Change
01.09.2026 at 10:07 AM IST,BEDMUTHA,Basic Materials,Steel,106.25,41.96,15,0.93,E Avoid,18,20.0,0,0.66,12.37,31.41,Bearish,40.18,15.0,0.0,E Avoid,0.93,1.78,0.0,No Major Change
01.09.2026 at 10:07 AM IST,CUPID,Consumer Defensive,Household & Personal Products,282.3,62.38,0,52.81,C Neutral,65,39.0,65,0.08,758.89,5.59,Bullish,61.45,0.0,51.91,C Neutral,0.9,0.93,0.0,No Major Change
01.09.2026 at 10:07 AM IST,AWL,Consumer Defensive,Packaged Foods,192.8,49.57,15,22.31,E Avoid,37,38.0,38,0.06,13.21,31.49,Bullish,49.17,15.0,21.41,E Avoid,0.9,0.4,0.0,No Major Change
01.09.2026 at 10:07 AM IST,VIKASLIFE,Consumer Defensive,Farm Products,1.31,54.67,15,10.61,E Avoid,30,30.0,8,0.13,24.76,44.73,Bearish,52.96,15.0,9.71,E Avoid,0.9,1.71,0.0,No Major Change
01.09.2026 at 10:07 AM IST,PATANJALI,Consumer Defensive,Packaged Foods,346.35,38.21,15,9.86,E Avoid,21,41.0,0,0.29,6.22,42.93,Bearish,35.71,15.0,8.96,E Avoid,0.9,2.5,0.0,No Major Change
01.09.2026 at 10:07 AM IST,COMPUSOFT,Consumer Defensive,Education & Training Services,13.55,53.43,15,9.81,E Avoid,45,19.0,8,0.11,12.92,34.03,Bullish,51.82,15.0,8.91,E Avoid,0.9,1.61,0.0,No Major Change
01.09.2026 at 10:07 AM IST,BORANA,Consumer Cyclical,Textile Manufacturing,310.7,45.2,15,10.96,E Avoid,12,43.0,0,0.12,47.25,26.02,Bearish,43.04,15.0,10.1,E Avoid,0.86,2.16,0.0,No Major Change
01.09.2026 at 10:07 AM IST,WEIZMANIND,Consumer Cyclical,Textile Manufacturing,74.09,31.04,15,6.56,E Avoid,28,26.0,0,2.29,14.34,38.85,Bearish,27.94,15.0,5.7,E Avoid,0.86,3.1,0.0,No Major Change
01.09.2026 at 10:07 AM IST,DONEAR,Consumer Cyclical,Textile Manufacturing,84.88,45.61,15,3.36,E Avoid,25,22.0,0,0.09,9.38,27.15,Bearish,44.31,15.0,2.5,E Avoid,0.86,1.3,0.0,No Major Change
01.09.2026 at 10:07 AM IST,AUBANK,Financial Services,Banks - Regional,1081.8,51.84,0,46.0,C Neutral,65,45.0,38,0.04,58.74,5.45,Bullish,53.14,0.0,45.15,C Neutral,0.85,-1.3,0.0,No Major Change
01.09.2026 at 10:07 AM IST,STEELCITY,Financial Services,Capital Markets,84.7,56.72,0,45.7,C Neutral,60,53.0,25,0.01,20.41,17.1,Bullish,54.82,0.0,44.85,D Weak,0.85,1.9,0.0,Band Changed: D Weak → C Neutral
01.09.2026 at 10:07 AM IST,IITL,Financial Services,Credit Services,158.18,61.76,0,45.6,C Neutral,55,42.0,45,0.25,46.46,26.77,Bullish,61.81,0.0,44.75,D Weak,0.85,-0.05,0.0,Band Changed: D Weak → C Neutral
01.09.2026 at 10:07 AM IST,BFINVEST,Financial Services,Asset Management,444.0,41.6,0,36.8,D Weak,28,54.0,20,0.1,44.08,24.06,Bearish,39.82,0.0,35.95,D Weak,0.85,1.78,0.0,No Major Change
01.09.2026 at 10:07 AM IST,CAPITALSFB,Financial Services,Banks - Regional,283.35,43.27,0,35.05,D Weak,28,48.0,20,0.07,39.52,10.97,Bearish,42.33,0.0,34.2,E Avoid,0.85,0.94,0.0,Band Changed: E Avoid → D Weak
01.09.2026 at 10:07 AM IST,SATIN,Financial Services,Credit Services,222.54,39.97,0,32.25,E Avoid,28,37.0,20,0.07,64.75,18.82,Bearish,41.11,0.0,31.4,E Avoid,0.85,-1.14,0.0,Fresh Weakness
01.09.2026 at 10:07 AM IST,ICICIAMC,Financial Services,Asset Management,3041.2,41.89,0,24.95,E Avoid,13,42.0,10,0.07,21.31,15.45,Bearish,42.83,0.0,24.1,E Avoid,0.85,-0.94,0.0,No Major Change
01.09.2026 at 10:07 AM IST,NSIL,Financial Services,Asset Management,5726.0,58.11,15,16.45,E Avoid,45,32.0,18,0.33,21.83,34.41,Bullish,56.56,15.0,15.6,E Avoid,0.85,1.55,0.0,No Major Change
01.09.2026 at 10:07 AM IST,APTUS,Financial Services,Mortgage Finance,249.05,36.53,15,11.35,E Avoid,13,42.0,10,0.08,30.23,28.35,Bearish,36.64,15.0,10.5,E Avoid,0.85,-0.11,0.0,No Major Change
01.09.2026 at 10:07 AM IST,CANFINHOME,Financial Services,Mortgage Finance,804.35,43.07,15,11.2,E Avoid,18,34.0,10,0.41,14.39,16.45,Bearish,38.76,15.0,10.35,E Avoid,0.85,4.31,0.0,No Major Change
01.09.2026 at 10:07 AM IST,CENTRALBK,Financial Services,Banks - Regional,30.26,35.55,15,4.9,E Avoid,21,29.0,0,0.14,3.21,24.84,Bearish,34.68,15.0,4.05,E Avoid,0.85,0.87,0.0,No Major Change
01.09.2026 at 10:07 AM IST,TATAINVEST,Financial Services,Asset Management,637.75,35.42,15,4.7,E Avoid,13,27.0,10,0.07,18.96,45.89,Bearish,37.7,15.0,3.85,E Avoid,0.85,-2.28,0.0,No Major Change
01.09.2026 at 10:07 AM IST,DIGISPICE,Financial Services,Financial Conglomerates,17.09,42.81,15,2.05,E Avoid,18,23.0,0,0.01,15.32,51.86,Bearish,40.97,15.0,1.2,E Avoid,0.85,1.84,0.0,No Major Change
01.09.2026 at 10:07 AM IST,BSL,Consumer Cyclical,Textile Manufacturing,124.0,51.03,15,0.81,E Avoid,25,9.0,8,0.24,26.53,40.38,Bearish,47.76,15.0,0.0,E Avoid,0.81,3.27,0.0,No Major Change
01.09.2026 at 10:07 AM IST,ELPROINTL,Unknown,Unknown,174.86,49.18,0,9.11,E Avoid,17,0.0,10,0.03,71.43,3.33,Bearish,44.77,0.0,8.32,E Avoid,0.79,4.41,0.0,No Major Change
01.09.2026 at 10:07 AM IST,GESHIP,Industrials,Marine Shipping,1312.9,45.76,15,17.33,E Avoid,17,56.0,0,0.24,46.82,25.69,Bearish,43.47,15.0,16.55,E Avoid,0.78,2.29,0.0,No Major Change
01.09.2026 at 10:07 AM IST,CHENNPETRO,Energy,Oil & Gas Refining & Marketing,1391.9,59.09,0,49.41,C Neutral,65,36.0,58,0.29,128.05,6.57,Bullish,56.74,0.0,48.73,C Neutral,0.68,2.35,0.0,No Major Change
01.09.2026 at 10:07 AM IST,THANGAMAYL,Consumer Cyclical,Luxury Goods,5340.5,43.53,0,35.46,D Weak,23,26.0,55,0.17,176.12,28.12,Bearish,45.54,0.0,34.85,E Avoid,0.61,-2.01,0.0,Band Changed: E Avoid → D Weak
01.09.2026 at 10:07 AM IST,HINDCON,Basic Materials,Specialty Chemicals,23.5,56.67,0,46.23,C Neutral,55,46.0,38,0.11,50.06,37.75,Bullish,56.79,0.0,45.63,C Neutral,0.6,-0.12,0.0,No Major Change
01.09.2026 at 10:07 AM IST,NOCIL,Basic Materials,Specialty Chemicals,171.72,59.5,0,42.73,D Weak,55,36.0,38,0.39,38.32,15.25,Bullish,59.14,0.0,42.13,D Weak,0.6,0.36,0.0,No Major Change
01.09.2026 at 10:07 AM IST,HINDALCO,Basic Materials,Aluminum,1025.6,50.21,0,36.48,D Weak,50,37.0,18,0.12,46.78,12.33,Bullish,47.67,0.0,35.88,D Weak,0.6,2.54,0.0,No Major Change
01.09.2026 at 10:07 AM IST,MANBA,Financial Services,Credit Services,130.33,46.43,0,29.2,E Avoid,27,29.0,20,0.14,33.24,15.21,Bearish,44.87,0.0,28.6,E Avoid,0.6,1.56,0.0,No Major Change
01.09.2026 at 10:07 AM IST,JINDALSTEL,Basic Materials,Steel,1162.5,60.01,0,28.58,E Avoid,55,23.0,8,0.24,23.46,10.84,Bullish,70.9,0.0,27.98,E Avoid,0.6,-10.89,0.0,No Major Change
01.09.2026 at 10:07 AM IST,PREMEXPLN,Basic Materials,Specialty Chemicals,664.1,48.33,0,16.93,E Avoid,32,1.0,18,0.03,75.5,19.97,Bearish,47.52,0.0,16.33,E Avoid,0.6,0.81,0.0,No Major Change
01.09.2026 at 10:07 AM IST,AGROPHOS,Basic Materials,Agricultural Inputs,26.01,35.88,15,7.43,E Avoid,16,38.0,0,0.1,8.83,45.21,Bearish,38.25,15.0,6.83,E Avoid,0.6,-2.37,0.0,No Major Change
01.09.2026 at 10:07 AM IST,AKG,Industrials,Industrial Distribution,9.16,47.16,15,0.53,E Avoid,17,17.0,0,0.03,13.65,39.22,Bearish,44.84,15.0,0.0,E Avoid,0.53,2.32,0.0,No Major Change
01.09.2026 at 10:07 AM IST,NH,Healthcare,Medical Care Facilities,1927.6,56.2,0,31.37,E Avoid,50,22.0,18,0.11,21.58,7.9,Bearish,53.27,0.0,30.85,E Avoid,0.52,2.93,0.0,No Major Change
01.09.2026 at 10:07 AM IST,BFUTILITIE,Industrials,Infrastructure Operations,501.8,30.63,15,0.43,E Avoid,8,19.0,10,0.14,36.1,44.16,Bearish,28.45,15.0,0.0,E Avoid,0.43,2.18,0.0,No Major Change
01.09.2026 at 10:07 AM IST,JARO,Consumer Defensive,Education & Training Services,458.6,47.67,15,17.56,E Avoid,17,52.0,18,0.02,20.31,48.16,Bearish,48.14,15.0,17.16,E Avoid,0.4,-0.47,0.0,No Major Change
01.09.2026 at 10:07 AM IST,SHRADHA,Real Estate,Real Estate - Development,31.99,40.33,15,0.37,E Avoid,18,16.0,0,1.09,23.67,49.42,Bearish,39.44,15.0,0.0,E Avoid,0.37,0.89,0.0,No Major Change
01.09.2026 at 10:07 AM IST,GNA,Consumer Cyclical,Auto Parts,533.0,47.89,0,49.01,C Neutral,42,50.0,58,0.05,82.72,11.41,Bullish,51.04,0.0,48.65,C Neutral,0.36,-3.15,0.0,No Major Change
01.09.2026 at 10:07 AM IST,LAL,Consumer Cyclical,Apparel Manufacturing,9.0,58.06,0,48.51,C Neutral,50,41.0,55,0.02,61.87,29.52,Bullish,61.47,0.0,48.15,C Neutral,0.36,-3.41,0.0,No Major Change
01.09.2026 at 10:07 AM IST,POLICYBZR,Financial Services,Insurance Brokers,1823.5,68.08,0,43.55,D Weak,65,33.0,45,0.07,33.69,7.62,Bullish,72.92,0.0,43.2,D Weak,0.35,-4.84,0.0,No Major Change
01.09.2026 at 10:07 AM IST,PNB,Financial Services,Banks - Regional,114.92,52.05,0,36.6,D Weak,60,36.0,18,0.1,20.06,12.5,Bullish,49.35,0.0,36.25,D Weak,0.35,2.7,0.0,No Major Change
01.09.2026 at 10:07 AM IST,IFCI,Financial Services,Credit Services,87.86,67.59,0,36.05,D Weak,60,8.0,55,0.22,90.05,8.29,Bullish,73.72,0.0,35.7,D Weak,0.35,-6.13,0.0,No Major Change
01.09.2026 at 10:07 AM IST,ANMOL,Energy,Thermal Coal,10.18,49.07,15,0.31,E Avoid,22,8.0,8,0.03,21.19,42.62,Bearish,45.82,15.0,0.0,E Avoid,0.31,3.25,0.0,No Major Change
01.09.2026 at 10:07 AM IST,HGM,Technology,Information Technology Services,47.0,50.4,15,0.31,E Avoid,45,0.0,0,3.45,11.9,42.96,Bearish,42.9,15.0,0.0,E Avoid,0.31,7.5,0.0,RSI Recovery
01.09.2026 at 10:07 AM IST,AMBUJACEM,Basic Materials,Building Materials,403.85,38.77,15,0.28,E Avoid,21,12.0,0,0.11,3.01,32.45,Bearish,36.29,15.0,0.0,E Avoid,0.28,2.48,0.0,No Major Change
01.09.2026 at 10:07 AM IST,NILASPACES,Real Estate,Real Estate - Development,12.63,52.32,15,20.12,E Avoid,45,43.0,10,0.23,11.28,38.3,Bullish,50.99,15.0,19.89,E Avoid,0.23,1.33,0.0,No Major Change
01.09.2026 at 10:07 AM IST,ONESOURCE,Healthcare,Biotechnology,1524.1,42.92,15,0.22,E Avoid,13,12.0,10,0.07,44.19,20.83,Bearish,41.88,15.0,0.0,E Avoid,0.22,1.04,0.0,No Major Change
01.09.2026 at 10:07 AM IST,VBL,Consumer Defensive,Beverages - Non-Alcoholic,407.35,33.94,15,22.11,E Avoid,21,72.0,0,0.27,7.27,26.63,Bearish,28.79,15.0,21.96,E Avoid,0.15,5.15,0.0,No Major Change
01.09.2026 at 10:07 AM IST,APEX,Consumer Defensive,Farm Products,378.0,43.21,0,21.56,E Avoid,23,22.0,10,0.04,82.56,26.53,Bearish,44.2,0.0,21.41,E Avoid,0.15,-0.99,0.0,No Major Change
01.09.2026 at 10:07 AM IST,IRISDOREME,Consumer Cyclical,Apparel Manufacturing,57.84,65.75,0,48.96,C Neutral,60,33.0,58,0.04,119.51,3.92,Bullish,71.19,0.0,48.85,C Neutral,0.11,-5.44,0.0,No Major Change
01.09.2026 at 10:07 AM IST,NAGREEKEXP,Consumer Cyclical,Textile Manufacturing,22.48,45.38,15,3.81,E Avoid,17,25.0,0,0.0,28.46,43.8,Bearish,41.23,15.0,3.7,E Avoid,0.11,4.15,0.0,No Major Change
01.09.2026 at 10:07 AM IST,SAMPANN,Basic Materials,Specialty Chemicals,26.21,45.2,15,4.03,E Avoid,22,22.0,0,0.18,10.36,39.66,Bearish,43.08,15.0,3.93,E Avoid,0.1,2.12,0.0,No Major Change
01.09.2026 at 10:07 AM IST,JYOTISTRUC,Industrials,Specialty Industrial Machinery,9.91,29.33,15,3.43,E Avoid,9,25.0,0,0.15,24.81,43.11,Bearish,30.86,15.0,3.4,E Avoid,0.03,-1.53,0.0,No Major Change
01.09.2026 at 10:07 AM IST,SYMPHONY,Consumer Cyclical,"Furnishings, Fixtures & Appliances",585.95,26.91,15,0.0,E Avoid,9,13.0,0,0.06,0.28,39.16,Bearish,27.04,15.0,0.0,E Avoid,0.0,-0.13,0.0,No Major Change
01.09.2026 at 10:07 AM IST,TAKE,Healthcare,Health Information Services,14.58,14.4,35,0.0,E Avoid,4,13.0,0,0.02,45.36,70.92,Bearish,15.79,35.0,0.0,E Avoid,0.0,-1.39,0.0,No Major Change
01.09.2026 at 10:07 AM IST,VPRPL,Industrials,Engineering & Construction,33.22,53.54,20,0.0,E Avoid,35,0.0,25,0.07,38.76,74.54,Bullish,54.61,20.0,0.0,E Avoid,0.0,-1.07,0.0,No Major Change
01.09.2026 at 10:07 AM IST,TATAPOWER,Utilities,Utilities - Independent Power Producers,348.2,21.43,25,0.0,E Avoid,14,21.0,0,0.1,2.29,24.64,Bearish,19.15,25.0,0.0,E Avoid,0.0,2.28,0.0,No Major Change
01.09.2026 at 10:07 AM IST,BALKRISHNA,Consumer Cyclical,Packaging & Containers,16.96,39.18,15,0.0,E Avoid,13,2.0,10,0.0,41.33,34.69,Bearish,43.26,15.0,0.0,E Avoid,0.0,-4.08,0.0,Fresh Weakness
01.09.2026 at 10:07 AM IST,BALAXI,Healthcare,Drug Manufacturers - Specialty & Generic,22.5,36.74,15,0.0,E Avoid,8,0.0,10,0.21,48.03,53.0,Bearish,34.48,15.0,0.0,E Avoid,0.0,2.26,0.0,No Major Change
01.09.2026 at 10:07 AM IST,EPACK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",185.41,18.61,25,0.0,E Avoid,9,0.0,0,0.26,0.01,54.72,Bearish,19.56,25.0,0.0,E Avoid,0.0,-0.95,0.0,No Major Change
01.09.2026 at 10:07 AM IST,WANBURY,Healthcare,Drug Manufacturers - Specialty & Generic,254.0,39.61,15,0.0,E Avoid,8,0.0,0,0.04,57.28,29.22,Bearish,39.65,15.0,0.0,E Avoid,0.0,-0.04,0.0,No Major Change
01.09.2026 at 10:07 AM IST,GICL,Industrials,Integrated Freight & Logistics,23.68,69.14,20,0.0,E Avoid,35,5.0,15,0.02,51.7,86.07,Bullish,70.49,20.0,0.0,E Avoid,0.0,-1.35,0.0,No Major Change
01.09.2026 at 10:07 AM IST,WAAREEINDO,Technology,Solar,265.95,26.14,20,0.0,E Avoid,9,18.0,0,0.18,1.12,63.32,Bearish,25.35,20.0,0.0,E Avoid,0.0,0.79,0.0,No Major Change
01.09.2026 at 10:07 AM IST,LAXMICOT,Consumer Cyclical,Textile Manufacturing,13.19,39.62,15,0.0,E Avoid,13,0.0,0,0.03,12.74,49.35,Bearish,37.32,20.0,0.0,E Avoid,0.0,2.3,-5.0,Risk Reduced
01.09.2026 at 10:07 AM IST,PIGL,Unknown,Unknown,100.98,39.51,15,0.0,E Avoid,13,0.0,0,0.02,14.68,46.77,Bearish,38.15,15.0,0.0,E Avoid,0.0,1.36,0.0,No Major Change
01.09.2026 at 10:07 AM IST,PIONEEREMB,Consumer Cyclical,Textile Manufacturing,21.95,40.59,15,0.0,E Avoid,13,0.0,0,0.23,11.93,44.01,Bearish,38.95,15.0,0.0,E Avoid,0.0,1.64,0.0,No Major Change
01.09.2026 at 10:07 AM IST,VASWANI,Basic Materials,Steel,50.01,49.63,15,0.0,E Avoid,22,0.0,0,0.17,12.38,28.55,Bearish,44.42,15.0,0.0,E Avoid,0.0,5.21,0.0,No Major Change
01.09.2026 at 10:07 AM IST,DNAMEDIA,Communication Services,Publishing,2.64,47.47,15,0.0,E Avoid,22,7.0,0,0.36,15.79,51.47,Bearish,48.38,15.0,0.0,E Avoid,0.0,-0.91,0.0,No Major Change
01.09.2026 at 10:07 AM IST,MALUPAPER,Basic Materials,Paper & Paper Products,31.68,48.03,15,0.0,E Avoid,17,2.0,0,0.05,17.33,28.18,Bearish,48.2,15.0,0.0,E Avoid,0.0,-0.17,0.0,No Major Change
01.09.2026 at 10:07 AM IST,HAVISHA,Consumer Cyclical,Lodging,1.32,44.8,15,0.0,E Avoid,23,0.0,0,0.05,28.16,45.45,Bullish,43.44,15.0,0.0,E Avoid,0.0,1.36,0.0,No Major Change
01.09.2026 at 10:07 AM IST,TERASOFT,Technology,Information Technology Services,284.65,23.5,25,0.0,E Avoid,9,30.0,0,0.1,0.16,52.4,Bearish,24.13,25.0,0.0,E Avoid,0.0,-0.63,0.0,No Major Change
01.09.2026 at 10:07 AM IST,LANDSMILL,Industrials,Conglomerates,0.69,24.97,30,0.0,E Avoid,9,26.0,0,0.19,1.47,60.34,Bearish,23.31,30.0,0.0,E Avoid,0.0,1.66,0.0,No Major Change
01.09.2026 at 10:07 AM IST,KRITI,Industrials,Building Products & Equipment,61.03,29.29,20,0.0,E Avoid,9,0.0,0,0.03,15.15,60.85,Bearish,28.28,25.0,0.0,E Avoid,0.0,1.01,-5.0,Risk Reduced
01.09.2026 at 10:07 AM IST,KPIGREEN,Utilities,Utilities - Renewable,307.35,28.61,15,0.0,E Avoid,14,18.0,0,0.16,2.04,43.26,Bearish,25.98,15.0,0.0,E Avoid,0.0,2.63,0.0,No Major Change
01.09.2026 at 10:07 AM IST,GSS,Technology,Information Technology Services,12.04,40.44,15,0.0,E Avoid,8,1.0,0,0.3,38.71,58.63,Bearish,40.32,15.0,0.0,E Avoid,0.0,0.12,0.0,No Major Change
01.09.2026 at 10:07 AM IST,PRECAM,Consumer Cyclical,Auto Parts,125.86,23.32,25,0.0,E Avoid,9,12.0,0,0.18,21.91,51.62,Bearish,22.81,25.0,0.0,E Avoid,0.0,0.51,0.0,No Major Change
01.09.2026 at 10:07 AM IST,PRAXIS,Consumer Cyclical,Specialty Retail,4.67,22.92,35,0.0,E Avoid,9,0.0,0,0.2,1.52,67.66,Bearish,23.78,30.0,0.0,E Avoid,0.0,-0.86,5.0,Risk Increased
01.09.2026 at 10:07 AM IST,RAMKY,Unknown,Unknown,353.6,26.08,15,0.0,E Avoid,9,0.0,0,0.26,1.17,49.84,Bearish,25.42,15.0,0.0,E Avoid,0.0,0.66,0.0,No Major Change
01.09.2026 at 10:07 AM IST,WILLAMAGOR,Financial Services,Credit Services,25.17,49.99,15,0.0,E Avoid,22,0.0,0,0.09,19.23,32.88,Bearish,37.34,15.0,0.0,E Avoid,0.0,12.65,0.0,No Major Change
01.09.2026 at 10:07 AM IST,3PLAND,Unknown,Unknown,31.88,48.62,15,0.0,E Avoid,22,0.0,18,0.0,11.82,32.88,Bearish,43.59,15.0,0.0,E Avoid,0.0,5.03,0.0,No Major Change
01.09.2026 at 10:07 AM IST,MHRIL,Unknown,Unknown,209.3,31.76,15,0.0,E Avoid,16,0.0,0,0.32,0.67,43.26,Bearish,32.07,15.0,0.0,E Avoid,0.0,-0.31,0.0,No Major Change
01.09.2026 at 10:07 AM IST,SHREYANIND,Basic Materials,Paper & Paper Products,126.29,38.78,15,0.0,E Avoid,21,9.0,0,0.0,4.63,48.37,Bearish,36.35,15.0,0.0,E Avoid,0.0,2.43,0.0,No Major Change
01.09.2026 at 10:07 AM IST,ANDHRAPAP,Unknown,Unknown,60.35,48.39,15,0.0,E Avoid,20,0.0,0,0.06,4.9,29.98,Bearish,49.96,15.0,0.0,E Avoid,0.0,-1.57,0.0,No Major Change
