combo_id,combo_name,symbol,current_price,final_conviction_score,score_band,range_status,range_score,rsi,trend,risk_penalty,distance_pct,distance_from_high_pct,return_1m,return_3m,sector,industry,data_completeness_status
range_accumulation_low_risk,Range Accumulation + Low Risk,JPOLYINVST,1021.0,31.99,D Weak Watch,Accumulation Zone,77.63,39.9,Bearish,0,42.59,31.37,-7.08,-20.06,Financial Services,Asset Management,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,RAJRATAN,413.9,32.5,D Weak Watch,Lower Range Watch,75.44,48.21,Bullish,0,35.46,23.35,-7.54,-1.67,Basic Materials,Steel,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,ARSSBL,528.7,32.94,D Weak Watch,Lower Range Watch,68.08,42.86,Bearish,0,27.09,33.48,-13.8,4.81,Financial Services,Financial Conglomerates,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,TITAN,4024.6,28.78,D Weak Watch,Accumulation Zone,84.24,38.26,Bearish,0,21.84,12.6,-8.22,-6.95,Consumer Cyclical,Luxury Goods,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,HEG,560.55,30.71,D Weak Watch,Lower Range Watch,75.43,37.09,Bearish,0,21.91,18.76,-8.96,-3.91,Industrials,Electrical Equipment & Parts,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,SHRINGARMS,209.11,30.72,D Weak Watch,Lower Range Watch,73.71,51.06,Bullish,0,25.97,21.53,3.55,-16.06,Consumer Cyclical,Luxury Goods,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,CUB,254.1,26.79,D Weak Watch,Accumulation Zone,86.89,48.3,Bearish,0,37.13,21.6,-5.92,-12.36,Financial Services,Banks - Regional,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,SMLMAH,3657.2,27.98,D Weak Watch,Accumulation Zone,81.49,43.0,Bearish,0,33.04,31.62,-1.89,-25.64,Consumer Cyclical,Auto Manufacturers,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,SKFINDUS,2146.5,25.86,D Weak Watch,Accumulation Zone,81.27,48.85,Bearish,0,7.64,22.4,-2.0,-15.54,Industrials,Tools & Accessories,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,UJJIVANSFB,53.87,26.14,D Weak Watch,Accumulation Zone,79.44,41.04,Bearish,0,30.37,20.78,-5.29,-12.01,Financial Services,Banks - Regional,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,SHAH,4.84,27.35,D Weak Watch,Accumulation Zone,73.85,36.96,Bearish,0,58.69,17.69,-12.64,0.62,Basic Materials,Steel,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,GRMOVER,154.38,22.42,D Weak Watch,Accumulation Zone,82.21,39.46,Bearish,0,65.94,16.75,-6.98,-6.08,Consumer Defensive,Packaged Foods,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,TATACAP,300.95,21.59,D Weak Watch,Accumulation Zone,84.14,39.05,Bearish,0,1.4,18.06,-8.32,-9.98,Financial Services,Credit Services,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,ADVANCE,102.47,24.9,D Weak Watch,Accumulation Zone,70.22,42.74,Bearish,0,21.84,33.46,-7.62,-18.12,Basic Materials,Agricultural Inputs,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,AXISBANK,1275.9,23.04,D Weak Watch,Lower Range Watch,77.59,48.51,Bearish,0,22.39,10.04,0.6,-9.06,Financial Services,Banks - Regional,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,UNIONBANK,162.54,22.69,D Weak Watch,Accumulation Zone,78.59,42.13,Bearish,0,30.41,20.9,-0.75,-19.35,Financial Services,Banks - Regional,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,ORICONENT,61.93,23.32,D Weak Watch,Lower Range Watch,74.87,39.36,Bearish,0,55.47,15.3,-4.28,-8.52,Consumer Cyclical,Packaging & Containers,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,DCBBANK,174.85,21.44,D Weak Watch,Accumulation Zone,81.03,41.62,Bearish,0,46.31,15.08,-6.38,-8.59,Financial Services,Banks - Regional,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,NIBL,30.13,23.16,D Weak Watch,Lower Range Watch,71.42,45.28,Bearish,0,39.36,26.15,-3.92,-3.58,Industrials,Tools & Accessories,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,ALGOQUANT,55.57,20.74,D Weak Watch,Accumulation Zone,79.3,41.3,Bearish,0,16.26,21.74,1.8,-7.26,Financial Services,Capital Markets,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,DEVX,37.33,20.2,D Weak Watch,Accumulation Zone,75.5,35.94,Bearish,0,24.64,41.72,-12.27,-11.9,Real Estate,Real Estate Services,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,PANSARI,283.85,23.9,D Weak Watch,Lower Range Watch,76.59,49.96,Bullish,5,30.21,19.43,-5.16,-3.57,Real Estate,Real Estate - Development,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,EDELWEISS,111.15,19.54,E Avoid,Lower Range Watch,71.59,43.97,Bearish,0,22.7,14.96,-4.83,-5.96,Financial Services,Financial Conglomerates,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,CANHLIFE,136.18,17.04,E Avoid,Accumulation Zone,77.94,41.03,Bearish,0,28.47,14.35,-3.62,-9.2,Financial Services,Insurance - Life,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,RICOAUTO,111.62,21.18,D Weak Watch,Accumulation Zone,79.38,43.27,Bearish,5,70.65,21.62,-1.34,-12.77,Consumer Cyclical,Auto Parts,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,ALLTIME,219.98,17.62,E Avoid,Accumulation Zone,70.76,38.31,Bearish,0,18.27,34.31,-8.59,-10.26,Consumer Defensive,Household & Personal Products,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,JAINREC,369.05,13.85,E Avoid,Accumulation Zone,74.0,33.4,Bearish,0,23.76,37.87,-21.2,-4.74,Basic Materials,Other Industrial Metals & Mining,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,URBANCO,120.0,14.61,E Avoid,Lower Range Watch,65.43,38.23,Bearish,0,19.17,40.35,-21.55,11.04,Technology,Software - Application,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,HALDER,224.2,10.72,E Avoid,Accumulation Zone,79.11,44.17,Bearish,0,6.76,23.74,-9.16,-10.8,Consumer Defensive,Farm Products,Complete
range_accumulation_low_risk,Range Accumulation + Low Risk,COMSYN,153.04,11.45,E Avoid,Lower Range Watch,72.98,45.54,Bearish,0,35.78,23.44,-1.02,-19.7,Unknown,Unknown,Fundamentals + Sector Missing
range_accumulation_low_risk,Range Accumulation + Low Risk,IVALUE,237.12,10.45,E Avoid,Accumulation Zone,72.17,43.06,Bearish,0,14.36,30.26,-8.14,5.38,Unknown,Unknown,Fundamentals + Sector Missing
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,EICHERMOT,7100.5,46.78,C Watch,Accumulation Zone,87.7,48.66,Bullish,0,37.8,13.72,-0.12,-11.33,Consumer Cyclical,Auto Manufacturers,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,CARERATING,1600.9,47.39,C Watch,Lower Range Watch,80.66,42.25,Bearish,0,14.95,17.54,-5.46,-1.14,Financial Services,Financial Data & Stock Exchanges,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,EUROPRATIK,255.65,45.95,C Watch,Lower Range Watch,72.98,48.85,Bullish,0,24.75,34.39,-4.85,2.66,Basic Materials,Building Materials,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,IPCALAB,1490.4,44.4,C Watch,Lower Range Watch,78.58,36.93,Bearish,0,19.08,11.2,-2.59,-2.13,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,ORIENTCER,40.59,44.15,C Watch,Lower Range Watch,75.83,48.83,Bullish,0,19.74,28.34,-1.29,2.42,Basic Materials,Specialty Chemicals,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,CRAMC,249.33,41.59,C Watch,Accumulation Zone,82.14,51.44,Bearish,0,16.4,29.1,-1.54,-1.68,Financial Services,Asset Management,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,ZFCVINDIA,14336.0,41.72,C Watch,Lower Range Watch,80.65,44.06,Bearish,0,16.53,13.98,-2.47,-7.61,Consumer Cyclical,Auto Parts,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,BORANA,330.55,42.38,C Watch,Lower Range Watch,73.61,48.22,Bearish,0,56.66,21.3,-4.81,-17.31,Consumer Cyclical,Textile Manufacturing,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,STUDDS,447.4,36.92,D Weak Watch,Accumulation Zone,89.28,42.23,Bearish,0,4.64,25.43,-8.64,-13.99,Consumer Cyclical,Auto Parts,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,TMCV,374.25,37.98,D Weak Watch,Accumulation Zone,83.7,35.88,Bearish,0,22.18,26.47,-9.36,-23.83,Consumer Cyclical,Auto Manufacturers,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,VIKRAMSOLR,196.79,40.11,C Watch,Accumulation Zone,72.65,36.96,Bearish,0,21.4,51.76,-10.3,12.34,Technology,Solar,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,MIDWESTLTD,1220.0,38.15,D Weak Watch,Accumulation Zone,75.57,40.76,Bearish,0,16.36,34.41,-1.71,-6.76,Basic Materials,Building Materials,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,SHRIRAMFIN,919.05,33.94,D Weak Watch,Accumulation Zone,83.37,41.72,Bearish,0,63.22,17.05,-1.95,-15.37,Financial Services,Credit Services,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,SOMATEX,107.16,35.38,D Weak Watch,Lower Range Watch,74.6,52.49,Bullish,0,158.15,33.54,-1.68,-8.95,Consumer Cyclical,Textile Manufacturing,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,CNL,633.2,33.61,D Weak Watch,Accumulation Zone,81.61,50.42,Bullish,0,20.61,20.75,2.86,-2.1,Technology,Electronics & Computer Distribution,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,CAPILLARY,510.15,33.81,D Weak Watch,Accumulation Zone,73.94,39.63,Bearish,0,9.89,36.15,-7.48,-1.7,Technology,Software - Infrastructure,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,JPOLYINVST,1021.0,31.99,D Weak Watch,Accumulation Zone,77.63,39.9,Bearish,0,42.59,31.37,-7.08,-20.06,Financial Services,Asset Management,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,RAJRATAN,413.9,32.5,D Weak Watch,Lower Range Watch,75.44,48.21,Bullish,0,35.46,23.35,-7.54,-1.67,Basic Materials,Steel,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,ARIS,113.91,35.16,D Weak Watch,Lower Range Watch,62.01,36.11,Bearish,0,38.61,28.36,-17.08,3.2,Industrials,Engineering & Construction,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,ARSSBL,528.7,32.94,D Weak Watch,Lower Range Watch,68.08,42.86,Bearish,0,27.09,33.48,-13.8,4.81,Financial Services,Financial Conglomerates,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,TITAN,4024.6,28.78,D Weak Watch,Accumulation Zone,84.24,38.26,Bearish,0,21.84,12.6,-8.22,-6.95,Consumer Cyclical,Luxury Goods,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,HEG,560.55,30.71,D Weak Watch,Lower Range Watch,75.43,37.09,Bearish,0,21.91,18.76,-8.96,-3.91,Industrials,Electrical Equipment & Parts,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,SHRINGARMS,209.11,30.72,D Weak Watch,Lower Range Watch,73.71,51.06,Bullish,0,25.97,21.53,3.55,-16.06,Consumer Cyclical,Luxury Goods,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,CUB,254.1,26.79,D Weak Watch,Accumulation Zone,86.89,48.3,Bearish,0,37.13,21.6,-5.92,-12.36,Financial Services,Banks - Regional,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,SMLMAH,3657.2,27.98,D Weak Watch,Accumulation Zone,81.49,43.0,Bearish,0,33.04,31.62,-1.89,-25.64,Consumer Cyclical,Auto Manufacturers,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,JKIL,499.25,43.04,C Watch,Accumulation Zone,74.18,50.12,Bullish,15,17.47,34.38,-3.97,-8.36,Unknown,Unknown,Fundamentals + Sector Missing
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,SKFINDUS,2146.5,25.86,D Weak Watch,Accumulation Zone,81.27,48.85,Bearish,0,7.64,22.4,-2.0,-15.54,Industrials,Tools & Accessories,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,UJJIVANSFB,53.87,26.14,D Weak Watch,Accumulation Zone,79.44,41.04,Bearish,0,30.37,20.78,-5.29,-12.01,Financial Services,Banks - Regional,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,SHAH,4.84,27.35,D Weak Watch,Accumulation Zone,73.85,36.96,Bearish,0,58.69,17.69,-12.64,0.62,Basic Materials,Steel,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,MAHLIFE,335.65,41.91,C Watch,Accumulation Zone,71.92,50.97,Bullish,15,17.03,21.4,-0.06,-8.8,Unknown,Unknown,Fundamentals + Sector Missing
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,BAYERCROP,4522.0,39.66,D Weak Watch,Lower Range Watch,73.42,50.17,Bearish,15,5.83,28.72,-5.08,-4.35,Unknown,Unknown,Fundamentals + Sector Missing
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,GRMOVER,154.38,22.42,D Weak Watch,Accumulation Zone,82.21,39.46,Bearish,0,65.94,16.75,-6.98,-6.08,Consumer Defensive,Packaged Foods,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,TATACAP,300.95,21.59,D Weak Watch,Accumulation Zone,84.14,39.05,Bearish,0,1.4,18.06,-8.32,-9.98,Financial Services,Credit Services,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,ADVANCE,102.47,24.9,D Weak Watch,Accumulation Zone,70.22,42.74,Bearish,0,21.84,33.46,-7.62,-18.12,Basic Materials,Agricultural Inputs,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,RELCHEMQ,121.11,39.46,D Weak Watch,Lower Range Watch,71.92,49.85,Bullish,15,15.33,43.23,6.26,-2.17,Unknown,Unknown,Fundamentals + Sector Missing
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,AXISBANK,1275.9,23.04,D Weak Watch,Lower Range Watch,77.59,48.51,Bearish,0,22.39,10.04,0.6,-9.06,Financial Services,Banks - Regional,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,UNIONBANK,162.54,22.69,D Weak Watch,Accumulation Zone,78.59,42.13,Bearish,0,30.41,20.9,-0.75,-19.35,Financial Services,Banks - Regional,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,ORICONENT,61.93,23.32,D Weak Watch,Lower Range Watch,74.87,39.36,Bearish,0,55.47,15.3,-4.28,-8.52,Consumer Cyclical,Packaging & Containers,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,RECLTD,331.4,37.54,D Weak Watch,Accumulation Zone,77.68,37.04,Bearish,15,9.0,18.52,-6.25,-5.5,Financial Services,Credit Services,Fundamentals Missing
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,DCBBANK,174.85,21.44,D Weak Watch,Accumulation Zone,81.03,41.62,Bearish,0,46.31,15.08,-6.38,-8.59,Financial Services,Banks - Regional,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,MUTHOOTFIN,3246.4,36.29,D Weak Watch,Accumulation Zone,79.18,40.48,Bearish,15,49.53,21.1,-6.92,-4.72,Unknown,Unknown,Fundamentals + Sector Missing
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,NIBL,30.13,23.16,D Weak Watch,Lower Range Watch,71.42,45.28,Bearish,0,39.36,26.15,-3.92,-3.58,Industrials,Tools & Accessories,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,MAHEPC,114.75,37.05,D Weak Watch,Accumulation Zone,75.7,42.95,Bearish,15,24.85,38.01,-1.51,-3.83,Unknown,Unknown,Fundamentals + Sector Missing
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,KMEW,1734.3,29.61,D Weak Watch,Lower Range Watch,64.97,38.54,Bearish,5,136.7,24.11,-14.83,6.38,Industrials,Marine Shipping,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,TATAELXSI,4302.9,36.51,D Weak Watch,Accumulation Zone,76.62,53.57,Bullish,15,9.07,35.59,2.97,-4.54,Technology,Software - Application,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,ALGOQUANT,55.57,20.74,D Weak Watch,Accumulation Zone,79.3,41.3,Bearish,0,16.26,21.74,1.8,-7.26,Financial Services,Capital Markets,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,HOMEFIRST,1076.1,38.04,D Weak Watch,Lower Range Watch,68.18,45.37,Bullish,15,20.41,29.16,-7.37,-10.7,Unknown,Unknown,Fundamentals + Sector Missing
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,ORIENTLTD,62.08,36.66,D Weak Watch,Accumulation Zone,72.92,46.18,Bearish,15,15.56,43.77,-9.71,-2.39,Unknown,Unknown,Fundamentals + Sector Missing
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,GARUDA,170.56,33.51,D Weak Watch,Accumulation Zone,83.43,46.92,Bullish,15,57.78,31.58,1.2,-5.43,Industrials,Engineering & Construction,Complete
range_accumulation_watchable_rsi,Range Accumulation + Watchable RSI,DEVX,37.33,20.2,D Weak Watch,Accumulation Zone,75.5,35.94,Bearish,0,24.64,41.72,-12.27,-11.9,Real Estate,Real Estate Services,Complete
high_conviction_quality,High Conviction + Quality,BAJAJCON,559.05,71.72,B Positive,Wide / Volatile Range,50.0,63.92,Bullish,0,232.27,3.78,20.97,38.77,Consumer Defensive,Household & Personal Products,Complete
high_conviction_quality,High Conviction + Quality,SJS,2008.5,67.82,B Positive,Profit Booking Zone,63.99,58.34,Bullish,0,86.18,6.05,7.31,8.83,Consumer Cyclical,Auto Parts,Complete
high_conviction_quality,High Conviction + Quality,NMDC,92.37,67.05,B Positive,Profit Booking Zone,66.79,57.83,Bullish,0,44.47,1.99,3.68,11.88,Basic Materials,Steel,Complete
high_conviction_quality,High Conviction + Quality,ADVENZYMES,379.55,67.9,B Positive,Profit Booking Zone,61.96,61.88,Bullish,0,50.64,9.42,9.16,24.75,Basic Materials,Specialty Chemicals,Complete
high_conviction_quality,High Conviction + Quality,THYROCARE,522.35,67.6,B Positive,Profit Booking Zone,62.92,73.77,Bullish,0,83.16,2.67,30.49,29.52,Healthcare,Diagnostics & Research,Complete
high_conviction_quality,High Conviction + Quality,OFSS,10191.0,70.71,B Positive,Wide / Volatile Range,50.0,69.61,Bullish,0,68.14,3.72,7.74,52.89,Technology,Software - Infrastructure,Complete
high_conviction_quality,High Conviction + Quality,TIPSMUSIC,655.2,66.86,B Positive,Profit Booking Zone,64.32,54.81,Bullish,0,36.91,6.53,1.5,21.45,Communication Services,Entertainment,Complete
high_conviction_quality,High Conviction + Quality,PGHL,6063.0,66.0,B Positive,Profit Booking Zone,66.77,71.55,Bullish,0,28.81,9.51,16.22,17.48,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
high_conviction_quality,High Conviction + Quality,SUPRIYA,1052.5,67.55,B Positive,Range Breakout Watch,59.76,89.83,Bullish,0,92.94,3.0,51.46,58.2,Healthcare,Biotechnology,Complete
high_conviction_quality,High Conviction + Quality,GLAND,2292.4,66.3,B Positive,Profit Booking Zone,64.48,69.79,Bullish,0,47.27,4.32,26.27,23.17,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
high_conviction_quality,High Conviction + Quality,GRINDWELL,1848.0,66.76,B Positive,Profit Booking Zone,61.79,58.76,Bullish,0,39.05,7.72,16.03,11.18,Industrials,Building Products & Equipment,Complete
high_conviction_quality,High Conviction + Quality,COALINDIA,472.6,65.14,B Positive,Profit Booking Zone,66.89,60.11,Bullish,0,36.64,3.8,-1.53,9.02,Energy,Thermal Coal,Complete
high_conviction_quality,High Conviction + Quality,UNIPARTS,592.9,66.76,B Positive,Profit Booking Zone,59.88,65.51,Bullish,0,91.25,9.34,9.7,27.25,Industrials,Farm & Heavy Construction Machinery,Complete
high_conviction_quality,High Conviction + Quality,PASUPTAC,69.27,66.22,B Positive,Range Breakout Watch,60.16,78.1,Bullish,0,72.74,1.88,38.98,36.09,Consumer Cyclical,Textile Manufacturing,Complete
high_conviction_quality,High Conviction + Quality,WABAG,1556.0,65.96,B Positive,Range Breakout Watch,60.91,67.85,Bullish,0,50.63,6.7,3.02,23.25,Industrials,Engineering & Construction,Complete
high_conviction_quality,High Conviction + Quality,VENUSREM,1344.1,68.35,B Positive,Wide / Volatile Range,50.0,80.26,Bullish,0,223.57,0.0,36.6,96.05,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
high_conviction_quality,High Conviction + Quality,AEGISLOG,774.25,64.69,B Positive,Range Breakout Watch,63.81,67.63,Bullish,0,34.4,18.03,10.46,6.43,Energy,Oil & Gas Refining & Marketing,Complete
high_conviction_quality,High Conviction + Quality,GRANULES,779.0,67.05,B Positive,Profit Booking Zone,54.18,68.52,Bullish,0,80.07,3.15,10.75,31.81,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
high_conviction_quality,High Conviction + Quality,HINDZINC,626.25,64.15,B Positive,Profit Booking Zone,64.24,51.17,Bullish,0,54.22,13.0,3.42,4.57,Basic Materials,Other Industrial Metals & Mining,Complete
high_conviction_quality,High Conviction + Quality,CUPID,129.09,67.17,B Positive,Wide / Volatile Range,50.0,64.45,Bullish,0,630.15,3.61,1.87,55.98,Consumer Defensive,Household & Personal Products,Complete
high_conviction_quality,High Conviction + Quality,AIAENG,4522.7,63.36,B Positive,Range Breakout Watch,65.04,77.18,Bullish,0,51.49,1.84,14.51,17.18,Industrials,Specialty Industrial Machinery,Complete
high_conviction_quality,High Conviction + Quality,GRWRHITECH,5813.5,67.05,B Positive,Wide / Volatile Range,50.0,64.29,Bullish,0,117.6,5.72,36.09,41.54,Basic Materials,Specialty Chemicals,Complete
high_conviction_quality,High Conviction + Quality,MARKSANS,238.68,64.65,B Positive,Profit Booking Zone,59.3,66.45,Bullish,0,53.99,11.52,26.09,34.99,Healthcare,Drug Manufacturers - General,Complete
high_conviction_quality,High Conviction + Quality,CUMMINSIND,5680.5,65.16,B Positive,Profit Booking Zone,56.73,60.83,Bullish,0,79.32,6.88,7.86,15.49,Industrials,Specialty Industrial Machinery,Complete
high_conviction_quality,High Conviction + Quality,NETWEB,4620.1,64.36,B Positive,Range Breakout Watch,59.39,71.46,Bullish,0,172.08,6.2,17.63,24.95,Technology,Computer Hardware,Complete
high_conviction_quality,High Conviction + Quality,PARAS,814.5,63.21,B Positive,Profit Booking Zone,63.99,53.48,Bullish,0,40.31,13.47,4.11,27.85,Industrials,Aerospace & Defense,Complete
high_conviction_quality,High Conviction + Quality,CAPLIPOINT,1998.9,62.85,B Positive,Profit Booking Zone,64.84,61.29,Bullish,0,33.23,16.54,16.96,16.72,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
high_conviction_quality,High Conviction + Quality,SEAMECLTD,1624.4,66.31,B Positive,Wide / Volatile Range,50.0,59.04,Bullish,0,115.85,4.96,2.02,23.9,Industrials,Marine Shipping,Complete
high_conviction_quality,High Conviction + Quality,AMBIKCO,1675.0,63.68,B Positive,Range Breakout Watch,60.39,68.48,Bullish,0,52.13,4.29,6.97,21.97,Consumer Cyclical,Textile Manufacturing,Complete
high_conviction_quality,High Conviction + Quality,NAVINFLUOR,6998.5,61.7,B Positive,Profit Booking Zone,67.64,51.67,Bullish,0,66.06,7.0,2.97,7.93,Basic Materials,Chemicals,Complete
high_conviction_quality,High Conviction + Quality,ACUTAAS,3018.9,66.0,B Positive,Wide / Volatile Range,50.0,63.55,Bullish,0,185.36,5.31,16.38,39.38,Basic Materials,Specialty Chemicals,Complete
high_conviction_quality,High Conviction + Quality,SAKAR,835.7,65.95,B Positive,Wide / Volatile Range,50.0,71.0,Bullish,0,172.79,4.09,33.06,60.53,Healthcare,Drug Manufacturers - Specialty & Generic,Complete
high_conviction_quality,High Conviction + Quality,DEEPINDS,503.95,64.4,B Positive,Range Breakout Watch,55.0,63.1,Bullish,0,52.71,12.81,3.79,43.25,Energy,Oil & Gas E&P,Complete
high_conviction_quality,High Conviction + Quality,TECHM,1543.2,61.56,B Positive,Neutral Range,66.27,64.92,Bullish,0,18.33,16.76,4.73,13.32,Technology,Information Technology Services,Complete
high_conviction_quality,High Conviction + Quality,CPPLUS,3126.0,65.41,B Positive,Wide / Volatile Range,50.0,86.7,Bullish,0,207.98,2.12,30.48,94.16,Industrials,Building Products & Equipment,Complete
high_conviction_quality,High Conviction + Quality,HAPPYFORGE,1428.0,61.41,B Positive,Range Breakout Watch,65.34,58.64,Bullish,0,65.65,4.16,5.93,7.13,Industrials,Metal Fabrication,Complete
high_conviction_quality,High Conviction + Quality,SAREGAMA,459.75,61.51,B Positive,Range Breakout Watch,64.74,76.31,Bullish,0,49.73,22.93,33.22,39.42,Communication Services,Entertainment,Complete
high_conviction_quality,High Conviction + Quality,SENORES,1067.8,62.65,B Positive,Range Breakout Watch,60.09,57.23,Bullish,0,109.27,10.6,18.75,38.19,Healthcare,Drug Manufacturers - General,Complete
high_conviction_quality,High Conviction + Quality,MAYURUNIQ,734.75,63.12,B Positive,Profit Booking Zone,58.2,65.98,Bullish,0,55.93,8.81,29.65,35.55,Consumer Cyclical,Textile Manufacturing,Complete
high_conviction_quality,High Conviction + Quality,SOLARINDS,18203.0,64.25,B Positive,Profit Booking Zone,52.47,68.19,Bullish,0,56.3,3.56,17.75,32.34,Basic Materials,Specialty Chemicals,Complete
high_conviction_quality,High Conviction + Quality,KEI,5174.0,61.11,B Positive,Profit Booking Zone,63.48,55.28,Bullish,0,48.0,5.52,6.52,4.65,Industrials,Electrical Equipment & Parts,Complete
high_conviction_quality,High Conviction + Quality,BSE,4066.6,64.59,B Positive,Wide / Volatile Range,49.27,56.55,Bullish,0,101.17,8.55,9.57,45.19,Financial Services,Financial Data & Stock Exchanges,Complete
high_conviction_quality,High Conviction + Quality,NAM-INDIA,1092.9,62.59,B Positive,Profit Booking Zone,56.26,58.02,Bullish,0,56.58,2.85,7.22,15.82,Financial Services,Asset Management,Complete
high_conviction_quality,High Conviction + Quality,ELGIEQUIP,580.25,61.01,B Positive,Range Breakout Watch,61.23,63.82,Bullish,0,42.13,8.46,4.67,7.21,Industrials,Specialty Industrial Machinery,Complete
high_conviction_quality,High Conviction + Quality,APCOTEXIND,492.7,61.2,B Positive,Profit Booking Zone,60.46,62.29,Bullish,0,58.71,12.0,23.73,34.21,Basic Materials,Specialty Chemicals,Complete
high_conviction_quality,High Conviction + Quality,ATLANTAELE,1983.6,63.71,B Positive,Wide / Volatile Range,50.0,71.62,Bullish,0,180.33,3.62,19.01,124.3,Industrials,Electrical Equipment & Parts,Complete
