performance_scan_time,signal_date,days_passed,horizon_bucket,symbol,sector,industry,sector_bucket,signal_type,signal_direction,signal_strength,entry_price,latest_price,return_pct,is_success,result_status,entry_final_score,latest_final_score,entry_technical_score,latest_technical_score,entry_fundamental_score,latest_fundamental_score,entry_active_fundamental_score,latest_active_fundamental_score,entry_relative_strength_score,latest_relative_strength_score,entry_risk_penalty,latest_risk_penalty,entry_rsi,latest_rsi,entry_score_band,latest_score_band,entry_range_status,latest_range_status,entry_range_score,latest_range_score,entry_current_position_pct,latest_current_position_pct
20.07.2026 at 01:08 PM IST,2026-05-28,53,60D+,KAYNES,Technology,Electronic Components,IT_TECH,Range Accumulation Zone,Bullish,Normal,3229.6,3367.8,4.28,True,Working,2.27,10.9,16.0,40.0,24.0,24.0,24.0,24.0,0.0,8.0,15.0,15.0,37.54,53.4,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,69.41,67.37,0.0,22.46
20.07.2026 at 01:08 PM IST,2026-05-28,53,60D+,KAYNES,Technology,Electronic Components,IT_TECH,Avoid / Risky,Bearish,High,3229.6,3367.8,4.28,False,False Warning,2.27,10.9,16.0,40.0,24.0,24.0,24.0,24.0,0.0,8.0,15.0,15.0,37.54,53.4,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,69.41,67.37,0.0,22.46
20.07.2026 at 01:08 PM IST,2026-05-28,53,60D+,RVNL,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,52W Low Opportunity,Bullish,Normal,252.3,225.27,-10.71,False,Failing,0.63,0.0,24.0,16.0,10.0,4.0,13.0,7.0,0.0,0.0,15.0,15.0,27.31,34.82,E Avoid,E Avoid,Range Breakdown Risk,Accumulation Zone,35.0,67.4,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-05-28,53,60D+,RVNL,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Swing Candidate,Bullish,Normal,252.3,225.27,-10.71,False,Failing,0.63,0.0,24.0,16.0,10.0,4.0,13.0,7.0,0.0,0.0,15.0,15.0,27.31,34.82,E Avoid,E Avoid,Range Breakdown Risk,Accumulation Zone,35.0,67.4,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-05-28,53,60D+,RVNL,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Range Breakdown Risk,Bearish,High,252.3,225.27,-10.71,True,Correct Warning,0.63,0.0,24.0,16.0,10.0,4.0,13.0,7.0,0.0,0.0,15.0,15.0,27.31,34.82,E Avoid,E Avoid,Range Breakdown Risk,Accumulation Zone,35.0,67.4,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-05-28,53,60D+,RVNL,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,252.3,225.27,-10.71,True,Correct Warning,0.63,0.0,24.0,16.0,10.0,4.0,13.0,7.0,0.0,0.0,15.0,15.0,27.31,34.82,E Avoid,E Avoid,Range Breakdown Risk,Accumulation Zone,35.0,67.4,0.0,0.0
20.07.2026 at 01:08 PM IST,2026-05-28,53,60D+,IRCON,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Range Accumulation Zone,Bullish,Normal,139.66,129.1,-7.56,False,Failing,0.0,0.0,13.0,13.0,16.0,16.0,19.0,19.0,0.0,0.0,15.0,15.0,41.03,39.01,E Avoid,E Avoid,Lower Range Watch,Accumulation Zone,55.71,76.46,33.89,9.25
20.07.2026 at 01:08 PM IST,2026-05-28,53,60D+,IRCON,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,139.66,129.1,-7.56,True,Correct Warning,0.0,0.0,13.0,13.0,16.0,16.0,19.0,19.0,0.0,0.0,15.0,15.0,41.03,39.01,E Avoid,E Avoid,Lower Range Watch,Accumulation Zone,55.71,76.46,33.89,9.25
20.07.2026 at 01:08 PM IST,2026-05-28,53,60D+,BDL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Swing Candidate,Bullish,Normal,1282.2,1251.2,-2.42,False,Failing,0.0,1.61,23.0,13.0,3.0,25.0,2.0,27.0,10.0,0.0,15.0,15.0,39.5,37.56,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,71.81,74.83,12.31,24.24
20.07.2026 at 01:08 PM IST,2026-05-28,53,60D+,BDL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Range Accumulation Zone,Bullish,Normal,1282.2,1251.2,-2.42,False,Failing,0.0,1.61,23.0,13.0,3.0,25.0,2.0,27.0,10.0,0.0,15.0,15.0,39.5,37.56,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,71.81,74.83,12.31,24.24
20.07.2026 at 01:08 PM IST,2026-05-28,53,60D+,BDL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,1282.2,1251.2,-2.42,True,Correct Warning,0.0,1.61,23.0,13.0,3.0,25.0,2.0,27.0,10.0,0.0,15.0,15.0,39.5,37.56,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,71.81,74.83,12.31,24.24
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,DATAPATTNS,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Near 52W High Momentum,Bullish,Normal,4139.2,4022.2,-2.83,False,Failing,56.85,33.91,65.0,23.0,54.0,49.0,60.0,55.0,58.0,20.0,0.0,0.0,59.57,36.31,B Watchlist,E Avoid,Wide / Volatile Range,Wide / Volatile Range,50.0,43.87,100.0,71.35
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,DATAPATTNS,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Strong Fundamentals,Bullish,Normal,4139.2,4022.2,-2.83,False,Failing,56.85,33.91,65.0,23.0,54.0,49.0,60.0,55.0,58.0,20.0,0.0,0.0,59.57,36.31,B Watchlist,E Avoid,Wide / Volatile Range,Wide / Volatile Range,50.0,43.87,100.0,71.35
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,DATAPATTNS,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Low Risk Quality,Bullish,Normal,4139.2,4022.2,-2.83,False,Failing,56.85,33.91,65.0,23.0,54.0,49.0,60.0,55.0,58.0,20.0,0.0,0.0,59.57,36.31,B Watchlist,E Avoid,Wide / Volatile Range,Wide / Volatile Range,50.0,43.87,100.0,71.35
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,ZENTEC,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Low Risk Quality,Bullish,Normal,1695.5,1737.1,2.45,True,Working,55.25,34.31,70.0,23.0,47.0,47.0,59.0,49.0,48.0,30.0,0.0,0.0,64.58,43.83,B Watchlist,E Avoid,Range Breakout Watch,Profit Booking Zone,57.56,51.73,100.0,83.04
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,MTARTECH,Industrials,Specialty Industrial Machinery,CAPITAL_GOODS_INFRA,Near 52W High Momentum,Bullish,Normal,7889.5,5744.0,-27.19,False,Failing,53.35,14.95,65.0,23.0,33.0,0.0,45.0,0.0,65.0,30.0,0.0,0.0,69.8,31.59,C Neutral,E Avoid,Wide / Volatile Range,Wide / Volatile Range,43.46,41.91,100.0,51.94
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,MTARTECH,Industrials,Specialty Industrial Machinery,CAPITAL_GOODS_INFRA,Relative Strength Leader,Bullish,Normal,7889.5,5744.0,-27.19,False,Failing,53.35,14.95,65.0,23.0,33.0,0.0,45.0,0.0,65.0,30.0,0.0,0.0,69.8,31.59,C Neutral,E Avoid,Wide / Volatile Range,Wide / Volatile Range,43.46,41.91,100.0,51.94
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,HAL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Near 52W High Momentum,Bullish,Normal,4413.0,4476.8,1.45,True,Neutral,48.45,43.86,50.0,60.0,55.0,51.0,61.0,57.0,38.0,20.0,0.0,0.0,51.41,55.98,C Neutral,D Weak,Profit Booking Zone,Profit Booking Zone,63.29,65.03,81.78,93.29
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,HAL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Strong Fundamentals,Bullish,Normal,4413.0,4476.8,1.45,True,Neutral,48.45,43.86,50.0,60.0,55.0,51.0,61.0,57.0,38.0,20.0,0.0,0.0,51.41,55.98,C Neutral,D Weak,Profit Booking Zone,Profit Booking Zone,63.29,65.03,81.78,93.29
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,HAL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Range Profit Booking Zone,Bearish,Normal,4413.0,4476.8,1.45,False,Neutral,48.45,43.86,50.0,60.0,55.0,51.0,61.0,57.0,38.0,20.0,0.0,0.0,51.41,55.98,C Neutral,D Weak,Profit Booking Zone,Profit Booking Zone,63.29,65.03,81.78,93.29
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,LT,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Near 52W High Momentum,Bullish,Normal,4047.5,3826.2,-5.47,False,Failing,39.45,0.0,70.0,18.0,35.0,0.0,41.0,0.0,10.0,10.0,0.0,15.0,60.73,35.94,D Weak,E Avoid,Profit Booking Zone,Lower Range Watch,65.96,67.42,76.53,32.23
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,LT,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Range Profit Booking Zone,Bearish,Normal,4047.5,3826.2,-5.47,True,Correct Warning,39.45,0.0,70.0,18.0,35.0,0.0,41.0,0.0,10.0,10.0,0.0,15.0,60.73,35.94,D Weak,E Avoid,Profit Booking Zone,Lower Range Watch,65.96,67.42,76.53,32.23
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,BEL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Strong Fundamentals,Bullish,Normal,419.1,407.05,-2.88,False,Failing,38.4,15.96,28.0,13.0,62.0,62.0,68.0,68.0,10.0,0.0,0.0,15.0,42.89,44.18,D Weak,E Avoid,Lower Range Watch,Accumulation Zone,82.73,88.35,41.33,0.0
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,BEL,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Range Accumulation Zone,Bullish,Normal,419.1,407.05,-2.88,False,Failing,38.4,15.96,28.0,13.0,62.0,62.0,68.0,68.0,10.0,0.0,0.0,15.0,42.89,44.18,D Weak,E Avoid,Lower Range Watch,Accumulation Zone,82.73,88.35,41.33,0.0
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,AXISBANK,Financial Services,Banks - Regional,BANK,Near 52W High Momentum,Bullish,Normal,1304.1,1251.6,-4.03,False,Failing,35.54,0.0,70.0,28.0,21.0,17.0,26.0,22.0,18.0,0.0,0.0,20.0,56.49,33.58,D Weak,E Avoid,Neutral Range,Accumulation Zone,73.5,73.31,56.22,12.97
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,AXISBANK,Financial Services,Banks - Regional,BANK,Avoid / Risky,Bearish,High,1304.1,1251.6,-4.03,True,Correct Warning,35.54,0.0,70.0,28.0,21.0,17.0,26.0,22.0,18.0,0.0,0.0,20.0,56.49,33.58,D Weak,E Avoid,Neutral Range,Accumulation Zone,73.5,73.31,56.22,12.97
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,TITAGARH,Industrials,Railroads,CAPITAL_GOODS_INFRA,Near 52W High Momentum,Bullish,Normal,847.2,855.85,1.02,True,Neutral,32.2,22.56,55.0,42.0,8.0,7.0,11.0,9.0,38.0,20.0,0.0,0.0,65.84,48.62,E Avoid,E Avoid,Profit Booking Zone,Profit Booking Zone,51.31,47.67,100.0,90.24
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,TITAGARH,Industrials,Railroads,CAPITAL_GOODS_INFRA,Range Profit Booking Zone,Bearish,Normal,847.2,855.85,1.02,False,Neutral,32.2,22.56,55.0,42.0,8.0,7.0,11.0,9.0,38.0,20.0,0.0,0.0,65.84,48.62,E Avoid,E Avoid,Profit Booking Zone,Profit Booking Zone,51.31,47.67,100.0,90.24
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,TITAGARH,Industrials,Railroads,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,847.2,855.85,1.02,False,Neutral,32.2,22.56,55.0,42.0,8.0,7.0,11.0,9.0,38.0,20.0,0.0,0.0,65.84,48.62,E Avoid,E Avoid,Profit Booking Zone,Profit Booking Zone,51.31,47.67,100.0,90.24
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,TCS,Technology,Information Technology Services,IT_TECH,52W Low Opportunity,Bullish,Normal,2284.2,2256.8,-1.2,False,Neutral,30.14,36.1,21.0,40.0,86.0,82.0,100.0,96.0,0.0,8.0,15.0,15.0,40.41,62.0,E Avoid,D Weak,Accumulation Zone,Accumulation Zone,77.51,75.8,0.0,23.89
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,TCS,Technology,Information Technology Services,IT_TECH,Strong Fundamentals,Bullish,Normal,2284.2,2256.8,-1.2,False,Neutral,30.14,36.1,21.0,40.0,86.0,82.0,100.0,96.0,0.0,8.0,15.0,15.0,40.41,62.0,E Avoid,D Weak,Accumulation Zone,Accumulation Zone,77.51,75.8,0.0,23.89
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,TCS,Technology,Information Technology Services,IT_TECH,Range Accumulation Zone,Bullish,Normal,2284.2,2256.8,-1.2,False,Neutral,30.14,36.1,21.0,40.0,86.0,82.0,100.0,96.0,0.0,8.0,15.0,15.0,40.41,62.0,E Avoid,D Weak,Accumulation Zone,Accumulation Zone,77.51,75.8,0.0,23.89
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,TCS,Technology,Information Technology Services,IT_TECH,Avoid / Risky,Bearish,High,2284.2,2256.8,-1.2,True,Neutral,30.14,36.1,21.0,40.0,86.0,82.0,100.0,96.0,0.0,8.0,15.0,15.0,40.41,62.0,E Avoid,D Weak,Accumulation Zone,Accumulation Zone,77.51,75.8,0.0,23.89
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,BLS,Industrials,Specialty Business Services,CAPITAL_GOODS_INFRA,Strong Fundamentals,Bullish,Normal,264.85,234.45,-11.48,False,Failing,28.35,0.0,13.0,16.0,94.0,0.0,100.0,0.0,0.0,0.0,15.0,15.0,44.43,34.13,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,78.66,76.92,18.51,0.0
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,BLS,Industrials,Specialty Business Services,CAPITAL_GOODS_INFRA,Range Accumulation Zone,Bullish,Normal,264.85,234.45,-11.48,False,Failing,28.35,0.0,13.0,16.0,94.0,0.0,100.0,0.0,0.0,0.0,15.0,15.0,44.43,34.13,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,78.66,76.92,18.51,0.0
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,BLS,Industrials,Specialty Business Services,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,264.85,234.45,-11.48,True,Correct Warning,28.35,0.0,13.0,16.0,94.0,0.0,100.0,0.0,0.0,0.0,15.0,15.0,44.43,34.13,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,78.66,76.92,18.51,0.0
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,INFY,Technology,Information Technology Services,IT_TECH,52W Low Opportunity,Bullish,Normal,1159.9,1088.0,-6.2,False,Failing,27.49,32.35,16.0,25.0,82.0,82.0,96.0,96.0,0.0,8.0,15.0,15.0,43.62,51.16,E Avoid,E Avoid,Wide / Volatile Range,Accumulation Zone,50.0,78.1,0.0,6.98
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,INFY,Technology,Information Technology Services,IT_TECH,Strong Fundamentals,Bullish,Normal,1159.9,1088.0,-6.2,False,Failing,27.49,32.35,16.0,25.0,82.0,82.0,96.0,96.0,0.0,8.0,15.0,15.0,43.62,51.16,E Avoid,E Avoid,Wide / Volatile Range,Accumulation Zone,50.0,78.1,0.0,6.98
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,INFY,Technology,Information Technology Services,IT_TECH,Avoid / Risky,Bearish,High,1159.9,1088.0,-6.2,True,Correct Warning,27.49,32.35,16.0,25.0,82.0,82.0,96.0,96.0,0.0,8.0,15.0,15.0,43.62,51.16,E Avoid,E Avoid,Wide / Volatile Range,Accumulation Zone,50.0,78.1,0.0,6.98
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,ITC,Consumer Defensive,Tobacco,FMCG_CONSUMER,52W Low Opportunity,Bullish,Normal,291.95,282.85,-3.12,False,Failing,24.63,24.95,26.0,25.0,70.0,70.0,82.0,82.0,0.0,0.0,15.0,15.0,40.89,46.27,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,74.5,91.27,0.0,3.11
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,ITC,Consumer Defensive,Tobacco,FMCG_CONSUMER,Swing Candidate,Bullish,Normal,291.95,282.85,-3.12,False,Failing,24.63,24.95,26.0,25.0,70.0,70.0,82.0,82.0,0.0,0.0,15.0,15.0,40.89,46.27,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,74.5,91.27,0.0,3.11
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,ITC,Consumer Defensive,Tobacco,FMCG_CONSUMER,Strong Fundamentals,Bullish,Normal,291.95,282.85,-3.12,False,Failing,24.63,24.95,26.0,25.0,70.0,70.0,82.0,82.0,0.0,0.0,15.0,15.0,40.89,46.27,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,74.5,91.27,0.0,3.11
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,ITC,Consumer Defensive,Tobacco,FMCG_CONSUMER,Range Accumulation Zone,Bullish,Normal,291.95,282.85,-3.12,False,Failing,24.63,24.95,26.0,25.0,70.0,70.0,82.0,82.0,0.0,0.0,15.0,15.0,40.89,46.27,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,74.5,91.27,0.0,3.11
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,ITC,Consumer Defensive,Tobacco,FMCG_CONSUMER,Avoid / Risky,Bearish,High,291.95,282.85,-3.12,True,Correct Warning,24.63,24.95,26.0,25.0,70.0,70.0,82.0,82.0,0.0,0.0,15.0,15.0,40.89,46.27,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,74.5,91.27,0.0,3.11
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,SBIN,Financial Services,Banks - Regional,BANK,Range Accumulation Zone,Bullish,Normal,967.8,1046.0,8.08,True,Working,24.59,33.41,23.0,55.0,28.0,26.0,34.0,32.0,10.0,18.0,0.0,0.0,40.67,57.56,E Avoid,E Avoid,Accumulation Zone,Lower Range Watch,78.46,73.79,2.03,34.54
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,SBIN,Financial Services,Banks - Regional,BANK,Avoid / Risky,Bearish,High,967.8,1046.0,8.08,False,False Warning,24.59,33.41,23.0,55.0,28.0,26.0,34.0,32.0,10.0,18.0,0.0,0.0,40.67,57.56,E Avoid,E Avoid,Accumulation Zone,Lower Range Watch,78.46,73.79,2.03,34.54
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,RITES,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Strong Fundamentals,Bullish,Normal,205.96,218.69,6.18,True,Working,24.0,30.86,18.0,45.0,73.0,71.0,84.0,82.0,0.0,8.0,15.0,15.0,42.28,51.05,E Avoid,E Avoid,Lower Range Watch,Profit Booking Zone,76.6,64.08,34.47,78.78
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,RITES,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Range Accumulation Zone,Bullish,Normal,205.96,218.69,6.18,True,Working,24.0,30.86,18.0,45.0,73.0,71.0,84.0,82.0,0.0,8.0,15.0,15.0,42.28,51.05,E Avoid,E Avoid,Lower Range Watch,Profit Booking Zone,76.6,64.08,34.47,78.78
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,RITES,Industrials,Engineering & Construction,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,205.96,218.69,6.18,False,False Warning,24.0,30.86,18.0,45.0,73.0,71.0,84.0,82.0,0.0,8.0,15.0,15.0,42.28,51.05,E Avoid,E Avoid,Lower Range Watch,Profit Booking Zone,76.6,64.08,34.47,78.78
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,RAILTEL,Communication Services,Telecom Services,TELECOM,Strong Fundamentals,Bullish,Normal,324.3,294.3,-9.25,False,Failing,23.77,16.58,40.0,13.0,63.0,63.0,70.0,70.0,0.0,0.0,15.0,15.0,51.94,36.36,E Avoid,E Avoid,Neutral Range,Lower Range Watch,64.67,72.77,64.17,34.5
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,RAILTEL,Communication Services,Telecom Services,TELECOM,Avoid / Risky,Bearish,High,324.3,294.3,-9.25,True,Correct Warning,23.77,16.58,40.0,13.0,63.0,63.0,70.0,70.0,0.0,0.0,15.0,15.0,51.94,36.36,E Avoid,E Avoid,Neutral Range,Lower Range Watch,64.67,72.77,64.17,34.5
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,ICICIBANK,Financial Services,Banks - Regional,BANK,52W Low Opportunity,Bullish,Normal,1272.7,1451.2,14.03,True,Working,14.84,46.11,33.0,62.0,38.0,38.0,49.0,49.0,0.0,38.0,15.0,0.0,50.22,72.05,E Avoid,C Neutral,Accumulation Zone,Profit Booking Zone,86.01,62.35,16.81,100.0
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,ICICIBANK,Financial Services,Banks - Regional,BANK,Range Accumulation Zone,Bullish,Normal,1272.7,1451.2,14.03,True,Working,14.84,46.11,33.0,62.0,38.0,38.0,49.0,49.0,0.0,38.0,15.0,0.0,50.22,72.05,E Avoid,C Neutral,Accumulation Zone,Profit Booking Zone,86.01,62.35,16.81,100.0
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,ICICIBANK,Financial Services,Banks - Regional,BANK,Avoid / Risky,Bearish,High,1272.7,1451.2,14.03,False,False Warning,14.84,46.11,33.0,62.0,38.0,38.0,49.0,49.0,0.0,38.0,15.0,0.0,50.22,72.05,E Avoid,C Neutral,Accumulation Zone,Profit Booking Zone,86.01,62.35,16.81,100.0
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,MAZDOCK,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,2455.1,2336.0,-4.85,True,Correct Warning,14.75,11.06,13.0,13.0,42.0,42.0,54.0,54.0,10.0,0.0,15.0,15.0,43.23,36.7,E Avoid,E Avoid,Neutral Range,Accumulation Zone,66.34,80.9,48.07,15.99
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,KOTAKBANK,Financial Services,Banks - Regional,BANK,52W Low Opportunity,Bullish,Normal,388.7,380.35,-2.15,False,Failing,13.19,4.31,45.0,22.0,25.0,16.0,30.0,21.0,8.0,10.0,15.0,15.0,55.98,45.64,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,82.39,79.82,29.5,20.19
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,KOTAKBANK,Financial Services,Banks - Regional,BANK,Near 52W High Momentum,Bullish,Normal,388.7,380.35,-2.15,False,Failing,13.19,4.31,45.0,22.0,25.0,16.0,30.0,21.0,8.0,10.0,15.0,15.0,55.98,45.64,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,82.39,79.82,29.5,20.19
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,KOTAKBANK,Financial Services,Banks - Regional,BANK,Range Accumulation Zone,Bullish,Normal,388.7,380.35,-2.15,False,Failing,13.19,4.31,45.0,22.0,25.0,16.0,30.0,21.0,8.0,10.0,15.0,15.0,55.98,45.64,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,82.39,79.82,29.5,20.19
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,KOTAKBANK,Financial Services,Banks - Regional,BANK,Avoid / Risky,Bearish,High,388.7,380.35,-2.15,True,Correct Warning,13.19,4.31,45.0,22.0,25.0,16.0,30.0,21.0,8.0,10.0,15.0,15.0,55.98,45.64,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,82.39,79.82,29.5,20.19
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,RELIANCE,Energy,Oil & Gas Refining & Marketing,ENERGY_UTILITIES,52W Low Opportunity,Bullish,Normal,1350.5,1328.5,-1.63,False,Neutral,11.13,10.63,16.0,48.0,38.0,19.0,45.0,22.0,0.0,8.0,15.0,15.0,44.78,56.7,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,80.55,79.99,2.78,22.56
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,RELIANCE,Energy,Oil & Gas Refining & Marketing,ENERGY_UTILITIES,Range Accumulation Zone,Bullish,Normal,1350.5,1328.5,-1.63,False,Neutral,11.13,10.63,16.0,48.0,38.0,19.0,45.0,22.0,0.0,8.0,15.0,15.0,44.78,56.7,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,80.55,79.99,2.78,22.56
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,RELIANCE,Energy,Oil & Gas Refining & Marketing,ENERGY_UTILITIES,Avoid / Risky,Bearish,High,1350.5,1328.5,-1.63,True,Neutral,11.13,10.63,16.0,48.0,38.0,19.0,45.0,22.0,0.0,8.0,15.0,15.0,44.78,56.7,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,80.55,79.99,2.78,22.56
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,COCHINSHIP,Industrials,Aerospace & Defense,CAPITAL_GOODS_INFRA,Avoid / Risky,Bearish,High,1523.9,1400.7,-8.08,True,Correct Warning,7.8,1.61,23.0,13.0,24.0,24.0,27.0,27.0,10.0,0.0,15.0,15.0,42.93,40.88,E Avoid,E Avoid,Neutral Range,Accumulation Zone,58.66,78.83,53.58,13.2
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,HDFCBANK,Financial Services,Banks - Regional,BANK,52W Low Opportunity,Bullish,Normal,758.65,779.5,2.75,True,Working,7.49,11.31,26.0,36.0,28.0,26.0,33.0,31.0,0.0,10.0,15.0,15.0,43.25,43.58,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,80.5,76.11,0.0,16.6
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,HDFCBANK,Financial Services,Banks - Regional,BANK,Swing Candidate,Bullish,Normal,758.65,779.5,2.75,True,Working,7.49,11.31,26.0,36.0,28.0,26.0,33.0,31.0,0.0,10.0,15.0,15.0,43.25,43.58,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,80.5,76.11,0.0,16.6
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,HDFCBANK,Financial Services,Banks - Regional,BANK,Range Accumulation Zone,Bullish,Normal,758.65,779.5,2.75,True,Working,7.49,11.31,26.0,36.0,28.0,26.0,33.0,31.0,0.0,10.0,15.0,15.0,43.25,43.58,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,80.5,76.11,0.0,16.6
20.07.2026 at 01:08 PM IST,2026-05-27,54,60D+,HDFCBANK,Financial Services,Banks - Regional,BANK,Avoid / Risky,Bearish,High,758.65,779.5,2.75,False,False Warning,7.49,11.31,26.0,36.0,28.0,26.0,33.0,31.0,0.0,10.0,15.0,15.0,43.25,43.58,E Avoid,E Avoid,Accumulation Zone,Accumulation Zone,80.5,76.11,0.0,16.6
