symbol,company_name,series,isin,sector,industry
SAMMAANCAP,Sammaan Capital Limited,EQ,INE148I01020,Unknown,Unknown
SAMPANN,Sampann Utpadan India Limited,EQ,INE735M01018,Unknown,Unknown
SANATHAN,Sanathan Textiles Limited,EQ,INE0JPD01013,Unknown,Unknown
SANDESH,The Sandesh Limited,EQ,INE583B01015,Unknown,Unknown
SANDHAR,Sandhar Technologies Limited,EQ,INE278H01035,Consumer Cyclical,Auto Parts
SANDUMA,Sandur Manganese & Iron Ores Limited,EQ,INE149K01016,Basic Materials,Steel
SANGAMIND,Sangam (India) Limited,EQ,INE495C01010,Consumer Cyclical,Textile Manufacturing
SANGHVIMOV,Sanghvi Movers Limited,EQ,INE989A01032,Unknown,Unknown
SANOFI,Sanofi India Limited,EQ,INE058A01010,Unknown,Unknown
SANOFICONR,Sanofi Consumer Healthcare India Limited,EQ,INE0UOS01011,Healthcare,Drug Manufacturers - General
SANSERA,Sansera Engineering Limited,EQ,INE953O01021,Consumer Cyclical,Auto Parts
SANSTAR,Sanstar Limited,EQ,INE08NE01025,Basic Materials,Chemicals
SAPPHIRE,Sapphire Foods India Limited,EQ,INE806T01020,Unknown,Unknown
SAPPL,Shree Ajit Pulp & Paper Limited,EQ,INE185C01017,Unknown,Unknown
SARDAEN,Sarda Energy & Minerals Limited,EQ,INE385C01021,Basic Materials,Steel
SAREGAMA,Saregama India Limited,EQ,INE979A01025,Communication Services,Entertainment
SARLAPOLY,Sarla Performance Fibers Limited,EQ,INE453D01025,Consumer Cyclical,Textile Manufacturing
SASKEN,Sasken Technologies Limited,EQ,INE231F01020,Technology,Information Technology Services
SATIA,Satia Industries Limited,EQ,INE170E01023,Unknown,Unknown
SATIN,Satin Creditcare Network Limited,EQ,INE836B01017,Financial Services,Credit Services
SAURASHCEM,Saurashtra Cement Limited,EQ,INE626A01014,Unknown,Unknown
SAYAJIHOTL,Sayaji Hotels Limited,EQ,INE318C01014,Unknown,Unknown
SBC,SBC Exports Limited,EQ,INE04AK01028,Industrials,Conglomerates
SBCL,Shivalik Bimetal Controls Limited,EQ,INE386D01027,Industrials,Metal Fabrication
SBFC,SBFC Finance Limited,EQ,INE423Y01016,Unknown,Unknown
SBGLP,Suratwwala Business Group Limited,EQ,INE05ST01028,Unknown,Unknown
SBICARD,SBI Cards and Payment Services Limited,EQ,INE018E01016,Unknown,Unknown
SBILIFE,SBI Life Insurance Company Limited,EQ,INE123W01016,Unknown,Unknown
SBIN,State Bank of India,EQ,INE062A01020,Financial Services,Banks - Regional
SCANSTL,Scan Steels Limited,EQ,INE099G01011,Unknown,Unknown
SCHAEFFLER,Schaeffler India Limited,EQ,INE513A01022,Consumer Cyclical,Auto Parts
SCHAND,S Chand And Company Limited,EQ,INE807K01035,Unknown,Unknown
SCI,Shipping Corporation Of India Limited,EQ,INE109A01011,Industrials,Marine Shipping
SCILAL,Shipping Corporation of India Land and Assets Limited,EQ,INE0PB301013,Real Estate,Real Estate Services
SCODATUBES,Scoda Tubes Limited,EQ,INE090501011,Unknown,Unknown
SDBL,Som Distilleries & Breweries Limited,EQ,INE480C01038,Unknown,Unknown
SEAMECLTD,Seamec Limited,EQ,INE497B01018,Industrials,Marine Shipping
SEDEMAC,SEDEMAC Mechatronics Limited,EQ,INE00XB01019,Unknown,Unknown
SEIL,Shanti Educational Initiatives Limited,EQ,INE440T01028,Unknown,Unknown
SELMC,SEL Manufacturing Company Limited,EQ,INE105I01020,Unknown,Unknown
SEMAC,Semac Construction Limited,EQ,INE617A01013,Industrials,Engineering & Construction
SENCO,Senco Gold Limited,EQ,INE602W01027,Consumer Cyclical,Luxury Goods
SENORES,Senores Pharmaceuticals Limited,EQ,INE0RB801010,Healthcare,Drug Manufacturers - General
SEPC,SEPC Limited,EQ,INE964H01014,Unknown,Unknown
SERVOTECH,Servotech Renewable Power System Limited,EQ,INE782X01033,Unknown,Unknown
SESHAPAPER,Seshasayee Paper and Boards Limited,EQ,INE630A01024,Unknown,Unknown
SETL,Standard Engineering Technology Limited,EQ,INE0M4D01010,Industrials,Specialty Industrial Machinery
SFL,Sheela Foam Limited,EQ,INE916U01025,Unknown,Unknown
SGFIN,SG Finserve Limited,EQ,INE618R01015,Financial Services,Capital Markets
SGIL,Synergy Green Industries Limited,EQ,INE00QT01015,Industrials,Metal Fabrication
SGL,STL Global Limited,EQ,INE353H01010,Unknown,Unknown
SGMART,SG Mart Limited,EQ,INE385F01024,Industrials,Industrial Distribution
SHADOWFAX,Shadowfax Technologies Limited,EQ,INE12UN01015,Industrials,Integrated Freight & Logistics
SHAH,Shah Metacorp Limited,EQ,INE482J01021,Basic Materials,Steel
SHAHALLOYS,Shah Alloys Limited,EQ,INE640C01011,Basic Materials,Steel
SHAILY,Shaily Engineering Plastics Limited,EQ,INE151G01028,Basic Materials,Specialty Chemicals
SHAKTIPUMP,Shakti Pumps (India) Limited,EQ,INE908D01010,Unknown,Unknown
SHALBY,Shalby Limited,EQ,INE597J01018,Unknown,Unknown
SHALPAINTS,Shalimar Paints Limited,EQ,INE849C01026,Unknown,Unknown
SHANTI,Shanti Overseas (India) Limited,EQ,INE933X01016,Unknown,Unknown
SHANTIGEAR,Shanthi Gears Limited,EQ,INE631A01022,Unknown,Unknown
SHANTIGOLD,Shanti Gold International Limited,EQ,INE06ZD01017,Consumer Cyclical,Luxury Goods
SHARDACROP,Sharda Cropchem Limited,EQ,INE221J01015,Basic Materials,Agricultural Inputs
SHARDAMOTR,Sharda Motor Industries Limited,EQ,INE597I01028,Unknown,Unknown
SHARDUL,Shardul Securities Limited,EQ,INE037B01020,Unknown,Unknown
SHAREINDIA,Share India Securities Limited,EQ,INE932X01026,Unknown,Unknown
SHBAJRG,Shri Bajrang Alliance Limited,EQ,INE402H01015,Unknown,Unknown
SHEMAROO,Shemaroo Entertainment Limited,EQ,INE363M01019,Unknown,Unknown
SHILCTECH,Shilchar Technologies Limited,EQ,INE024F01011,Unknown,Unknown
SHILPAMED,Shilpa Medicare Limited,EQ,INE790G01031,Healthcare,Drug Manufacturers - Specialty & Generic
SHINDL,Sharat Industries Limited,EQ,INE220Z01013,Unknown,Unknown
SHIVALIK,Shivalik Rasayan Limited,EQ,INE788J01021,Unknown,Unknown
SHIVAMILLS,Shiva Mills Limited,EQ,INE644Y01017,Consumer Cyclical,Textile Manufacturing
SHIVATEX,Shiva Texyarn Limited,EQ,INE705C01020,Consumer Cyclical,Textile Manufacturing
SHK,S H Kelkar and Company Limited,EQ,INE500L01026,Unknown,Unknown
SHOPERSTOP,Shoppers Stop Limited,EQ,INE498B01024,Unknown,Unknown
SHRADHA,Shradha Realty Limited,EQ,INE715Y01031,Unknown,Unknown
SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ,INE232A01011,Unknown,Unknown
SHREECEM,SHREE CEMENT LIMITED,EQ,INE070A01015,Unknown,Unknown
SHREEJISPG,Shreeji Shipping Global Limited,EQ,INE1B6101010,Industrials,Marine Shipping
SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,INE712K01011,Basic Materials,Specialty Chemicals
SHREERAMA,Shree Rama Multi-Tech Limited,EQ,INE879A01019,Unknown,Unknown
SHREYANIND,Shreyans Industries Limited,EQ,INE231C01019,Unknown,Unknown
SHRIKRISH,Shri Krishna Devcon Limited,EQ,INE997I01012,Unknown,Unknown
SHRINGARMS,Shringar House of Mangalsutra Limited,EQ,INE1B3L01017,Consumer Cyclical,Luxury Goods
SHRIPISTON,Shriram Pistons & Rings Limited,EQ,INE526E01018,Consumer Cyclical,Auto Parts
SHRIRAMFIN,Shriram Finance Limited,EQ,INE721A01047,Financial Services,Credit Services
SHRIRAMPPS,Shriram Properties Limited,EQ,INE217L01019,Unknown,Unknown
SHYAMCENT,Shyam Century Ferrous Limited,EQ,INE979R01011,Unknown,Unknown
SHYAMMETL,Shyam Metalics and Energy Limited,EQ,INE810G01011,Basic Materials,Steel
SICAGEN,Sicagen India Limited,EQ,INE176J01011,Unknown,Unknown
SIEMENS,Siemens Limited,EQ,INE003A01024,Industrials,Specialty Industrial Machinery
SIGIND,Signet Industries Limited,EQ,INE529F01035,Unknown,Unknown
SIGMA,Sigma Solve Limited,EQ,INE0A0S01028,Unknown,Unknown
SIGNATURE,Signatureglobal (India) Limited,EQ,INE903U01023,Unknown,Unknown
SIGNPOST,Signpost India Limited,EQ,INE0KGZ01021,Communication Services,Advertising Agencies
SIKA,Sika Interplant Systems Limited,EQ,INE438E01032,Unknown,Unknown
SIKKO,Sikko Industries Limited,EQ,INE112X01025,Unknown,Unknown
SIL,Standard Industries Limited,EQ,INE173A01025,Unknown,Unknown
SILGO,Silgo Retail Limited,EQ,INE01II01013,Consumer Cyclical,Luxury Goods
SILINV,SIL Investments Limited,EQ,INE923A01015,Unknown,Unknown
SILLYMONKS,Silly Monks Entertainment Limited,EQ,INE203Y01012,Unknown,Unknown
SILVERTUC,Silver Touch Technologies Limited,EQ,INE625X01026,Unknown,Unknown
SIMPLEXINF,Simplex Infrastructures Limited,EQ,INE059B01024,Unknown,Unknown
SINCLAIR,Sinclairs Hotels Limited,EQ,INE985A01022,Consumer Cyclical,Lodging
SINDHUTRAD,Sindhu Trade Links Limited,EQ,INE325D01025,Unknown,Unknown
SINGERIND,Singer India Limited,EQ,INE638A01035,Unknown,Unknown
SINTERCOM,Sintercom India Limited,EQ,INE129Z01016,Unknown,Unknown
SIRCA,Sirca Paints India Limited,EQ,INE792Z01011,Unknown,Unknown
SIS,SIS LIMITED,EQ,INE285J01028,Industrials,Security & Protection Services
SIYSIL,Siyaram Silk Mills Limited,EQ,INE076B01028,Unknown,Unknown
SJS,S.J.S. Enterprises Limited,EQ,INE284S01014,Consumer Cyclical,Auto Parts
SJVN,SJVN Limited,EQ,INE002L01015,Unknown,Unknown
SKFINDIA,SKF India Limited,EQ,INE640A01023,Unknown,Unknown
SKFINDUS,SKF India (Industrial) Limited,EQ,INE2J8701016,Industrials,Tools & Accessories
SKIPPER,Skipper Limited,EQ,INE439E01022,Industrials,Engineering & Construction
SKMEGGPROD,SKM Egg Products Export (India) Limited,EQ,INE411D01023,Consumer Defensive,Packaged Foods
SKYGOLD,SKY GOLD AND DIAMONDS LIMITED,EQ,INE01IU01018,Consumer Cyclical,Luxury Goods
SMARTLINK,Smartlink Holdings Limited,EQ,INE178C01020,Technology,Communication Equipment
SMARTWORKS,Smartworks Coworking Spaces Limited,EQ,INE0NAZ01010,Unknown,Unknown
SMCGLOBAL,SMC Global Securities Limited,EQ,INE103C01036,Unknown,Unknown
SMLMAH,SML Mahindra Limited,EQ,INE294B01019,Unknown,Unknown
SMLT,Sarthak Metals Limited,EQ,INE017W01010,Unknown,Unknown
SMSPHARMA,SMS Pharmaceuticals Limited,EQ,INE812G01025,Healthcare,Drug Manufacturers - General
SNOWMAN,Snowman Logistics Limited,EQ,INE734N01019,Unknown,Unknown
SOBHA,Sobha Limited,EQ,INE671H01015,Unknown,Unknown
SOLARA,Solara Active Pharma Sciences Limited,EQ,INE624Z01016,Healthcare,Drug Manufacturers - Specialty & Generic
SOLARINDS,Solar Industries India Limited,EQ,INE343H01029,Basic Materials,Specialty Chemicals
SOLARWORLD,Solarworld Energy Solutions Limited,EQ,INE0TY101024,Technology,Solar
SOLEX,Solex Energy Limited,EQ,INE880Y01017,Technology,Solar
SOMANYCERA,Somany Ceramics Limited,EQ,INE355A01028,Industrials,Building Products & Equipment
SOMATEX,Soma Textiles & Industries Limited,EQ,INE314C01013,Consumer Cyclical,Textile Manufacturing
SOMICONVEY,Somi Conveyor Beltings Limited,EQ,INE323J01019,Unknown,Unknown
SONACOMS,Sona BLW Precision Forgings Limited,EQ,INE073K01018,Consumer Cyclical,Auto Parts
SONAL,Sonal Mercantile Limited,EQ,INE321M01017,Unknown,Unknown
SONAMLTD,SONAM LIMITED,EQ,INE00LM01029,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
SONATSOFTW,Sonata Software Limited,EQ,INE269A01021,Unknown,Unknown
SOTL,Savita Oil Technologies Limited,EQ,INE035D01020,Basic Materials,Specialty Chemicals
SOUTHBANK,The South Indian Bank Limited,EQ,INE683A01023,Financial Services,Banks - Regional
SOUTHWEST,South West Pinnacle Exploration Limited,EQ,INE980Y01015,Energy,Oil & Gas Equipment & Services
SPAL,S. P. Apparels Limited,EQ,INE212I01016,Consumer Cyclical,Apparel Manufacturing
SPANDANA,Spandana Sphoorty Financial Limited,EQ,INE572J01011,Financial Services,Credit Services
SPARC,Sun Pharma Advanced Research Company Limited,EQ,INE232I01014,Healthcare,Drug Manufacturers - Specialty & Generic
SPCENET,Spacenet Enterprises India Limited,EQ,INE970N01027,Unknown,Unknown
SPECIALITY,Speciality Restaurants Limited,EQ,INE247M01014,Unknown,Unknown
SPECTRUM,Spectrum Electrical Industries Limited,EQ,INE01EO01010,Industrials,Electrical Equipment & Parts
SPENCERS,Spencer's Retail Limited,EQ,INE020801028,Unknown,Unknown
SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,INE147A01011,Unknown,Unknown
SPLIL,SPL Industries Limited,EQ,INE978G01016,Unknown,Unknown
SPLPETRO,Supreme Petrochem Limited,EQ,INE663A01033,Unknown,Unknown
SPMLINFRA,SPML Infra Limited,EQ,INE937A01023,Unknown,Unknown
SPORTKING,Sportking India Limited,EQ,INE885H01029,Consumer Cyclical,Textile Manufacturing
SRD,Shankar Lal Rampal Dye-Chem Limited,EQ,INE01NE01012,Unknown,Unknown
SREEL,Sreeleathers Limited,EQ,INE099F01013,Consumer Cyclical,Footwear & Accessories
SRF,SRF Limited,EQ,INE647A01010,Industrials,Conglomerates
SRGHFL,SRG Housing Finance Limited,EQ,INE559N01010,Financial Services,Mortgage Finance
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,INE917H01012,Unknown,Unknown
SRM,SRM Contractors Limited,EQ,INE0R6Z01013,Unknown,Unknown
SRTL,Shree Ram Twistex Limited,EQ,INE19GK01015,Unknown,Unknown
SSDL,Saraswati Saree Depot Limited,EQ,INE0PQ101010,Unknown,Unknown
SSWL,Steel Strips Wheels Limited,EQ,INE802C01033,Unknown,Unknown
STALLION,Stallion India Fluorochemicals Limited,EQ,INE0RYC01010,Unknown,Unknown
STANLEY,Stanley Lifestyles Limited,EQ,INE01A001028,Unknown,Unknown
STAR,Strides Pharma Science Limited,EQ,INE939A01011,Healthcare,Drug Manufacturers - Specialty & Generic
STARCEMENT,Star Cement Limited,EQ,INE460H01021,Unknown,Unknown
STARHEALTH,Star Health and Allied Insurance Company Limited,EQ,INE575P01011,Financial Services,Insurance - Life
STARPAPER,Star Paper Mills Limited,EQ,INE733A01018,Unknown,Unknown
STARTECK,Starteck Finance Limited,EQ,INE992I01013,Unknown,Unknown
STCINDIA,The State Trading Corporation of India Limited,EQ,INE655A01013,Unknown,Unknown
STEELCAS,Steelcast Limited,EQ,INE124E01038,Basic Materials,Steel
STEELCITY,Steel City Securities Limited,EQ,INE395H01011,Financial Services,Capital Markets
STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,INE503B01021,Basic Materials,Steel
STEL,Stel Holdings Limited,EQ,INE577L01016,Unknown,Unknown
STERTOOLS,Sterling Tools Limited,EQ,INE334A01023,Unknown,Unknown
STLNETWORK,STL Networks Limited,EQ,INE1VXE01018,Communication Services,Telecom Services
STOVEKRAFT,Stove Kraft Limited,EQ,INE00IN01015,Unknown,Unknown
STUDDS,Studds Accessories Limited,EQ,INE00Q601028,Consumer Cyclical,Auto Parts
STYL,Seshaasai Technologies Limited,EQ,INE04VU01023,Technology,Software - Infrastructure
STYLAMIND,Stylam Industries Limited,EQ,INE239C01020,Consumer Cyclical,"Furnishings, Fixtures & Appliances"
STYLEBAAZA,Baazar Style Retail Limited,EQ,INE01FR01028,Consumer Cyclical,Apparel Retail
STYRENIX,Styrenix Performance Materials Limited,EQ,INE189B01011,Basic Materials,Chemicals
SUBROS,Subros Limited,EQ,INE287B01021,Unknown,Unknown
SUDARCOLOR,Sudarshan Colorants India Limited,EQ,INE492A01029,Basic Materials,Specialty Chemicals
SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,INE659A01023,Unknown,Unknown
SUDEEPPHRM,Sudeep Pharma Limited,EQ,INE0QPI01025,Healthcare,Drug Manufacturers - Specialty & Generic
SUKHJITS,Sukhjit Starch & Chemicals Limited,EQ,INE450E01029,Basic Materials,Specialty Chemicals
SULA,Sula Vineyards Limited,EQ,INE142Q01026,Unknown,Unknown
SUMEETINDS,Sumeet Industries Limited,EQ,INE235C01036,Consumer Cyclical,Textile Manufacturing
SUMICHEM,Sumitomo Chemical India Limited,EQ,INE258G01013,Unknown,Unknown
SUMMITSEC,Summit Securities Limited,EQ,INE519C01017,Unknown,Unknown
SUNCLAY,Sundaram Clayton Limited,EQ,INE0Q3R01026,Industrials,Metal Fabrication
SUNDARAM,Sundaram Multi Pap Limited,EQ,INE108E01023,Unknown,Unknown
SUNDARMFIN,Sundaram Finance Limited,EQ,INE660A01013,Unknown,Unknown
SUNDRMBRAK,Sundaram Brake Linings Limited,EQ,INE073D01013,Unknown,Unknown
SUNDRMFAST,Sundram Fasteners Limited,EQ,INE387A01021,Unknown,Unknown
SUNDROP,Sundrop Brands Limited,EQ,INE209A01019,Unknown,Unknown
SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,INE947A01014,Basic Materials,Steel
SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,INE044A01036,Healthcare,Drug Manufacturers - Specialty & Generic
SUNTECK,Sunteck Realty Limited,EQ,INE805D01034,Unknown,Unknown
SUNTV,Sun TV Network Limited,EQ,INE424H01027,Unknown,Unknown
SUPERHOUSE,Superhouse Limited,EQ,INE712B01010,Unknown,Unknown
SUPERSPIN,Super Spinning Mills Limited,EQ,INE662A01027,Unknown,Unknown
SUPRAJIT,Suprajit Engineering Limited,EQ,INE399C01030,Unknown,Unknown
SUPREME,Supreme Holdings & Hospitality (India) Limited,EQ,INE822E01011,Unknown,Unknown
SUPREMEIND,Supreme Industries Limited,EQ,INE195A01028,Industrials,Building Products & Equipment
SUPREMEINF,Supreme Infrastructure India Limited,EQ,INE550H01011,Unknown,Unknown
SUPRIYA,Supriya Lifescience Limited,EQ,INE07RO01027,Unknown,Unknown
SURAJEST,Suraj Estate Developers Limited,EQ,INE843S01025,Unknown,Unknown
SURAJLTD,Suraj Limited,EQ,INE713C01016,Unknown,Unknown
SURAKSHA,Suraksha Diagnostic Limited,EQ,INE877V01027,Healthcare,Diagnostics & Research
SURANASOL,Surana Solar Limited,EQ,INE272L01022,Unknown,Unknown
SURANAT&P,Surana Telecom and Power Limited,EQ,INE130B01031,Unknown,Unknown
SURYALA,Suryalata Spinning Mills Limited,EQ,INE132C01027,Unknown,Unknown
SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ,INE713B01026,Consumer Cyclical,Textile Manufacturing
SURYAROSNI,Surya Roshni Limited,EQ,INE335A01020,Unknown,Unknown
SURYODAY,Suryoday Small Finance Bank Limited,EQ,INE428Q01011,Financial Services,Banks - Regional
SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ,INE645H01027,Consumer Cyclical,Textile Manufacturing
SUVEN,Suven Life Sciences Limited,EQ,INE495B01038,Healthcare,Drug Manufacturers - Specialty & Generic
SUYOG,Suyog Telematics Limited,EQ,INE442P01014,Communication Services,Telecom Services
SUZLON,Suzlon Energy Limited,EQ,INE040H01021,Industrials,Specialty Industrial Machinery
SVLL,Shree Vasu Logistics Limited,EQ,INE00CE01017,Unknown,Unknown
SWANCORP,SWAN CORP LIMITED,EQ,INE665A01038,Unknown,Unknown
SWARAJENG,Swaraj Engines Limited,EQ,INE277A01016,Consumer Cyclical,Auto Parts
SWELECTES,Swelect Energy Systems Limited,EQ,INE409B01013,Unknown,Unknown
SWIGGY,Swiggy Limited,EQ,INE00H001014,Unknown,Unknown
SWSOLAR,Sterling and Wilson Renewable Energy Limited,EQ,INE00M201021,Unknown,Unknown
SYMPHONY,Symphony Limited,EQ,INE225D01027,Unknown,Unknown
SYNCOMF,Syncom Formulations (India) Limited,EQ,INE312C01025,Unknown,Unknown
SYNGENE,Syngene International Limited,EQ,INE398R01022,Unknown,Unknown
SYRMA,Syrma SGS Technology Limited,EQ,INE0DYJ01015,Technology,Electronic Components
SYSTMTXC,Systematix Corporate Services Limited,EQ,INE356B01024,Unknown,Unknown
TAALTECH,Taal Tech Limited,EQ,INE524T01011,Unknown,Unknown
TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ,INE123C01018,Basic Materials,Specialty Chemicals
TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,INE586B01026,Unknown,Unknown
TALBROAUTO,Talbros Automotive Components Limited,EQ,INE187D01029,Consumer Cyclical,Auto Parts
TAMBOLIIN,Tamboli Industries Limited,EQ,INE864J01012,Unknown,Unknown
TANLA,Tanla Platforms Limited,EQ,INE483C01032,Unknown,Unknown
TARACHAND,Tara Chand InfraLogistic Solutions Limited,EQ,INE555Z01020,Unknown,Unknown
TARAPUR,Tarapur Transformers Limited,EQ,INE747K01017,Unknown,Unknown
TARC,TARC Limited,EQ,INE0EK901012,Unknown,Unknown
TARIL,Transformers And Rectifiers (India) Limited,EQ,INE763I01026,Unknown,Unknown
TARSONS,Tarsons Products Limited,EQ,INE144Z01023,Unknown,Unknown
TASTYBITE,Tasty Bite Eatables Limited,EQ,INE488B01017,Unknown,Unknown
TATACAP,Tata Capital Limited,EQ,INE976I01016,Financial Services,Asset Management
TATACHEM,Tata Chemicals Limited,EQ,INE092A01019,Unknown,Unknown
TATACOMM,Tata Communications Limited,EQ,INE151A01013,Communication Services,Telecom Services
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,INE192A01025,Consumer Defensive,Packaged Foods
TATAELXSI,Tata Elxsi Limited,EQ,INE670A01012,Technology,Software - Application
TATAINVEST,Tata Investment Corporation Limited,EQ,INE672A01026,Unknown,Unknown
TATAPOWER,Tata Power Company Limited,EQ,INE245A01021,Utilities,Utilities - Independent Power Producers
TATASTEEL,Tata Steel Limited,EQ,INE081A01020,Basic Materials,Steel
TATATECH,Tata Technologies Limited,EQ,INE142M01025,Unknown,Unknown
TATVA,Tatva Chintan Pharma Chem Limited,EQ,INE0GK401011,Basic Materials,Specialty Chemicals
TBOTEK,TBO Tek Limited,EQ,INE673O01025,Unknown,Unknown
TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,INE760L01018,Unknown,Unknown
TCC,TCC Concept Limited,EQ,INE887D01016,Unknown,Unknown
TCI,Transport Corporation of India Limited,EQ,INE688A01022,Unknown,Unknown
TCIEXP,TCI Express Limited,EQ,INE586V01016,Unknown,Unknown
TCIFINANCE,TCI Finance Limited,EQ,INE911B01018,Unknown,Unknown
TCPLPACK,TCPL Packaging Limited,EQ,INE822C01015,Unknown,Unknown
TCS,Tata Consultancy Services Limited,EQ,INE467B01029,Technology,Information Technology Services
TDPOWERSYS,TD Power Systems Limited,EQ,INE419M01027,Industrials,Specialty Industrial Machinery
TEAMGTY,Team India Guaranty Limited,EQ,INE289C01025,Financial Services,Asset Management
TEAMLEASE,Teamlease Services Limited,EQ,INE985S01024,Unknown,Unknown
TECHM,Tech Mahindra Limited,EQ,INE669C01036,Technology,Information Technology Services
TECHNOE,Techno Electric & Engineering Company Limited,EQ,INE285K01026,Unknown,Unknown
TECHNVISN,TechNVision Ventures Limited,EQ,INE314H01012,Unknown,Unknown
TECILCHEM,TECIL Chemicals and Hydro Power Limited,EQ,INE014B01011,Unknown,Unknown
TEGA,Tega Industries Limited,EQ,INE011K01018,Unknown,Unknown
TEJASNET,Tejas Networks Limited,EQ,INE010J01012,Unknown,Unknown
TEMBO,Tembo Global Industries Limited,EQ,INE869Y01010,Unknown,Unknown
TENNIND,Tenneco Clean Air India Limited,EQ,INE19RI01016,Consumer Cyclical,Auto Parts
TERASOFT,Tera Software Limited,EQ,INE482B01010,Technology,Information Technology Services
TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,INE435C01024,Real Estate,Real Estate Services
TEXMOPIPES,Texmo Pipes and Products Limited,EQ,INE141K01013,Unknown,Unknown
TEXRAIL,Texmaco Rail & Engineering Limited,EQ,INE621L01012,Unknown,Unknown
TFCILTD,Tourism Finance Corporation of India Limited,EQ,INE305A01023,Financial Services,Credit Services
TFL,Transwarranty Finance Limited,EQ,INE804H01012,Unknown,Unknown
TGBHOTELS,TGB Banquets And Hotels Limited,EQ,INE797H01018,Unknown,Unknown
THACKER,Thacker & Company Limited,EQ,INE077P01034,Unknown,Unknown
THAKDEV,Thakkers Developers Limited,EQ,INE403F01017,Unknown,Unknown
THANGAMAYL,Thangamayil Jewellery Limited,EQ,INE085J01014,Consumer Cyclical,Luxury Goods
THEINVEST,The Investment Trust Of India Limited,EQ,INE924D01017,Unknown,Unknown
THEJO,Thejo Engineering Limited,EQ,INE121N01019,Unknown,Unknown
THELEELA,Leela Palaces Hotels & Resorts Limited,EQ,INE0AQ201015,Consumer Cyclical,Lodging
THEMISMED,Themis Medicare Limited,EQ,INE083B01024,Unknown,Unknown
THERMAX,Thermax Limited,EQ,INE152A01029,Industrials,Conglomerates
THOMASCOOK,Thomas Cook  (India)  Limited,EQ,INE332A01027,Unknown,Unknown
THOMASCOTT,Thomas Scott (India) Limited,EQ,INE480M01011,Unknown,Unknown
THYROCARE,Thyrocare Technologies Limited,EQ,INE594H01019,Healthcare,Diagnostics & Research
TI,Tilaknagar Industries Limited,EQ,INE133E01013,Unknown,Unknown
TICL,Twamev Construction and Infrastructure Limited,EQ,INE388G01026,Unknown,Unknown
TIIL,Technocraft Industries (India) Limited,EQ,INE545H01011,Industrials,Tools & Accessories
TIINDIA,Tube Investments of India Limited,EQ,INE974X01010,Industrials,Conglomerates
TIL,TIL Limited,EQ,INE806C01018,Unknown,Unknown
TIMETECHNO,Time Technoplast Limited,EQ,INE508G01029,Unknown,Unknown
TIMEX,Timex Group India Limited,EQ,INE064A01026,Unknown,Unknown
TIMKEN,Timken India Limited,EQ,INE325A01013,Industrials,Tools & Accessories
TINNARUBR,Tinna Rubber and Infrastructure Limited,EQ,INE015C01016,Unknown,Unknown
TIPSFILMS,Tips Films Limited,EQ,INE0LQS01015,Unknown,Unknown
TIPSMUSIC,Tips Music Limited,EQ,INE716B01029,Communication Services,Entertainment
TIRUMALCHM,Thirumalai Chemicals Limited,EQ,INE338A01024,Unknown,Unknown
TITAGARH,TITAGARH RAIL SYSTEMS LIMITED,EQ,INE615H01020,Unknown,Unknown
TITAN,Titan Company Limited,EQ,INE280A01028,Consumer Cyclical,Luxury Goods
TMB,Tamilnad Mercantile Bank Limited,EQ,INE668A01016,Financial Services,Banks - Regional
TMCV,Tata Motors Limited,EQ,INE1TAE01010,Unknown,Unknown
TMPV,Tata Motors Passenger Vehicles Limited,EQ,INE155A01022,Consumer Cyclical,Auto Manufacturers
TNPETRO,Tamilnadu PetroProducts Limited,EQ,INE148A01019,Basic Materials,Specialty Chemicals
TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,INE107A01015,Basic Materials,Paper & Paper Products
TNTELE,Tamilnadu Telecommunication Limited,EQ,INE141D01018,Unknown,Unknown
TOLINS,Tolins Tyres Limited,EQ,INE0RWQ01014,Unknown,Unknown
TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,INE685A01028,Healthcare,Drug Manufacturers - Specialty & Generic
TORNTPOWER,Torrent Power Limited,EQ,INE813H01021,Utilities,Utilities - Independent Power Producers
TOTAL,Total Transport Systems Limited,EQ,INE336X01012,Unknown,Unknown
TOUCHWOOD,Touchwood Entertainment Limited,EQ,INE486Y01013,Unknown,Unknown
